Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
문승원,4.4,25,25,0,1,1,0,6,8,0,0,145.2,59,64,63,610,136,29,0,13,45,6,0,117,8,0,2,3.65,3.95,3.89,3.88,4.13,1.24
박종훈,3.26,29,28,1,0,0,0,13,11,0,0,157.1,84,90,86.05,691,146,21,3,14,78,22,1,134,7,0,5,4.81,5.15,4.92,4.79,4.9,1.42
이건욱,1.69,27,25,2,0,0,0,6,12,0,0,122,77,77,74.4,542,105,16,4,11,81,6,0,91,2,1,6,5.68,5.68,5.49,5.41,5.41,1.52
박민호,1.62,57,0,57,12,0,0,2,1,4,11,52,14,16,21.75,215,43,9,0,4,19,2,0,36,3,0,0,2.42,2.77,3.76,3.6,4.43,1.19
정수민,1.03,3,3,0,0,0,0,1,0,0,0,15.2,2,2,2,61,11,4,0,0,5,0,0,11,1,0,0,1.15,1.15,1.15,1.11,3.23,1.02
핀토,0.79,30,30,0,0,0,0,6,15,0,0,162,111,121,118.05,766,198,35,1,19,90,11,3,112,7,2,11,6.17,6.72,6.56,6.47,5.58,1.78
조영우,0.71,35,7,28,8,0,0,2,4,0,0,77,51,52,51.7,340,96,18,1,12,25,2,0,38,1,0,4,5.96,6.08,6.04,5.85,5.7,1.57
이태양,0.57,46,0,46,7,0,0,2,1,0,4,47.1,27,28,29,211,57,10,0,7,11,1,1,37,4,0,2,5.13,5.32,5.51,5.21,4.52,1.44
서진용,0.5,63,0,63,24,0,0,2,7,8,12,61,28,33,37.65,264,52,4,1,11,34,1,1,56,4,0,7,4.13,4.87,5.55,5.48,5.62,1.41
김정빈,0.27,57,0,57,4,0,0,1,1,1,10,47.1,27,30,31,226,37,8,1,5,45,8,1,42,2,0,6,5.13,5.7,5.89,5.77,6.5,1.73
김태훈,0.21,33,8,25,1,0,0,1,6,0,4,62,51,52,46.35,281,61,13,0,8,39,4,0,43,0,0,10,7.4,7.55,6.73,6.44,5.95,1.61
윤희상,0.12,4,1,3,2,0,0,0,0,0,0,3,1,1,0.3,11,1,0,0,0,2,0,0,2,0,0,0,3,3,0.9,0.85,4.4,1
박희수,0.08,28,0,28,9,0,0,0,1,0,0,24.2,15,16,18.05,112,28,6,0,4,10,0,1,26,2,0,2,5.47,5.84,6.59,6.45,4.55,1.54
서동민,0.04,9,0,9,8,0,0,0,0,0,0,8.1,5,5,6.55,38,10,2,0,2,4,0,0,7,0,0,0,5.4,5.4,7.07,6.69,6.24,1.68
강지광,0,6,0,6,0,0,0,0,0,0,0,3.2,2,3,3,20,7,0,0,1,1,0,0,4,1,0,0,4.91,7.36,7.36,6.89,5.36,2.18
신재웅,-0.08,24,0,24,3,0,0,2,0,0,0,19.1,20,20,17.05,93,26,3,2,5,14,0,0,11,0,0,0,9.31,9.31,7.94,7.62,7.9,2.07
오원석,-0.09,8,1,7,3,0,0,0,1,0,0,9.2,6,10,8.95,50,12,1,0,1,6,1,0,9,3,1,1,5.59,9.31,8.33,8.45,5.14,1.86
양선률,-0.09,1,0,1,0,0,0,0,0,0,0,1,1,1,2.55,5,1,0,0,1,2,0,0,0,0,0,0,9,9,22.95,21.6,22.1,3
김찬호,-0.13,3,0,3,1,0,0,0,0,0,0,2,6,6,4.45,14,5,0,0,1,4,0,0,1,0,0,0,27,27,20.03,19.14,14.9,4.5
김주온,-0.16,29,0,29,19,0,0,0,3,0,0,31,26,27,28.2,160,46,7,0,5,22,5,0,18,1,0,5,7.55,7.84,8.19,7.91,7.16,2.19
윤강민,-0.16,1,0,1,0,0,0,0,0,0,0,0.2,5,5,4.15,8,4,1,0,0,1,1,0,1,0,0,0,67.5,67.5,56.03,52.72,9.55,7.5
킹엄,-0.22,2,2,0,0,0,0,0,2,0,0,10.2,8,11,11,52,16,4,0,1,4,0,0,6,1,0,1,6.75,9.28,9.28,10.22,4.87,1.88
백승건,-0.28,10,7,3,1,0,0,0,5,0,0,29.1,26,29,27.8,156,37,5,0,7,31,2,0,28,2,0,1,7.98,8.9,8.53,8.28,7.94,2.32
이원준,-0.28,17,0,17,10,0,0,0,1,0,0,19.1,16,17,18.9,100,28,5,2,3,16,0,2,17,0,0,7,7.45,7.91,8.8,8.79,5.89,2.28
김세현,-0.36,42,0,42,9,0,0,2,0,1,7,42,27,28,34.3,187,44,7,0,7,22,1,0,35,1,0,1,5.79,6,7.35,7.06,5.59,1.57
김주한,-0.4,22,7,15,4,0,0,1,7,0,0,46,38,43,41.95,220,60,7,1,7,20,8,0,22,4,0,4,7.43,8.41,8.21,7.84,6.5,1.74
하재훈,-0.49,15,0,15,8,0,0,1,1,4,0,13,11,13,12.65,66,19,3,0,2,8,0,0,10,2,0,1,7.62,9,8.76,8.68,5.81,2.08
정영일,-0.55,29,0,29,7,0,0,2,2,2,2,23.1,17,20,22.3,114,31,5,0,6,11,3,1,17,1,1,3,6.56,7.71,8.6,8.6,6.96,1.8
김택형,-0.56,31,0,31,3,0,0,1,3,0,3,23,22,26,22.9,114,26,2,1,5,20,0,1,22,2,0,6,8.61,10.17,8.96,8.8,6.89,2
