name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
문승원,25,25,145.2,3.65,6,8,13,52,7,28,4,0,0,69,4.3,9,16,36,0,0,7,2,28.6,5.83,93.52,53.08,1.82,4.4
박종훈,29,28,150.2,5.02,12,11,10,35.7,2,7.1,10,0,0,115,6.9,14,14,50,0,0,16,8,50,5.38,98.79,48.07,0.19,2.87
이건욱,27,25,118.2,5.84,6,12,5,20,1,4,10,0,0,87,6.6,11,13,45.8,0,0,21,6,28.6,4.75,87.6,45.52,-0.56,1.55
정수민,3,3,15.2,1.15,1,0,1,33.3,0,0,2,0,0,9,5.2,3,0,100,0,0,1,0,0,5.22,79.33,59.67,0.75,1.03
김태훈,33,8,43,5.44,1,4,2,25,1,12.5,3,0,0,27,5.7,1,7,12.5,0,0,24,16,66.7,5.38,89,47.25,0.15,0.91
조영우,35,7,33,5.18,1,4,2,28.6,0,0,3,0,0,35,9.5,1,6,14.3,0,0,18,8,44.4,4.71,82,44.29,0.23,0.82
핀토,30,30,162,6.17,6,15,12,40,3,10,3,0,0,70,3.9,10,20,33.3,0,0,12,5,41.7,5.4,98.3,40.87,-2.09,0.79
김주한,22,7,28.2,6.91,0,5,1,14.3,0,0,3,0,0,29,9.1,1,6,14.3,0,0,12,7,58.3,4.1,74.14,39.14,-0.48,0.03
오원석,8,1,2,13.5,0,1,0,0,0,0,0,0,0,4,18,0,1,0,0,0,2,2,100,2,44,34,-0.16,-0.12
킹엄,2,2,10.2,6.75,0,2,1,50,1,50,0,0,0,3,2.5,0,2,0,0,0,2,0,0,5.33,95.5,35,-0.41,-0.22
백승건,10,7,22.1,9.27,0,5,0,0,0,0,1,0,0,13,5.2,0,7,0,0,0,12,3,25,3.19,72.29,37.57,-0.82,-0.43
박희수,28,0,0,,0,0,0,,0,,0,0,0,8,,0,0,,0,0,5,4,80,,,,,
서동민,9,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,
강지광,6,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,5,0,0,,,,,
윤강민,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,3,2,66.7,,,,,
김택형,31,0,0,,0,0,0,,0,,0,0,0,12,,0,0,,0,0,16,10,62.5,,,,,
이원준,17,0,0,,0,0,0,,0,,0,0,0,4,,0,0,,0,0,6,0,0,,,,,
윤희상,4,1,0,99.99,0,0,0,0,0,0,1,0,0,0,,1,0,100,0,0,1,1,100,0,7,45,,
서진용,63,0,0,,0,0,0,,0,,0,0,0,14,,0,0,,0,0,11,6,54.5,,,,,
양선률,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
이태양,46,0,0,,0,0,0,,0,,0,0,0,23,,0,0,,0,0,13,5,38.5,,,,,
박민호,57,0,0,,0,0,0,,0,,0,0,0,28,,0,0,,0,0,13,1,7.7,,,,,
정영일,29,0,0,,0,0,0,,0,,0,0,0,14,,0,0,,0,0,8,3,37.5,,,,,
김주온,29,0,0,,0,0,0,,0,,0,0,0,21,,0,0,,0,0,7,5,71.4,,,,,
김세현,42,0,0,,0,0,0,,0,,0,0,0,23,,0,0,,0,0,8,1,12.5,,,,,
신재웅,24,0,0,,0,0,0,,0,,0,0,0,8,,0,0,,0,0,13,7,53.8,,,,,
김정빈,57,0,0,,0,0,0,,0,,0,0,0,13,,0,0,,0,0,38,13,34.2,,,,,
김찬호,3,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,3,3,100,,,,,
하재훈,15,0,0,,0,0,0,,0,,0,0,0,3,,0,0,,0,0,4,1,25,,,,,
