Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
정수민,3.23,3,6.32,2.87,2.2,0,18,8.2,9.8,0.244,87.5,1.15,1.15,1.15,1.11,3.23,3.35,4.22,-2.08,23.31,20.46,65.51,0.2,0.262,0.273,0.535,238,79.3,15.2,3.9
문승원,4.13,25,7.23,2.78,2.6,0.8,19.2,7.4,11.8,0.29,72.8,3.65,3.95,3.89,3.88,4.13,3.18,3.98,-0.49,73.95,71.92,83.87,0.248,0.309,0.372,0.681,2338,93.5,16.1,3.83
윤희상,4.4,4,6,6,1,0,18.2,18.2,0,0.143,66.7,3,3,0.9,0.85,4.4,4.5,5.4,-1.4,60.86,15.68,89.16,0.111,0.273,0.111,0.384,54,13.5,18,4.91
박민호,4.43,57,6.23,3.29,1.89,0.69,16.7,8.8,7.9,0.264,82.8,2.42,2.77,3.76,3.6,4.43,3.61,4.45,-2.01,49.15,66.67,89.9,0.231,0.306,0.344,0.65,808,14.2,15.5,3.76
이태양,4.52,46,7.04,2.09,3.36,1.33,17.5,5.2,12.3,0.331,69.5,5.13,5.32,5.51,5.21,4.52,2.89,3.92,0.61,104.14,96.45,91.72,0.297,0.333,0.458,0.791,777,16.9,16.4,3.68
박희수,4.55,28,9.49,3.65,2.6,1.46,23.2,8.9,14.3,0.338,68.8,5.47,5.84,6.59,6.45,4.55,2.72,3.69,0.93,111.02,119.35,92.23,0.283,0.342,0.465,0.807,450,16.1,18.2,4.02
킹엄,4.87,2,5.06,3.38,1.5,0.84,11.5,7.7,3.8,0.375,47.4,6.75,9.28,9.28,10.22,4.87,3.85,4.94,1.88,136.93,189.15,98.73,0.34,0.392,0.489,0.881,191,95.5,17.9,3.67
박종훈,4.9,29,7.67,4.46,1.72,0.8,19.4,11.3,8.1,0.299,69,4.81,5.15,4.92,4.79,4.9,3.93,4.43,-0.09,97.47,88.62,99.3,0.249,0.357,0.366,0.723,2861,98.7,18.2,4.14
오원석,5.14,8,8.38,5.59,1.5,0.93,18,12,6,0.333,50,5.59,9.31,8.33,8.45,5.14,3.98,4.68,0.44,113.32,156.34,104.34,0.279,0.38,0.372,0.752,187,23.4,19.3,3.74
강지광,5.36,6,9.82,2.46,4,2.46,20,5,15,0.462,71.4,4.91,7.36,7.36,6.89,5.36,2.27,3.6,-0.45,99.58,127.55,108.71,0.389,0.421,0.556,0.977,87,14.5,23.7,4.35
이건욱,5.41,27,6.71,5.98,1.12,0.81,16.8,14.9,1.8,0.267,65,5.68,5.68,5.49,5.41,5.41,4.46,5.18,0.27,115.23,100.12,109.83,0.234,0.355,0.362,0.717,2241,83,18.4,4.13
핀토,5.58,30,6.22,5,1.24,1.06,14.6,11.7,2.9,0.337,65.4,6.17,6.72,6.56,6.47,5.58,4.28,5.06,0.59,125.09,119.79,113.11,0.301,0.391,0.444,0.835,2949,98.3,18.2,3.85
김세현,5.59,42,7.5,4.71,1.59,1.5,18.7,11.8,7,0.316,68.4,5.79,6,7.35,7.06,5.59,3.71,4.57,0.19,117.37,130.67,113.45,0.28,0.368,0.459,0.827,751,17.9,17.9,4.02
서진용,5.62,63,8.26,5.02,1.65,1.62,21.2,12.9,8.3,0.26,75,4.13,4.87,5.55,5.48,5.62,3.58,4.4,-1.49,83.8,101.4,114.1,0.234,0.335,0.41,0.745,1095,17.4,18,4.15
조영우,5.7,35,4.44,2.92,1.52,1.4,11.2,7.4,3.8,0.321,67,5.96,6.08,6.04,5.85,5.7,3.98,4.94,0.26,120.92,108.29,115.69,0.311,0.363,0.492,0.855,1323,37.8,17.2,3.89
하재훈,5.81,15,6.92,5.54,1.25,1.39,15.2,12.1,3,0.378,58.3,7.62,9,8.76,8.68,5.81,4.11,5.04,1.8,154.48,160.72,117.87,0.333,0.415,0.491,0.906,258,17.2,19.8,3.91
이원준,5.89,17,7.91,7.45,1.06,1.4,17,16,1,0.391,67.5,7.45,7.91,8.8,8.79,5.89,4.17,5.28,1.56,151.09,162.77,119.45,0.333,0.44,0.548,0.988,390,22.9,20.2,3.9
김태훈,5.95,33,6.24,5.66,1.1,1.16,15.3,13.9,1.4,0.283,55.9,7.4,7.55,6.73,6.44,5.95,4.51,5.23,1.46,150.18,119.27,120.63,0.26,0.37,0.417,0.787,1108,33.6,17.9,3.94
서동민,6.24,9,7.56,4.32,1.75,2.16,18.4,10.5,7.9,0.32,81.8,5.4,5.4,7.07,6.69,6.24,3.52,4.45,-0.84,109.54,123.85,126.56,0.294,0.368,0.529,0.897,172,19.1,20.6,4.53
김주한,6.5,22,4.3,3.91,1.1,1.37,10,9.1,0.9,0.325,57.7,7.43,8.41,8.21,7.84,6.5,4.8,5.29,0.94,150.82,145.12,131.8,0.316,0.4,0.474,0.874,858,39,18.7,3.9
김정빈,6.5,57,7.99,8.56,0.93,0.95,18.6,19.9,-1.3,0.256,72.3,5.13,5.7,5.89,5.77,6.5,5.36,5.56,-1.37,104.14,106.89,131.96,0.218,0.4,0.365,0.765,941,16.5,19.9,4.16
김택형,6.89,31,8.61,7.83,1.1,1.96,19.3,17.5,1.8,0.318,51.3,8.61,10.17,8.96,8.8,6.89,4.4,5.19,1.72,174.63,162.82,139.7,0.28,0.407,0.484,0.891,439,14.2,19.1,3.85
정영일,6.96,29,6.56,4.24,1.55,2.31,14.9,9.6,5.3,0.333,67.6,6.56,7.71,8.6,8.6,6.96,4.01,4.77,-0.4,133.02,159.28,141.21,0.32,0.402,0.557,0.959,452,15.6,19.4,3.96
김주온,7.16,29,5.23,6.39,0.82,1.45,11.3,13.8,-2.5,0.38,69.7,7.55,7.84,8.19,7.91,7.16,5.39,5.7,0.39,153.12,146.35,145.3,0.357,0.462,0.527,0.989,619,21.3,20,3.87
신재웅,7.9,24,5.12,6.52,0.79,2.33,11.8,15.1,-3.2,0.333,60.6,9.31,9.31,7.94,7.62,7.9,4.96,5.79,1.42,188.87,141.02,160.16,0.333,0.43,0.615,1.045,378,15.8,19.6,4.06
백승건,7.94,10,8.59,9.51,0.9,2.15,17.9,19.9,-1.9,0.345,68.3,7.98,8.9,8.53,8.28,7.94,5.21,5.63,0.04,161.82,153.33,160.99,0.306,0.452,0.521,0.973,661,66.1,22.5,4.24
윤강민,9.55,1,13.5,13.5,1,0,12.5,12.5,0,0.8,16.7,67.5,67.5,56.03,52.72,9.55,9.74,5.4,57.95,1369.28,976.04,193.63,0.667,0.75,0.833,1.583,23,23,34.5,2.88
김찬호,14.9,3,4.5,18,0.25,4.5,7.1,28.6,-21.4,0.5,37.5,27,27,20.03,19.14,14.9,9.04,7.97,12.1,547.71,354.37,302.16,0.5,0.643,0.8,1.443,57,19,28.5,4.07
양선률,22.1,1,0,18,0,9,0,40,-40,0,100,9,9,22.95,21.6,22.1,10.26,10.2,-13.1,182.57,399.82,448.21,0.333,0.6,1.333,1.933,23,23,23,4.6
