Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD_1,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP_2,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
문승원,4.4,25,25,0,1,1,0,6,8,0,0,145.2,59,64,63,610,136,29,0,13,45,6,0,117,8,0,2,3.65,3.95,3.89,3.88,4.13,1.24,7.23,2.78,2.6,0.8,19.2,7.4,11.8,0.29,72.8,3.18,3.98,-0.49,73.95,71.92,83.87,0.248,0.309,0.372,0.681,2338,93.5,16.1,3.83,13,52,7,28,4,0,0,69,4.3,9,16,36,0,0,7,2,28.6,5.83,93.52,53.08,1.82,4.4,0,0,0,0,0,0,0,0,,0,0,0,0,12,8,0,0,,7,2,28.6,,,,,0.29,424,42.8,4.8,50.7,55.4,1.8,0.8,5.3,5.1,,,,,,
박종훈,3.26,29,28,1,0,0,0,13,11,0,0,157.1,84,90,86.05,691,146,21,3,14,78,22,1,134,7,0,5,4.81,5.15,4.92,4.79,4.9,1.42,7.67,4.46,1.72,0.8,19.4,11.3,8.1,0.299,69,3.93,4.43,-0.09,97.47,88.62,99.3,0.249,0.357,0.366,0.723,2861,98.7,18.2,4.14,10,35.7,2,7.1,10,0,0,115,6.9,14,14,50,0,0,16,8,50,5.38,98.79,48.07,0.19,2.87,0,0,1,0,0,0,0,0,,0,0,0,0,9,13,1,1,100,16,8,50,6.67,95,1.07,0.39,0.299,441,47.5,7.4,42.2,49.7,2.8,1,6.2,4.1,,,,,,
이건욱,1.69,27,25,2,0,0,0,6,12,0,0,122,77,77,74.4,542,105,16,4,11,81,6,0,91,2,1,6,5.68,5.68,5.49,5.41,5.41,1.52,6.71,5.98,1.12,0.81,16.8,14.9,1.8,0.267,65,4.46,5.18,0.27,115.23,100.12,109.83,0.234,0.355,0.362,0.717,2241,83,18.4,4.13,5,20,1,4,10,0,0,87,6.6,11,13,45.8,0,0,21,6,28.6,4.75,87.6,45.52,-0.56,1.55,1,0,1,0,0,0,0,0,,0,0,0,0,8,15,0,0,,21,6,28.6,1.67,25.5,0.06,0.14,0.267,352,34.6,9.9,52.2,62.1,3.3,0.6,4.9,2.9,,,,,,
박민호,1.62,57,0,57,12,0,0,2,1,4,11,52,14,16,21.75,215,43,9,0,4,19,2,0,36,3,0,0,2.42,2.77,3.76,3.6,4.43,1.19,6.23,3.29,1.89,0.69,16.7,8.8,7.9,0.264,82.8,3.61,4.45,-2.01,49.15,66.67,89.9,0.231,0.306,0.344,0.65,808,14.2,15.5,3.76,0,,0,,0,0,0,28,,0,0,,0,0,13,1,7.7,,,,,,12,1,10,4,11,2,2,4,78.9,1,2,2,0,14,11,44,13,29.5,13,1,7.7,0.91,14.18,1.3,1.62,0.264,148,48.1,3.2,46.8,50,1.9,1,5.1,7,,,,,,
정수민,1.03,3,3,0,0,0,0,1,0,0,0,15.2,2,2,2,61,11,4,0,0,5,0,0,11,1,0,0,1.15,1.15,1.15,1.11,3.23,1.02,6.32,2.87,2.2,0,18,8.2,9.8,0.244,87.5,3.35,4.22,-2.08,23.31,20.46,65.51,0.2,0.262,0.273,0.535,238,79.3,15.2,3.9,1,33.3,0,0,2,0,0,9,5.2,3,0,100,0,0,1,0,0,5.22,79.33,59.67,0.75,1.03,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,,1,0,0,,,,,0.244,45,26.7,6.7,57.8,64.4,8.9,0.4,0,0,,,,,,
핀토,0.79,30,30,0,0,0,0,6,15,0,0,162,111,121,118.05,766,198,35,1,19,90,11,3,112,7,2,11,6.17,6.72,6.56,6.47,5.58,1.78,6.22,5,1.24,1.06,14.6,11.7,2.9,0.337,65.4,4.28,5.06,0.59,125.09,119.79,113.11,0.301,0.391,0.444,0.835,2949,98.3,18.2,3.85,12,40,3,10,3,0,0,70,3.9,10,20,33.3,0,0,12,5,41.7,5.4,98.3,40.87,-2.09,0.79,0,0,0,0,0,0,0,0,,0,0,0,0,9,17,0,0,,12,5,41.7,,,,,0.337,532,53,3.6,41.2,44.8,2.2,1.2,7.7,8.1,,,,,,
조영우,0.71,35,7,28,8,0,0,2,4,0,0,77,51,52,51.7,340,96,18,1,12,25,2,0,38,1,0,4,5.96,6.08,6.04,5.85,5.7,1.57,4.44,2.92,1.52,1.4,11.2,7.4,3.8,0.321,67,3.98,4.94,0.26,120.92,108.29,115.69,0.311,0.363,0.492,0.855,1323,37.8,17.2,3.89,2,28.6,0,0,3,0,0,35,9.5,1,6,14.3,0,0,18,8,44.4,4.71,82,44.29,0.23,0.82,2,0,15,0,0,0,0,0,,0,0,0,0,5,8,21,8,38.1,18,8,44.4,1.57,26.75,0.55,-0.11,0.321,262,38.2,6.2,53.5,59.6,2.2,0.6,7.3,3.1,,,,,,
이태양,0.57,46,0,46,7,0,0,2,1,0,4,47.1,27,28,29,211,57,10,0,7,11,1,1,37,4,0,2,5.13,5.32,5.51,5.21,4.52,1.44,7.04,2.09,3.36,1.33,17.5,5.2,12.3,0.331,69.5,2.89,3.92,0.61,104.14,96.45,91.72,0.297,0.333,0.458,0.791,777,16.9,16.4,3.68,0,,0,,0,0,0,23,,0,0,,0,0,13,5,38.5,,,,,,8,0,9,0,4,0,0,0,100,0,1,0,0,7,7,23,7,30.4,13,5,38.5,1.03,16.89,0.61,0.57,0.331,151,36.4,6.2,54.3,60.5,3.1,0.6,7.1,1.8,,,,,,
서진용,0.5,63,0,63,24,0,0,2,7,8,12,61,28,33,37.65,264,52,4,1,11,34,1,1,56,4,0,7,4.13,4.87,5.55,5.48,5.62,1.41,8.26,5.02,1.65,1.62,21.2,12.9,8.3,0.26,75,3.58,4.4,-1.49,83.8,101.4,114.1,0.234,0.335,0.41,0.745,1095,17.4,18,4.15,0,,0,,0,0,0,14,,0,0,,0,0,11,6,54.5,,,,,,20,2,9,8,12,5,0,5,80,1,0,3,0,20,18,34,15,44.1,11,6,54.5,0.97,17.38,1.58,0.5,0.26,158,43.4,5.2,49.1,54.3,2.3,0.8,11.7,3.8,,,,,,
김정빈,0.27,57,0,57,4,0,0,1,1,1,10,47.1,27,30,31,226,37,8,1,5,45,8,1,42,2,0,6,5.13,5.7,5.89,5.77,6.5,1.73,7.99,8.56,0.93,0.95,18.6,19.9,-1.3,0.256,72.3,5.36,5.56,-1.37,104.14,106.89,131.96,0.218,0.4,0.365,0.765,941,16.5,19.9,4.16,0,,0,,0,0,0,13,,0,0,,0,0,38,13,34.2,,,,,,12,0,7,1,10,1,1,2,84.6,0,0,0,1,17,12,26,13,50,38,13,34.2,0.83,16.51,1.12,0.27,0.256,125,35.1,7.6,55.7,63.4,1.5,0.6,6,8.1,,,,,,
