Name,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
김건태,0.063,16,29.4,5.9,58.8,64.7,5.9,0.5,9.1,0
안인산,0.2,15,40,0,53.3,53.3,6.7,0.8,0,0
노시훈,0.2,15,56.3,6.3,37.5,43.8,0,1.3,14.3,25
문경찬,0.211,90,30.9,6.2,60.8,67,2.1,0.5,9.2,4
박진우,0.231,26,53.8,0,46.2,46.2,0,1.2,0,0
김태경,0.238,42,41.9,4.7,51.2,55.8,2.3,0.8,4.2,0
이용찬,0.25,100,40.4,7.7,46.2,53.8,5.8,0.8,3.6,7.4
이재학,0.263,232,38.9,5.3,52.6,57.9,3.2,0.7,9.8,2.7
임창민,0.273,121,43.2,4.8,45.6,50.4,6.4,0.9,3.2,2.9
강동연,0.273,77,34.6,8.6,51.9,60.5,4.9,0.6,8.2,8
김태현,0.278,18,61.1,0,38.9,38.9,0,1.6,0,20
류진욱,0.286,133,56.9,5.1,37.2,42.3,0.7,1.3,3.4,7.5
파슨스,0.289,346,52.1,3.9,41.1,45.1,2.8,1.2,5.6,8.3
김영규,0.294,201,46.5,3.7,47.4,51.2,2.3,0.9,9.1,8.7
루친스키,0.298,497,51.8,5.9,40.4,46.3,2,1.1,5.1,8.1
박정수,0.298,47,46.9,4.1,44.9,49,4.1,1,8.3,6.3
강태경,0.306,36,41,2.6,53.8,56.4,2.6,0.7,9.1,23.1
신민혁,0.307,450,38,8.5,51,59.5,2.6,0.6,6.1,8.4
최금강,0.313,80,48.2,7.1,43.5,50.6,1.2,1,9.3,10.3
임정호,0.324,108,55.8,2.7,35.4,38.1,6.2,1.5,4.7,13.5
김진성,0.327,110,32.2,4.2,62.7,66.9,0.8,0.5,8.9,7
소이현,0.333,36,59.5,0,37.8,37.8,2.7,1.6,7.1,7.7
송명기,0.344,392,36.5,4.9,55.8,60.7,2.7,0.6,4.9,6.8
배민서,0.348,138,53.8,1.4,39.9,41.3,4.9,1.3,5.1,7.8
손정욱,0.356,45,45.7,4.3,50,54.3,0,0.8,4,5.9
홍성민,0.36,139,51.7,2.8,44.1,46.9,1.4,1.1,4.4,11.3
원종현,0.376,165,48.3,7.5,40.2,47.7,4,1,6,9
이우석,0.4,30,35.5,3.2,54.8,58.1,6.5,0.6,5.6,7.7
이용준,0.429,7,28.6,0,57.1,57.1,14.3,0.5,0,0
이승헌,0.474,19,26.3,5.3,57.9,63.2,10.5,0.4,0,11.1
강윤구,0.667,6,42.9,0,42.9,42.9,14.3,1,33.3,20
김진호,0.667,3,33.3,0,66.7,66.7,0,0.5,0,0
