name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
알칸타라,31,31,192,2.67,13,9,22,71,10,32.3,2,1,0,107,5,17,14,54.8,1,0,7,0,0,6.19,96.39,57.9,2.66,6.08
곽빈,23,23,127.1,2.9,12,7,13,56.5,5,21.7,5,1,0,66,4.7,15,8,65.2,1,0,8,6,75,5.54,96.91,56.26,2.15,4.42
브랜든,18,18,104.2,2.49,11,3,13,72.2,5,27.8,2,0,1,63,5.4,13,4,76.5,0,1,2,1,50,5.81,96.06,59,1.86,3.72
김동주,18,17,76.1,4.24,3,6,4,23.5,1,5.9,8,0,0,40,4.7,5,12,29.4,0,0,15,7,46.7,4.49,80.53,49.29,0.43,1.79
최승용,34,20,93,4.06,3,5,4,20,0,0,12,1,1,47,4.5,10,10,50,3,0,20,8,40,4.65,78.9,48.5,0.11,1.77
최원준,26,20,97.1,5.27,3,10,7,35,3,15,6,0,2,31,2.9,8,11,42.1,1,1,11,5,45.5,4.87,80,46.15,-0.62,1.11
장원준,11,10,39.2,5.45,3,5,1,10,0,0,6,0,0,28,6.4,4,6,40,0,0,6,2,33.3,3.97,67.2,43.7,-0.59,0.11
김민규,6,1,2.2,6.75,0,0,0,0,0,0,1,0,0,4,13.5,0,1,0,0,1,3,2,66.7,2.67,58,42,-0.08,-0.03
딜런,2,2,9,8,0,1,0,0,0,0,0,0,0,7,7,0,2,0,0,0,4,4,100,4.5,87.5,36,-0.19,-0.03
박신지,15,1,2,9,0,0,0,0,0,0,1,0,0,20,90,1,0,100,0,1,9,2,22.2,2,47,43,-0.1,-0.07
이원재,1,1,1,27,0,0,0,0,0,0,1,0,0,4,36,1,0,100,0,0,3,1,33.3,1,34,32,-0.15,-0.13
이영하,36,0,0,,0,0,0,,0,,0,0,0,24,,0,0,,0,0,27,7,25.9,,,,,
김정우,7,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,3,0,0,,,,,
김유성,7,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,1,0,0,,,,,
이형범,23,0,0,,0,0,0,,0,,0,0,0,9,,0,0,,0,0,8,4,50,,,,,
김명신,70,0,0,,0,0,0,,0,,0,0,0,28,,0,0,,0,0,35,10,28.6,,,,,
정철원,67,0,0,,0,0,0,,0,,0,0,0,35,,0,0,,0,0,15,7,46.7,,,,,
제환유,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,2,2,100,,,,,
최지강,25,0,0,,0,0,0,,0,,0,0,0,7,,0,0,,0,0,17,7,41.2,,,,,
김강률,32,0,0,,0,0,0,,0,,0,0,0,17,,0,0,,0,0,22,8,36.4,,,,,
고봉재,10,0,0,,0,0,0,,0,,0,0,0,11,,0,0,,0,0,7,2,28.6,,,,,
김호준,3,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,
이병헌,36,0,0,,0,0,0,,0,,0,0,0,14,,0,0,,0,0,24,6,25,,,,,
백승우,6,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,4,0,0,,,,,
박정수,25,0,0,,0,0,0,,0,,0,0,0,10,,0,0,,0,0,12,5,41.7,,,,,
박치국,62,0,0,,0,0,0,,0,,0,0,0,31,,0,0,,0,0,21,7,33.3,,,,,
홍건희,64,0,0,,0,0,0,,0,,0,0,0,12,,0,0,,0,0,24,7,29.2,,,,,
이승진,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,3,3,100,,,,,
