Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
알칸타라,6.08,31,31,0,0,0,0,13,9,0,0,192,57,67,67,777,171,33,0,16,35,5,1,162,11,0,3,2.67,3.14,3.14,3.34,3.38,1.07,7.59,1.64,4.63,0.75,20.8,4.5,16.3,0.282,76.2,2.45,3.44,-0.71,67.13,74.85,84.86,0.236,0.275,0.348,0.623,2988,96.4,15.6,3.85,22,71,10,32.3,2,1,0,107,5,17,14,54.8,1,0,7,0,0,6.19,96.39,57.9,2.66,6.08,0,0,0,0,0,0,0,0,,0,0,0,0,20,8,0,0,,7,0,0,,,,,0.282,549,45.9,5.7,45.9,51.7,2.4,0.9,5.4,9.4,916,1015,899,1314,711,938
곽빈,4.42,23,23,0,0,0,0,12,7,0,0,127.1,41,44,40.75,526,96,18,1,7,58,5,0,106,3,1,4,2.9,3.11,2.88,3.1,3.96,1.21,7.49,4.1,1.83,0.5,20.2,11,9.1,0.26,77.2,3.38,4.3,-1.06,72.81,69.56,99.4,0.212,0.306,0.303,0.609,2229,96.9,17.5,4.24,13,56.5,5,21.7,5,1,0,66,4.7,15,8,65.2,1,0,8,6,75,5.54,96.91,56.26,2.15,4.42,0,0,0,0,0,0,0,0,,0,0,0,0,14,6,0,0,,8,6,75,,,,,0.26,343,36.7,5.3,54.1,59.4,3.9,0.6,3.3,11.5,916,1015,899,1314,711,938
브랜든,3.72,18,18,0,0,0,0,11,3,0,0,104.2,29,34,33.5,427,80,13,0,4,30,12,0,100,3,0,3,2.49,2.92,2.88,3.03,3.16,1.05,8.6,2.58,3.33,0.34,23.4,7,16.4,0.278,75.9,2.76,3.43,-0.67,62.66,67.98,79.39,0.213,0.291,0.28,0.571,1729,96.1,16.5,4.05,13,72.2,5,27.8,2,0,1,63,5.4,13,4,76.5,0,1,2,1,50,5.81,96.06,59,1.86,3.72,0,0,0,0,0,0,0,0,,0,0,0,0,12,4,0,0,,2,1,50,,,,,0.278,273,52.3,6,40.4,46.3,1.4,1.1,3,11.3,916,1015,899,1314,711,938
최승용,2.02,34,20,14,4,0,0,3,6,1,0,111,49,54,52.1,479,116,11,1,9,34,4,0,82,7,0,3,3.97,4.38,4.22,4.44,4.03,1.35,6.65,2.76,2.41,0.73,17.1,7.1,10,0.312,70.9,3.14,4.2,-0.06,99.83,99.73,101.22,0.269,0.326,0.362,0.688,1853,54.5,16.7,3.87,4,20,0,0,12,1,1,47,4.5,10,10,50,3,0,20,8,40,4.65,78.9,48.5,0.11,1.77,2,0,5,1,0,0,1,1,50,0,0,0,1,12,8,14,6,42.9,20,8,40,1.29,19.64,0.87,0.25,0.312,343,42.1,6.7,49.3,56,1.9,0.8,4.5,7.8,916,1015,899,1314,711,938
김동주,1.88,18,17,1,1,0,0,3,6,0,0,78.1,36,37,33.25,334,73,14,4,5,35,4,0,59,4,1,4,4.14,4.25,3.82,3.94,4.27,1.38,6.78,4.02,1.69,0.57,17.7,10.5,7.2,0.301,71.4,3.58,4.54,-0.13,103.93,88.39,107.27,0.255,0.34,0.385,0.725,1390,77.2,17.7,4.16,4,23.5,1,5.9,8,0,0,40,4.7,5,12,29.4,0,0,15,7,46.7,4.49,80.53,49.29,0.43,1.79,0,0,1,0,0,0,0,0,,0,0,0,0,7,6,0,0,,15,7,46.7,2,21,0.26,0.09,0.301,226,44.1,7.2,44.9,52.1,3.8,0.8,4.1,6.8,916,1015,899,1314,711,938
최원준,1.41,26,20,6,1,0,0,3,10,0,0,107.2,59,60,58.5,465,119,33,1,11,28,12,0,71,2,0,1,4.93,5.02,4.89,4.95,4.57,1.37,5.94,2.34,2.54,0.92,15.3,6,9.2,0.322,68.8,3.45,4.29,0.36,123.92,111.19,114.78,0.287,0.348,0.451,0.799,1763,67.8,16.4,3.79,7,35,3,15,6,0,2,31,2.9,8,11,42.1,1,1,11,5,45.5,4.87,80,46.15,-0.62,1.11,0,0,4,0,0,0,0,0,,0,0,0,0,11,9,7,3,42.9,11,5,45.5,1.72,27.17,0.8,0.3,0.322,335,31.6,5.6,60.5,66.1,2.3,0.5,4.7,3.4,916,1015,899,1314,711,938
김명신,1.37,70,0,70,5,0,0,3,3,1,24,79,32,34,35.65,334,72,18,0,3,27,6,3,65,3,0,3,3.65,3.87,4.06,4.26,3.42,1.25,7.41,3.08,2.41,0.34,19.5,8.1,11.4,0.301,70.3,3.04,4.03,0.22,91.6,95.58,85.97,0.245,0.318,0.337,0.655,1445,20.6,18.3,4.33,0,,0,,0,0,0,28,,0,0,,0,0,35,10,28.6,,,,,,21,0,25,1,24,1,1,2,92.6,1,3,0,0,25,12,47,14,29.8,35,10,28.6,1.13,20.64,1.38,1.37,0.301,229,43.2,5.5,48.3,53.8,3,0.8,2.4,4.2,916,1015,899,1314,711,938
홍건희,1.23,64,0,64,40,0,0,1,5,22,5,61.2,21,28,26.3,277,67,10,3,4,24,0,3,62,3,0,8,3.06,4.09,3.84,4.07,3.21,1.48,9.05,3.5,2.58,0.58,22.4,8.7,13.7,0.348,74.1,2.51,3.75,-0.15,77.01,91.24,80.75,0.272,0.336,0.386,0.722,1092,17.1,17.7,3.94,0,,0,,0,0,0,12,,0,0,,0,0,24,7,29.2,,,,,,12,1,10,22,5,3,0,3,90,1,0,2,0,16,15,12,3,25,24,7,29.2,0.96,17.06,1.38,1.23,0.348,181,45.5,8.9,44.5,53.4,1,0.9,3.9,13.4,916,1015,899,1314,711,938
박치국,0.73,62,0,62,9,0,0,5,3,2,11,52.2,21,22,25.45,236,54,9,2,3,21,5,1,48,2,0,2,3.59,3.76,4.35,4.51,3.49,1.42,8.2,3.59,2.29,0.51,20.3,8.9,11.4,0.319,76.3,3.12,4.03,0.09,90.17,101.33,87.8,0.258,0.34,0.364,0.704,923,14.9,17.5,3.91,0,,0,,0,0,0,31,,0,0,,0,0,21,7,33.3,,,,,,13,1,11,2,11,2,0,2,86.7,1,3,0,0,21,12,45,13,28.9,21,7,33.3,0.85,14.89,1.28,0.73,0.327,159,36.4,3.7,55.6,59.3,4.3,0.6,3.1,7.4,916,1015,899,1314,711,938
김강률,0.49,32,0,32,4,0,0,1,0,1,7,25.2,12,14,11.05,115,23,3,0,2,12,2,0,21,2,0,2,4.21,4.91,3.87,4.11,4.42,1.36,7.36,4.21,1.75,0.7,18.3,10.4,7.8,0.273,67.6,3.56,4.46,-0.21,105.73,92.17,111.11,0.232,0.325,0.323,0.648,489,15.3,19.1,4.25,0,,0,,0,0,0,17,,0,0,,0,0,22,8,36.4,,,,,,7,0,4,1,7,0,0,0,100,0,2,0,0,5,6,21,4,19,22,8,36.4,0.8,15.28,1.22,0.49,0.273,77,48.8,3.8,46.3,50,1.3,1,5,8.7,916,1015,899,1314,711,938
백승우,0.17,6,0,6,2,0,0,0,0,0,0,4,0,0,0.5,18,3,0,0,0,3,1,0,1,0,0,0,0,0,1.13,1.23,6.32,1.5,2.25,6.75,0.33,0,5.6,16.7,-11.1,0.231,100,6.38,6.73,-6.32,0,27.58,158.91,0.214,0.389,0.214,0.603,78,13,19.5,4.33,0,,0,,0,0,0,1,,0,0,,0,0,4,0,0,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,2,1,50,4,0,0,0.67,13,0.52,0.17,0.231,13,61.5,7.7,30.8,38.5,0,1.6,0,0,916,1015,899,1314,711,938
정철원,0.16,67,0,67,24,0,0,7,6,13,11,72.2,32,36,40.6,315,66,6,0,8,32,2,2,55,6,1,6,3.96,4.46,5.03,5.25,4.63,1.35,6.81,3.96,1.72,0.99,17.5,10.2,7.3,0.272,71.9,3.39,4.52,-0.67,99.58,117.87,116.39,0.242,0.323,0.352,0.675,1254,18.7,17.3,3.98,0,,0,,0,0,0,35,,0,0,,0,0,15,7,46.7,,,,,,17,3,19,13,11,9,1,10,70.6,2,3,5,1,30,14,43,16,37.2,15,7,46.7,1.08,18.72,1.82,0.16,0.272,213,47.8,7.1,43.4,50.4,1.8,0.9,7,6.1,916,1015,899,1314,711,938
