Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
박정수,0.16,25,0,25,11,0,0,1,0,1,0,36.2,17,22,22.7,165,37,12,0,1,18,6,1,28,1,0,2,4.17,5.4,5.57,5.67,4.21,1.5,6.87,4.42,1.56,0.25,17,10.9,6.1,0.33,65,3.95,4.67,-0.04,104.85,127.35,105.77,0.268,0.377,0.377,0.754,596,23.8,16.3,3.61,0,,0,,0,0,0,10,,0,0,,0,0,12,5,41.7,,,,,,5,1,12,1,0,0,0,0,100,0,0,0,0,1,1,19,5,26.3,12,5,41.7,1.47,23.84,0.42,0.16,0.33,109,46.9,6.2,44.2,50.4,2.7,0.9,1.8,8.1,916,1015,899,1314,711,938
장원준,0.14,11,10,1,0,0,0,3,5,0,0,41,24,27,26,183,53,8,2,4,11,2,0,24,2,0,2,5.27,5.93,5.71,6.04,4.53,1.56,5.27,2.42,2.18,0.88,13.1,6,7.1,0.358,65,3.44,4.55,0.74,132.37,135.51,113.82,0.325,0.371,0.472,0.843,689,62.6,16.8,3.77,1,10,0,0,6,0,0,28,6.4,4,6,40,0,0,6,2,33.3,3.97,67.2,43.7,-0.59,0.11,0,0,1,0,0,0,0,0,,0,0,0,0,2,5,0,0,,6,2,33.3,1.33,17,0.15,0.03,0.358,137,54.8,2.7,41.1,43.8,1.4,1.3,6.3,11.3,916,1015,899,1314,711,938
최지강,0.13,25,0,25,4,0,0,2,1,0,2,22,13,13,12.5,102,16,4,0,0,20,1,0,14,2,0,0,5.32,5.32,5.11,5.34,5.22,1.64,5.73,8.18,0.7,0,13.7,19.6,-5.9,0.242,64.9,5.28,6.11,0.1,133.63,119.94,131.1,0.205,0.366,0.256,0.622,399,16,18.1,3.91,0,,0,,0,0,0,7,,0,0,,0,0,17,7,41.2,,,,,,6,1,5,0,2,0,0,0,100,0,0,0,0,4,2,10,5,50,17,7,41.2,0.88,15.96,0.69,0.13,0.242,66,47.8,4.5,44.8,49.3,3,1,0,12.5,916,1015,899,1314,711,938
김민규,0.08,6,1,5,1,0,0,0,0,0,0,8.1,4,5,4.3,37,6,2,1,0,4,2,0,5,0,0,2,4.32,5.4,4.64,4.93,4.58,1.2,5.4,4.32,1.25,0,13.5,10.8,2.7,0.24,58.3,4.67,5.08,-0.26,108.55,110.76,115.11,0.207,0.333,0.345,0.678,153,25.5,18.4,4.14,0,0,0,0,1,0,0,4,13.5,0,1,0,0,1,3,2,66.7,2.67,58,42,-0.08,-0.03,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,2,1,50,3,2,66.7,1.13,19,0.39,0.11,0.24,25,38.5,3.8,57.7,61.5,0,0.6,0,33.3,916,1015,899,1314,711,938
박신지,0.02,15,1,14,7,0,0,0,0,0,0,26,16,16,16.7,129,39,13,0,1,11,3,0,15,0,0,2,5.54,5.54,5.78,5.99,4.53,1.92,5.19,3.81,1.36,0.35,11.6,8.5,3.1,0.384,71.2,4.19,5.03,1,139.16,134.42,113.92,0.342,0.411,0.482,0.893,459,30.6,17.7,3.56,0,0,0,0,1,0,0,20,90,1,0,100,0,1,9,2,22.2,2,47,43,-0.1,-0.07,1,0,11,0,0,0,0,0,,0,0,0,0,0,3,10,3,30,9,2,22.2,1.71,29.43,0.52,0.08,0.384,99,32,6,59,65,3,0.5,1.5,5.1,916,1015,899,1314,711,938
딜런,-0.03,2,2,0,0,0,0,0,1,0,0,9,8,9,6.95,45,10,1,0,2,5,0,0,2,3,0,1,8,9,6.95,7.08,7.66,1.67,2,5,0.4,2,4.4,11.1,-6.7,0.222,50,5.11,6.2,0.34,201.01,158.84,192.48,0.25,0.333,0.425,0.758,175,87.5,19.4,3.89,0,0,0,0,0,0,0,7,7,0,2,0,0,0,4,4,100,4.5,87.5,36,-0.19,-0.03,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,,4,4,100,,,,,0.222,36,47.4,2.6,50,52.6,0,0.9,10,0,916,1015,899,1314,711,938
김호준,-0.11,3,0,3,3,0,0,0,0,0,0,3,4,4,4,16,3,0,0,1,4,0,0,2,0,0,1,12,12,12,13.11,10.28,2.33,6,12,0.5,3,12.5,25,-12.5,0.222,50,6.45,6.9,1.72,301.52,294.16,258.37,0.273,0.438,0.545,0.983,59,19.7,19.7,3.69,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,19.67,0.01,-0.11,0.222,9,10,0,90,90,0,0.1,11.1,0,916,1015,899,1314,711,938
제환유,-0.11,1,0,1,0,0,0,0,0,0,0,2,3,4,3.65,14,3,0,0,0,4,0,0,2,1,0,1,13.5,18,16.43,15.26,7.55,3.5,9,18,0.5,0,14.3,28.6,-14.3,0.375,42.9,7.62,7.11,5.95,339.21,342.51,189.69,0.3,0.5,0.3,0.8,53,53,26.5,3.79,0,,0,,0,0,0,0,,0,0,,0,0,2,2,100,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,2,2,100,2,2,100,2,53,0.12,-0.11,0.375,8,50,0,37.5,37.5,12.5,1.3,0,33.3,916,1015,899,1314,711,938
이승진,-0.11,1,0,1,0,0,0,0,0,0,0,0.2,0,4,2.45,6,1,0,0,0,1,1,0,1,1,0,0,0,54,33.08,36.12,9.4,3,13.5,13.5,1,0,16.7,16.7,0,0.333,-33.3,9.4,5.4,-9.4,0,810.78,236.17,0.25,0.5,0.25,0.75,24,24,36,4,0,,0,,0,0,0,0,,0,0,,0,0,3,3,100,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,3,3,100,0.67,24,0.02,-0.11,0.333,3,100,0,0,0,0,,,0,916,1015,899,1314,711,938
이병헌,-0.12,36,0,36,4,0,0,0,0,0,5,27,14,16,17.9,126,25,7,0,2,22,1,0,28,1,0,3,4.67,5.33,5.97,6.29,4.78,1.74,9.33,7.33,1.27,0.67,22.2,17.5,4.8,0.319,71.1,3.97,4.83,-0.11,117.26,141.08,120.08,0.248,0.384,0.376,0.76,516,14.3,19.1,4.1,0,,0,,0,0,0,14,,0,0,,0,0,24,6,25,,,,,,8,1,6,0,5,2,1,3,62.5,0,0,1,1,3,6,25,8,32,24,6,25,0.75,14.33,0.84,-0.12,0.319,72,40,2.7,54.7,57.3,2.7,0.7,4.7,12,916,1015,899,1314,711,938
고봉재,-0.13,10,0,10,5,0,0,0,0,0,0,11.1,8,8,9.55,53,12,2,1,0,7,1,0,7,1,0,0,6.35,6.35,7.58,7.96,4.49,1.68,5.56,5.56,1,0,13.2,13.2,0,0.324,60,4.56,5.4,1.86,159.63,178.57,112.9,0.286,0.385,0.381,0.766,217,21.7,19.1,4.09,0,,0,,0,0,0,11,,0,0,,0,0,7,2,28.6,,,,,,0,0,3,0,0,0,0,0,,0,0,0,0,0,1,8,4,50,7,2,28.6,1.13,21.7,0.28,-0.13,0.324,37,57.9,2.6,39.5,42.1,0,1.4,0,0,916,1015,899,1314,711,938
이원재,-0.13,1,1,0,0,0,0,0,0,0,0,1,3,3,2.65,9,3,1,0,0,3,0,0,0,0,0,0,27,27,23.85,24.88,13.15,6,0,27,0,0,0,33.3,-33.3,0.5,50,13.37,9.4,13.85,678.42,558.33,330.4,0.5,0.667,0.667,1.334,34,34,34,3.78,0,0,0,0,1,0,0,4,36,1,0,100,0,0,3,1,33.3,1,34,32,-0.15,-0.13,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,3,1,33.3,,,,,0.5,6,16.7,16.7,66.7,83.3,0,0.2,0,0,916,1015,899,1314,711,938
김정우,-0.21,7,0,7,5,0,0,0,0,0,0,6.2,7,7,8.05,38,11,2,0,1,7,0,0,6,0,0,0,9.45,9.45,10.87,11.74,6.64,2.7,8.1,9.45,0.86,1.35,15.8,18.4,-2.6,0.417,64.7,4.96,5.72,2.81,237.45,263.43,166.82,0.355,0.474,0.516,0.99,148,21.1,22.2,3.89,0,,0,,0,0,0,2,,0,0,,0,0,3,0,0,,,,,,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,2,2,100,3,0,0,0.95,21.14,0.11,-0.21,0.417,24,36,8,56,64,0,0.6,6.3,18.2,916,1015,899,1314,711,938
이영하,-0.29,36,0,36,5,0,0,5,3,0,4,39.1,24,27,25.95,184,40,9,1,2,21,4,1,28,4,0,2,5.49,6.18,5.94,6.22,4.57,1.55,6.41,4.81,1.33,0.46,15.2,11.4,3.8,0.302,61.3,4.03,4.94,0.93,137.98,139.66,114.73,0.256,0.359,0.365,0.724,739,20.5,18.8,4.02,0,,0,,0,0,0,24,,0,0,,0,0,27,7,25.9,,,,,,8,0,14,0,4,0,1,1,80,0,0,0,0,7,11,26,5,19.2,27,7,25.9,1.09,20.53,1.18,-0.29,0.302,126,48.9,5.3,44.3,49.6,1.5,1,3.1,5,916,1015,899,1314,711,938
김유성,-0.33,7,0,7,5,0,0,0,0,0,0,6.1,7,7,8.2,38,6,0,0,2,12,0,0,6,1,0,3,9.95,9.95,11.65,12.48,11.11,2.84,8.53,17.05,0.5,2.84,15.8,31.6,-15.8,0.222,73.3,7.45,7.29,-1.17,249.94,280.06,279.22,0.25,0.474,0.5,0.974,172,24.6,27.2,4.53,0,,0,,0,0,0,1,,0,0,,0,0,1,0,0,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,4,2,50,1,0,0,0.9,24.57,0.45,-0.33,0.222,18,30,0,70,70,0,0.4,14.3,0,916,1015,899,1314,711,938
이형범,-1.02,23,0,23,4,0,0,1,0,0,1,27.2,20,23,28.8,134,40,10,0,2,12,3,0,13,2,0,2,6.51,7.48,9.37,9.96,4.79,1.88,4.23,3.9,1.08,0.65,9.7,9,0.7,0.366,61.5,4.43,5.31,1.72,163.47,223.61,120.24,0.348,0.417,0.487,0.904,476,20.7,17.2,3.55,0,,0,,0,0,0,9,,0,0,,0,0,8,4,50,,,,,,3,0,11,0,1,0,0,0,100,0,1,0,0,2,4,28,16,57.1,8,4,50,1.2,20.7,0.63,-1.02,0.379,103,54.7,2.8,39.6,42.5,2.8,1.3,4.4,7.5,916,1015,899,1314,711,938
