name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
구승민,57,60.1,3.58,5,2,15,1,16,0,20,3,2,5,80,0,4,2,1,25,11,29,11,37.9,10,3,30,1.06,17.09,1.54,1.72
김원중,58,59.1,3.94,5,4,13,2,9,25,0,8,0,8,75.8,2,0,3,0,24,11,15,4,26.7,0,0,,1.02,16.66,1.66,1.39
김대우,45,47,3.06,0,1,9,2,12,0,0,0,0,0,,0,0,0,0,6,9,24,11,45.8,5,4,80,1.04,16.78,0.66,0.98
오현택,48,36,3.75,3,1,11,2,4,0,7,1,0,1,87.5,0,1,1,0,8,7,34,10,29.4,13,7,53.8,0.75,11.98,0.8,0.96
김건국,32,31.2,3.98,3,2,6,0,7,0,1,1,0,1,50,0,0,1,0,4,2,13,6,46.2,13,4,30.8,0.99,17.06,0.55,0.76
이인복,46,44.1,3.86,1,3,4,0,8,0,2,1,1,2,50,0,2,1,1,4,9,26,11,42.3,17,4,23.5,0.96,14.26,0.67,0.7
최준용,31,29.2,4.85,0,2,5,0,4,0,8,0,0,0,100,0,1,0,0,7,8,8,3,37.5,9,4,44.4,0.96,15.55,1.03,0.53
송승준,21,24.1,4.44,2,1,2,0,8,0,1,0,0,0,100,0,0,0,0,0,8,8,4,50,14,3,21.4,1.16,20.71,0.75,0.34
박진형,53,42.2,5.7,1,4,14,2,2,0,17,3,3,6,73.9,0,2,1,1,19,14,22,7,31.8,21,6,28.6,0.81,15.13,1.43,0.32
김유영,12,7.1,4.91,0,0,6,2,0,0,0,0,0,0,,0,0,0,0,1,2,9,2,22.2,5,3,60,0.61,9.08,0.7,0.17
한승혁,9,7,5.14,1,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,4,1,25,6,2,33.3,0.78,13.78,0.27,0.14
장원삼,9,14.2,6.75,0,1,0,0,4,0,0,0,0,0,,0,0,0,0,0,5,0,0,,7,5,71.4,1.63,28.11,0.21,0.12
진명호,37,31.1,7.18,0,1,9,1,2,0,2,1,1,2,50,0,1,0,0,2,6,10,4,40,11,8,72.7,0.85,15.19,0.56,0.1
최영환,5,6.2,6.75,0,0,0,0,3,0,0,0,0,0,,0,0,0,0,0,2,1,1,100,4,3,75,1.33,26,0.31,0.02
고효준,24,15.2,5.74,1,0,7,2,2,0,0,0,0,0,,0,0,0,0,1,4,15,7,46.7,10,3,30,0.65,12.83,0.52,0.01
서준원,11,10.2,6.75,0,1,0,0,3,0,0,0,0,0,,0,0,0,0,10,13,9,3,33.3,13,8,61.5,0.97,13.82,1.49,-0.01
박명현,2,0.2,27,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,0,0.33,15.5,0.38,-0.08
강동호,7,11,7.36,1,0,1,0,5,0,0,0,0,0,,0,0,0,0,1,1,7,2,28.6,0,0,,1.57,27.29,1.42,-0.18
정태승,1,1.2,21.6,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,1,1,100,1,0,0,1.67,48,0.78,-0.23
노경은,1,1.1,27,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,10,12,1,1,100,14,6,42.9,1.33,24,1.29,-0.27
박시영,36,30.1,8.01,1,1,10,2,5,0,1,0,0,0,100,0,0,0,0,3,8,22,11,50,15,7,46.7,0.84,15.56,0.66,-0.43
이승헌,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,4,0,0,,6,6,100,,,,
박세웅,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,12,0,0,,15,1,6.7,,,,
샘슨,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,12,0,0,,20,11,55,,,,
스트레일리,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,20,5,0,0,,9,2,22.2,,,,
