Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
오현택,5.24,48,4.25,2,2.13,1.25,11.2,5.3,5.9,0.269,80,3.75,3.75,3.83,3.81,5.24,3.72,4.69,-1.49,74.77,69.24,104.53,0.262,0.311,0.426,0.737,575,12,16,3.78
김유영,5.25,12,6.14,8.59,0.71,0,16.1,22.6,-6.5,0.211,63.6,4.91,4.91,4.11,4.19,5.25,5.29,6.17,-0.34,97.88,76.26,104.67,0.167,0.355,0.167,0.522,109,9.1,14.9,3.52
서준원,5.38,31,5.02,2.59,1.94,1.34,12.5,6.5,6,0.315,66,5.18,5.93,5.71,5.47,5.38,3.72,4.68,-0.2,103.34,99.62,107.23,0.298,0.35,0.45,0.8,1850,59.7,17.2,3.85
장원삼,6.09,13,3.97,2.65,1.5,1.59,9.4,6.3,3.1,0.344,55.6,7.68,8.47,7.78,7.31,6.09,4.11,5.03,1.59,153.06,133.09,121.35,0.34,0.39,0.521,0.911,581,44.7,17.1,3.63
박시영,6.68,36,6.23,6.82,0.91,1.48,14.5,15.9,-1.4,0.29,59.2,8.01,8.01,8.68,8.4,6.68,4.83,5.57,1.33,159.73,152.9,133.16,0.281,0.392,0.474,0.866,560,15.6,18.5,3.86
강동호,7.11,7,6.55,4.91,1.33,2.46,15.7,11.8,3.9,0.294,66.7,7.36,7.36,8.06,7.59,7.11,3.99,4.93,0.25,146.82,138.03,141.83,0.295,0.373,0.523,0.896,191,27.3,17.4,3.75
고효준,7.29,24,6.32,6.32,1,1.72,14.3,14.3,0,0.225,75,5.74,5.74,7.07,6.83,7.29,5.11,5.4,-1.54,114.54,124.33,145.33,0.226,0.364,0.419,0.783,308,12.8,19.7,4
최영환,8.25,6,6.3,2.7,2.33,3.6,13.2,5.7,7.5,0.395,70.6,6.3,9.9,8.96,8.17,8.25,3.63,4.49,-1.95,125.61,148.7,164.4,0.396,0.434,0.708,1.142,200,33.3,20,3.77
박명현,8.65,2,0,13.5,0,0,0,16.7,-16.7,0.6,50,27,27,27,24.64,8.65,8.84,7.4,18.35,538.34,448.35,172.37,0.6,0.667,0.8,1.467,31,15.5,46.5,5.17
정태승,13.36,1,5.4,10.8,0.5,5.4,9.1,18.2,-9.1,0.5,40,21.6,21.6,24.3,21.53,13.36,6.29,6.49,8.24,430.67,391.7,266.28,0.5,0.6,1,1.6,48,48,28.8,4.36
