Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
스트레일리,2.9,31,9.48,2.36,4.02,0.46,26.4,6.6,19.8,0.277,75.5,2.5,2.82,2.79,2.65,2.9,2.38,3.02,-0.4,49.78,48.21,57.77,0.209,0.267,0.295,0.562,3157,101.8,16.2,4.06
이승헌,3.02,8,8.35,2.7,3.09,0.25,21.7,7,14.6,0.311,47.8,4.66,6.14,5.33,5.01,3.02,2.76,3.64,1.65,92.99,91.14,60.14,0.241,0.305,0.291,0.596,651,81.4,17.8,4.15
김건국,3.47,32,8.81,2.56,3.44,0.57,22.3,6.5,15.8,0.298,71.8,3.98,3.98,4.18,3.93,3.47,2.81,3.5,0.5,79.33,71.46,69.27,0.238,0.302,0.357,0.659,546,17.1,17.2,3.93
김대우,3.82,46,7.85,4.74,1.65,0.18,19.9,12,7.9,0.331,72,3.1,4.01,4.53,4.21,3.82,3.65,4.46,-0.72,61.84,76.61,76.1,0.259,0.355,0.335,0.69,797,17.3,16.2,3.69
최준용,3.95,31,7.89,3.34,2.36,0.91,20,8.5,11.5,0.326,70,4.85,4.85,4.87,4.79,3.95,2.86,4.02,0.91,96.78,87.08,78.72,0.27,0.344,0.426,0.77,482,15.5,16.2,3.71
박진형,4.18,53,10.55,2.74,3.85,1.48,25.8,6.7,19.1,0.412,73,5.7,5.7,5.87,5.69,4.18,2.33,3.11,1.52,113.56,103.46,83.35,0.32,0.378,0.549,0.927,802,15.1,18.8,4.13
이인복,4.18,47,4.17,2.38,1.75,0.4,10.6,6,4.5,0.346,71.6,3.97,4.37,5.22,5.03,4.18,3.74,4.86,-0.21,79.17,91.45,83.4,0.315,0.359,0.398,0.757,681,14.5,15,3.42
김원중,4.19,58,8.65,3.49,2.48,1.21,22.9,9.2,13.7,0.277,71.9,3.94,4.4,4.71,4.5,4.19,2.69,3.76,-0.25,78.63,81.84,83.56,0.235,0.304,0.416,0.72,966,16.7,16.3,3.88
송승준,4.31,22,9.12,5.11,1.79,0.73,21,11.8,9.2,0.384,68.2,6.2,6.2,6.59,6.47,4.31,3.44,4.29,1.89,123.67,117.8,85.96,0.303,0.402,0.455,0.857,457,20.8,18.5,3.84
구승민,4.45,57,8.65,3.88,2.23,1.19,24.4,10.9,13.4,0.225,74.5,3.58,3.73,4.32,4.08,4.45,2.97,3.79,-0.87,71.38,74.27,88.81,0.193,0.282,0.353,0.635,974,17.1,16.1,4.09
샘슨,4.61,25,6.02,2.49,2.42,0.97,14.7,6.1,8.6,0.346,64.6,5.4,6.02,5.64,5.42,4.61,3.43,4.36,0.79,107.67,98.64,91.82,0.308,0.357,0.435,0.792,2202,88.1,16.9,3.73
한승혁,4.7,9,3.86,5.14,0.75,0,9.7,12.9,-3.2,0.333,66.7,5.14,5.14,4.5,4.31,4.7,4.79,5.79,0.45,102.54,78.35,93.61,0.296,0.387,0.333,0.72,124,13.8,17.7,4
박세웅,4.94,28,6.6,2.87,2.3,1.22,16.4,7.1,9.3,0.333,72.1,4.7,5.19,5.15,5.03,4.94,3.43,4.29,-0.23,93.78,91.58,98.4,0.298,0.354,0.452,0.806,2528,90.3,17.2,3.84
진명호,4.96,37,9.19,6.32,1.45,0.86,21.9,15.1,6.8,0.302,57.1,7.18,7.18,6.69,6.49,4.96,3.92,4.58,2.23,143.18,118.12,98.81,0.242,0.366,0.375,0.741,562,15.2,17.9,3.85
노경은,5.2,25,5.21,2.71,1.93,1.29,13.4,7,6.4,0.279,68.4,4.87,5.14,4.97,4.77,5.2,3.62,4.63,-0.33,97.14,86.77,103.75,0.267,0.32,0.44,0.76,2138,85.5,16.1,3.72
