Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
스트레일리,9,31,31,0,0,0,0,15,4,0,0,194.2,54,61,60.3,777,148,27,2,10,51,7,0,205,7,0,4,2.5,2.82,2.79,2.65,2.9,1.02
노경은,2.93,25,24,1,1,1,0,5,10,0,0,133,72,76,73.4,574,139,31,1,19,40,3,2,77,6,0,3,4.87,5.14,4.97,4.77,5.2,1.35
박세웅,2.91,28,28,0,0,0,0,8,10,0,0,147.1,77,85,84.3,658,177,27,2,20,47,8,0,108,8,0,13,4.7,5.19,5.15,5.03,4.94,1.52
샘슨,2.07,25,25,0,0,0,0,9,12,0,0,130,78,87,81.5,590,167,25,1,14,36,6,0,87,7,2,8,5.4,6.02,5.64,5.42,4.61,1.56
구승민,1.72,57,0,57,3,0,0,5,2,0,20,60.1,24,25,28.95,238,40,9,0,8,26,0,2,58,2,0,1,3.58,3.73,4.32,4.08,4.45,1.09
서준원,1.57,31,20,11,1,0,0,7,6,0,0,107.2,62,71,68.3,480,130,18,0,16,31,5,1,60,9,0,3,5.18,5.93,5.71,5.47,5.38,1.5
김원중,1.39,58,0,58,47,0,0,5,4,25,0,59.1,26,29,31.05,249,52,14,1,8,23,0,5,57,1,0,1,3.94,4.4,4.71,4.5,4.19,1.26
김대우,1.12,46,1,45,16,0,0,0,1,0,0,49.1,17,22,24.85,216,48,11,0,1,26,2,1,43,2,1,5,3.1,4.01,4.53,4.21,3.82,1.5
오현택,0.96,48,0,48,10,0,0,3,1,0,7,36,15,15,15.3,152,37,6,1,5,8,2,1,17,1,0,1,3.75,3.75,3.83,3.81,5.24,1.25
김건국,0.76,32,0,32,5,0,0,3,2,0,1,31.2,14,14,14.7,139,30,5,2,2,9,3,0,31,4,0,4,3.98,3.98,4.18,3.93,3.47,1.23
이승헌,0.73,8,8,0,0,0,0,3,2,0,0,36.2,19,25,21.7,157,34,2,1,1,11,2,1,34,3,1,2,4.66,6.14,5.33,5.01,3.02,1.23
이인복,0.69,47,1,46,9,0,0,1,4,0,2,45.1,20,22,26.3,199,57,9,0,2,12,1,1,21,3,0,2,3.97,4.37,5.22,5.03,4.18,1.52
최준용,0.53,31,0,31,9,0,0,0,2,0,8,29.2,16,16,16.05,130,31,7,1,3,11,2,4,26,0,0,3,4.85,4.85,4.87,4.79,3.95,1.42
박진형,0.32,53,0,53,3,0,0,1,4,0,17,42.2,27,27,27.85,194,56,15,2,7,13,4,2,50,0,0,3,5.7,5.7,5.87,5.69,4.18,1.62
김유영,0.17,12,0,12,5,0,0,0,0,0,0,7.1,4,4,3.35,31,4,0,0,0,7,0,2,5,0,0,1,4.91,4.91,4.11,4.19,5.25,1.5
한승혁,0.14,9,0,9,1,0,0,1,0,0,0,7,4,4,3.5,31,8,1,0,0,4,0,0,3,0,0,0,5.14,5.14,4.5,4.31,4.7,1.71
진명호,0.1,37,0,37,7,0,0,0,1,0,2,31.1,25,25,23.3,146,29,5,1,3,22,2,0,32,2,0,1,7.18,7.18,6.69,6.49,4.96,1.63
송승준,0.06,22,1,21,4,0,0,2,2,0,1,24.2,17,17,18.05,119,30,5,2,2,14,3,2,25,1,0,3,6.2,6.2,6.59,6.47,4.31,1.78
고효준,0.01,24,0,24,6,0,0,1,0,0,0,15.2,10,10,12.3,77,14,3,0,3,11,3,0,11,2,0,1,5.74,5.74,7.07,6.83,7.29,1.6
장원삼,-0.05,13,4,9,4,0,0,0,3,0,0,34,29,32,29.4,160,49,8,0,6,10,3,1,15,1,0,0,7.68,8.47,7.78,7.31,6.09,1.74
최영환,-0.08,6,1,5,2,0,0,0,1,0,0,10,7,11,9.95,53,19,3,0,4,3,1,0,7,2,0,1,6.3,9.9,8.96,8.17,8.25,2.2
박명현,-0.08,2,0,2,1,0,0,0,0,0,0,0.2,2,2,2,6,3,1,0,0,1,0,0,0,0,0,1,27,27,27,24.64,8.65,6
강동호,-0.18,7,0,7,4,0,0,1,0,0,0,11,9,9,9.85,51,13,1,0,3,6,0,0,8,0,0,0,7.36,7.36,8.06,7.59,7.11,1.73
정태승,-0.23,1,0,1,0,0,0,0,0,0,0,1.2,4,4,4.5,11,4,1,0,1,2,0,0,1,0,0,0,21.6,21.6,24.3,21.53,13.36,3.6
박시영,-0.43,36,0,36,6,0,0,1,1,0,1,30.1,27,27,29.25,145,32,7,0,5,23,1,0,21,1,0,1,8.01,8.01,8.68,8.4,6.68,1.81
