Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD_1,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP_2,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
켈리,5.84,28,28,0,1,1,1,15,7,0,0,173.1,64,67,67,705,160,29,1,16,40,11,0,134,5,0,4,3.32,3.48,3.48,3.73,4.07,1.15,6.96,2.08,3.35,0.83,19,5.7,13.3,0.287,76.2,3.06,3.8,-0.75,74.41,76.12,91.2,0.247,0.301,0.369,0.67,2621,93.6,15.1,3.72,20,71.4,9,32.1,0,0,0,97,5,18,10,64.3,0,0,0,0,,6.19,93.61,55.64,2.76,5.84,0,0,0,0,0,0,0,0,,0,0,0,0,16,8,0,0,,0,0,,,,,,0.287,501,49.2,3.7,43.5,47.1,3.7,1,6.5,6.3,,,,,,
정찬헌,3.38,19,19,0,1,1,1,7,4,0,0,110.1,43,51,48.05,470,116,22,1,10,31,4,0,85,4,0,5,3.51,4.16,3.92,4,4.13,1.33,6.93,2.53,2.74,0.82,18.1,6.6,11.5,0.314,73,3.15,4.02,-0.62,78.54,81.64,92.5,0.27,0.323,0.396,0.719,1757,92.5,15.9,3.74,12,63.2,2,10.5,3,0,0,80,6.5,11,7,61.1,0,0,9,6,66.7,5.81,92.47,51.53,1.42,3.38,0,0,0,0,0,0,0,0,,0,0,0,0,8,5,0,0,,9,6,66.7,,,,,0.314,338,49.4,3.4,44.9,48.3,2.3,1,5.9,9.5,,,,,,
임찬규,3.16,27,26,1,0,0,0,10,9,0,0,147.2,67,76,73.95,641,143,29,2,14,65,5,0,138,5,0,4,4.08,4.63,4.51,4.83,4.26,1.41,8.41,3.96,2.12,0.85,21.5,10.1,11.4,0.309,71,3.22,4.03,-0.17,91.44,98.61,95.31,0.253,0.333,0.386,0.719,2601,96.3,17.6,4.06,10,38.5,2,7.7,4,0,0,92,5.8,14,11,56,0,0,12,4,33.3,5.46,96.5,50.31,0.31,2.83,0,0,1,0,0,0,0,0,,0,0,0,0,11,12,0,0,,12,4,33.3,5.67,92,0.64,0.33,0.309,417,46.9,3.5,47.3,50.8,2.3,0.9,6.4,4.2,,,,,,
이민호,2.74,20,16,4,0,0,0,4,4,0,0,97.2,40,46,44.8,434,94,19,0,5,44,10,1,67,5,1,4,3.69,4.24,4.13,4.2,4.57,1.41,6.17,4.06,1.52,0.46,15.4,10.1,5.3,0.291,72.3,4.08,4.76,-0.89,82.54,85.75,102.36,0.249,0.343,0.34,0.683,1712,85.6,17.5,3.94,7,43.8,2,12.5,5,0,0,46,4.6,8,7,53.3,0,0,9,2,22.2,5.67,100.5,50.38,1,2.61,1,0,3,0,0,0,1,1,0,0,0,0,1,7,5,2,0,0,9,2,22.2,1.75,26,0.28,0.13,0.291,306,37.1,7.3,52.4,59.7,3.2,0.6,2.7,7.4,,,,,,
윌슨,2.69,25,25,0,0,0,0,10,8,0,0,144.2,71,81,78.95,628,161,23,2,13,39,8,0,109,7,1,3,4.42,5.04,4.91,5.16,4.19,1.38,6.78,2.43,2.79,0.81,17.4,6.2,11.1,0.326,66.8,3.21,4.06,0.23,98.9,105.35,93.78,0.282,0.334,0.398,0.732,2330,93.2,16.1,3.71,14,56,4,16,3,0,0,114,7.1,15,10,60,0,0,10,4,40,5.79,93.2,48.64,0.12,2.69,0,0,0,0,0,0,0,0,,0,0,0,0,8,9,0,0,,10,4,40,,,,,0.326,454,50.8,4.2,41.7,46,3.2,1.1,6,8.1,,,,,,
정우영,2.49,65,0,65,15,0,0,4,4,5,20,75,26,26,29.55,305,48,5,0,3,29,11,3,59,4,0,1,3.12,3.12,3.55,3.84,4.08,1.03,7.08,3.48,2.03,0.36,19.3,9.5,9.8,0.226,73.8,3.64,4.22,-0.96,69.86,78.46,91.25,0.185,0.292,0.238,0.53,1129,17.4,15.1,3.7,0,,0,,0,0,0,50,,0,0,,0,0,22,6,27.3,,,,,,10,1,30,5,20,4,1,5,83.3,1,5,1,0,30,10,55,14,25.5,22,6,27.3,1.15,17.37,1.72,2.49,0.226,199,74.3,1,22.8,23.8,1.9,3.1,6.1,16.7,,,,,,
최동환,1.04,54,0,54,16,0,0,4,1,0,4,57,22,23,27.15,228,54,10,1,6,12,2,0,42,2,0,3,3.47,3.63,4.29,4.71,4.17,1.16,6.63,1.9,3.5,0.95,18.4,5.3,13.2,0.291,75,3.04,3.82,-0.69,77.78,96.24,93.31,0.261,0.3,0.406,0.706,790,14.6,13.9,3.46,0,,0,,0,0,0,51,,0,0,,0,0,8,2,25,,,,,,10,0,14,0,4,2,1,3,57.1,0,1,1,0,10,6,32,11,34.4,8,2,25,1.06,14.63,0.8,1.04,0.291,165,32.6,5.2,57.6,62.8,4.7,0.5,5.6,3.7,,,,,,
진해수,0.99,76,0,76,0,0,0,4,2,0,22,50,24,27,24.05,230,54,6,0,3,23,4,2,59,3,0,5,4.32,4.86,4.33,4.73,3.31,1.54,10.62,4.14,2.57,0.54,25.7,10,15.7,0.367,70.1,2.69,3.52,1.01,96.73,96.6,74.1,0.271,0.355,0.347,0.702,961,12.6,19.2,4.18,0,,0,,0,0,0,44,,0,0,,0,0,52,16,30.8,,,,,,18,6,6,0,22,5,0,5,81.5,0,3,0,0,14,16,48,10,20.8,52,16,30.8,0.66,12.64,1.42,0.99,0.367,139,48.6,3.5,46.5,50,1.4,1,4.2,5.6,,,,,,
최성훈,0.75,48,0,48,6,0,0,0,0,0,2,33.1,13,13,14.35,145,36,4,1,1,16,1,2,24,1,0,1,3.51,3.51,3.87,4.14,3.95,1.56,6.48,4.32,1.5,0.27,16.6,11,5.5,0.347,76.9,3.67,4.74,-0.44,78.59,84.63,88.38,0.286,0.371,0.357,0.728,556,11.6,16.7,3.83,0,,0,,0,0,0,16,,0,0,,0,0,24,8,33.3,,,,,,11,2,9,0,2,0,0,0,100,0,1,0,0,4,6,22,9,40.9,24,8,33.3,0.69,11.58,0.62,0.75,0.347,101,60.6,1.9,37.5,39.4,0,1.5,2.4,5.6,,,,,,
이정용,0.69,34,0,34,3,0,0,3,0,0,4,34,14,15,17.1,147,32,5,0,6,14,2,0,33,1,1,0,3.71,3.97,4.53,4.56,5.13,1.35,8.74,3.71,2.36,1.59,22.4,9.5,12.9,0.286,82.5,3.16,3.85,-1.42,82.98,93.26,114.81,0.248,0.329,0.426,0.755,585,17.2,17.2,3.98,0,,0,,0,0,0,17,,0,0,,0,0,17,1,5.9,,,,,,4,0,9,0,4,1,0,1,80,0,2,1,0,6,5,20,5,25,17,1,5.9,1,17.21,0.96,0.69,0.286,91,27.6,9.2,63.3,72.4,0,0.4,8.5,3.1,,,,,,
