Name,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
남호,0.222,54,27.3,5.5,61.8,67.3,5.5,0.4,2.7,7.7
정우영,0.226,199,74.3,1,22.8,23.8,1.9,3.1,6.1,16.7
이찬혁,0.273,11,33.3,8.3,58.3,66.7,0,0.5,12.5,0
이정용,0.286,91,27.6,9.2,63.3,72.4,0,0.4,8.5,3.1
켈리,0.287,501,49.2,3.7,43.5,47.1,3.7,1,6.5,6.3
이민호,0.291,306,37.1,7.3,52.4,59.7,3.2,0.6,2.7,7.4
최동환,0.291,165,32.6,5.2,57.6,62.8,4.7,0.5,5.6,3.7
임찬규,0.309,417,46.9,3.5,47.3,50.8,2.3,0.9,6.4,4.2
여건욱,0.311,90,35.4,4,60.6,64.6,0,0.5,12.5,0
정찬헌,0.314,338,49.4,3.4,44.9,48.3,2.3,1,5.9,9.5
김대현,0.316,98,39.6,5.7,52.8,58.5,1.9,0.7,9.7,5.4
차우찬,0.321,196,41.7,2.9,51.9,54.9,3.4,0.8,7.1,4.2
송은범,0.325,191,58.4,3.6,36.5,40.1,1.5,1.5,5.1,3
윌슨,0.326,454,50.8,4.2,41.7,46,3.2,1.1,6,8.1
고우석,0.327,107,48.6,2.7,46.8,49.5,1.8,1,3.6,10.8
최성훈,0.347,101,60.6,1.9,37.5,39.4,0,1.5,2.4,5.6
김윤식,0.349,229,40,3.3,53.3,56.7,3.3,0.7,5.1,6.9
성재헌,0.353,17,64.7,5.9,23.5,29.4,5.9,2.2,0,16.7
김지용,0.364,11,16.7,8.3,75,83.3,0,0.2,10,0
진해수,0.367,139,48.6,3.5,46.5,50,1.4,1,4.2,5.6
이상규,0.383,107,43.8,4.5,49.1,53.6,2.7,0.8,6.7,6.7
문광은,0.429,14,26.7,0,60,60,13.3,0.4,11.1,14.3
백청훈,0.429,7,25,0,75,75,0,0.3,16.7,0
류원석,0.438,16,41.2,5.9,52.9,58.8,0,0.7,10,0
김대유,0.455,11,63.6,9.1,27.3,36.4,0,1.8,0,0
이우찬,0.5,16,52.9,0,41.2,41.2,5.9,1.3,14.3,0
정용운,0.6,5,40,0,60,60,0,0.7,0,0
한선태,0.6,5,40,0,40,40,20,1,0,0
