name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
켈리,28,28,173.1,3.32,15,7,20,71.4,9,32.1,0,0,0,97,5,18,10,64.3,0,0,0,0,,6.19,93.61,55.64,2.76,5.84
정찬헌,19,19,110.1,3.51,7,4,12,63.2,2,10.5,3,0,0,80,6.5,11,7,61.1,0,0,9,6,66.7,5.81,92.47,51.53,1.42,3.38
임찬규,27,26,142,4.25,9,9,10,38.5,2,7.7,4,0,0,92,5.8,14,11,56,0,0,12,4,33.3,5.46,96.5,50.31,0.31,2.83
윌슨,25,25,144.2,4.42,10,8,14,56,4,16,3,0,0,114,7.1,15,10,60,0,0,10,4,40,5.79,93.2,48.64,0.12,2.69
이민호,20,16,90.2,3.97,4,4,7,43.8,2,12.5,5,0,0,46,4.6,8,7,53.3,0,0,9,2,22.2,5.67,100.5,50.38,1,2.61
차우찬,13,13,64,5.34,5,5,6,46.2,2,15.4,1,0,0,40,5.6,6,7,46.2,0,0,4,2,50,4.92,89.15,46.54,-0.58,0.56
김윤식,23,11,52.2,6.15,2,4,1,9.1,0,0,4,0,0,38,6.5,5,6,45.5,0,0,14,5,35.7,4.79,84.18,40.45,-0.81,0.13
남호,6,3,11.1,4.76,0,0,0,0,0,0,3,0,0,8,6.4,2,1,66.7,0,0,0,0,,3.78,75.67,48.67,-0.14,0.06
이우찬,4,1,3.2,4.91,0,0,0,0,0,0,1,0,0,4,9.8,0,1,0,0,0,7,3,42.9,3.67,80,41,-0.01,0.05
송은범,56,1,2.1,19.29,0,1,0,0,0,0,0,0,0,36,100,0,1,0,0,0,25,6,24,2.33,53,18,-0.37,-0.33
류원석,4,1,2,22.5,0,1,0,0,0,0,0,0,0,1,4.5,0,1,0,0,0,5,3,60,2,90,0,-0.62,-0.58
고우석,40,0,0,,0,0,0,,0,,0,0,0,9,,0,0,,0,0,6,0,0,,,,,
백청훈,2,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
최동환,54,0,0,,0,0,0,,0,,0,0,0,51,,0,0,,0,0,8,2,25,,,,,
최성훈,48,0,0,,0,0,0,,0,,0,0,0,16,,0,0,,0,0,24,8,33.3,,,,,
이상규,28,0,0,,0,0,0,,0,,0,0,0,11,,0,0,,0,0,19,4,21.1,,,,,
진해수,76,0,0,,0,0,0,,0,,0,0,0,44,,0,0,,0,0,52,16,30.8,,,,,
김지용,4,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
이찬혁,4,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
이정용,34,0,0,,0,0,0,,0,,0,0,0,17,,0,0,,0,0,17,1,5.9,,,,,
김대현,33,0,0,,0,0,0,,0,,0,0,0,21,,0,0,,0,0,18,9,50,,,,,
한선태,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
문광은,4,0,0,,0,0,0,,0,,0,0,0,4,,0,0,,0,0,0,0,,,,,,
정우영,65,0,0,,0,0,0,,0,,0,0,0,50,,0,0,,0,0,22,6,27.3,,,,,
성재헌,4,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,3,1,33.3,,,,,
정용운,3,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,1,1,100,,,,,
여건욱,25,0,0,,0,0,0,,0,,0,0,0,17,,0,0,,0,0,8,6,75,,,,,
김대유,3,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,3,3,100,,,,,
