Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
정용운,1.36,3,16.2,5.4,3,0,33.3,11.1,22.2,0.6,25,16.2,16.2,13.5,13.27,1.36,1.47,2.73,14.84,362.74,271.18,30.34,0.375,0.444,0.5,0.944,36,12,21.6,4
고우석,2.99,40,11.02,4.1,2.68,0.43,27.9,10.4,17.5,0.327,65.5,4.1,4.75,5.21,5.34,2.99,2.51,3.3,1.11,91.89,109.09,67.05,0.234,0.32,0.329,0.649,714,17.9,17.1,3.9
진해수,3.31,76,10.62,4.14,2.57,0.54,25.7,10,15.7,0.367,70.1,4.32,4.86,4.33,4.73,3.31,2.69,3.52,1.01,96.73,96.6,74.1,0.271,0.355,0.347,0.702,961,12.6,19.2,4.18
최성훈,3.95,48,6.48,4.32,1.5,0.27,16.6,11,5.5,0.347,76.9,3.51,3.51,3.87,4.14,3.95,3.67,4.74,-0.44,78.59,84.63,88.38,0.286,0.371,0.357,0.728,556,11.6,16.7,3.83
켈리,4.07,28,6.96,2.08,3.35,0.83,19,5.7,13.3,0.287,76.2,3.32,3.48,3.48,3.73,4.07,3.06,3.8,-0.75,74.41,76.12,91.2,0.247,0.301,0.369,0.67,2621,93.6,15.1,3.72
정우영,4.08,65,7.08,3.48,2.03,0.36,19.3,9.5,9.8,0.226,73.8,3.12,3.12,3.55,3.84,4.08,3.64,4.22,-0.96,69.86,78.46,91.25,0.185,0.292,0.238,0.53,1129,17.4,15.1,3.7
정찬헌,4.13,19,6.93,2.53,2.74,0.82,18.1,6.6,11.5,0.314,73,3.51,4.16,3.92,4,4.13,3.15,4.02,-0.62,78.54,81.64,92.5,0.27,0.323,0.396,0.719,1757,92.5,15.9,3.74
최동환,4.17,54,6.63,1.9,3.5,0.95,18.4,5.3,13.2,0.291,75,3.47,3.63,4.29,4.71,4.17,3.04,3.82,-0.69,77.78,96.24,93.31,0.261,0.3,0.406,0.706,790,14.6,13.9,3.46
윌슨,4.19,25,6.78,2.43,2.79,0.81,17.4,6.2,11.1,0.326,66.8,4.42,5.04,4.91,5.16,4.19,3.21,4.06,0.23,98.9,105.35,93.78,0.282,0.334,0.398,0.732,2330,93.2,16.1,3.71
임찬규,4.26,27,8.41,3.96,2.12,0.85,21.5,10.1,11.4,0.309,71,4.08,4.63,4.51,4.83,4.26,3.22,4.03,-0.17,91.44,98.61,95.31,0.253,0.333,0.386,0.719,2601,96.3,17.6,4.06
이민호,4.57,20,6.17,4.06,1.52,0.46,15.4,10.1,5.3,0.291,72.3,3.69,4.24,4.13,4.2,4.57,4.08,4.76,-0.89,82.54,85.75,102.36,0.249,0.343,0.34,0.683,1712,85.6,17.5,3.94
송은범,4.81,56,4.5,3.05,1.47,0.64,11.3,7.7,3.6,0.325,72,4.5,4.66,5.15,5.64,4.81,4.05,4.96,-0.31,100.76,115.15,107.77,0.3,0.359,0.4,0.759,935,16.7,16.7,3.79
성재헌,4.85,4,2.08,2.08,1,0,5,5,0,0.353,75,4.15,4.15,2.7,3.13,4.85,4.92,5.4,-0.7,93.01,64.04,108.58,0.333,0.4,0.389,0.789,73,18.3,16.8,3.65
남호,4.93,6,6.87,5.89,1.17,0.49,17.1,14.6,2.4,0.222,68,3.93,4.42,4.42,5.01,4.93,4.41,5.11,-1.01,87.94,102.31,110.46,0.194,0.317,0.313,0.63,341,56.8,18.6,4.16
차우찬,4.94,13,7.17,3.94,1.82,1.13,17.8,9.8,8,0.321,68.9,5.34,5.48,5.36,6.2,4.94,3.57,4.44,0.4,119.65,126.74,110.69,0.284,0.354,0.444,0.798,1159,89.2,18.1,4.04
이정용,5.13,34,8.74,3.71,2.36,1.59,22.4,9.5,12.9,0.286,82.5,3.71,3.97,4.53,4.56,5.13,3.16,3.85,-1.42,82.98,93.26,114.81,0.248,0.329,0.426,0.755,585,17.2,17.2,3.98
김윤식,5.2,23,5.05,3.19,1.58,0.93,12.3,7.8,4.5,0.349,62.6,6.25,6.65,6.33,6.87,5.2,4.09,4.85,1.05,139.97,140.38,116.36,0.323,0.385,0.468,0.853,1165,50.7,17.2,3.78
김대유,5.58,3,3.86,3.86,1,0,7.1,7.1,0,0.455,14.3,23.14,23.14,20.44,23.73,5.58,5.69,5.4,17.56,518.2,484.89,124.96,0.417,0.5,0.5,1,55,18.3,23.6,3.93
문광은,6.02,4,9,4.5,2,2.25,19,9.5,9.5,0.429,50,11.25,11.25,12.04,11.85,6.02,3.19,4.26,5.23,251.9,242.13,134.8,0.368,0.429,0.789,1.218,76,19,19,3.62
김지용,6.2,4,9.82,4.91,2,2.46,22.2,11.1,11.1,0.364,16.7,14.73,14.73,14.73,14.22,6.2,3.13,4.07,8.52,329.77,290.67,138.92,0.313,0.389,0.563,0.952,71,17.8,19.4,3.94
김대현,6.24,33,7.79,6.4,1.22,1.67,17.7,14.6,3.2,0.316,69.8,5.85,6.68,6.11,6.55,6.24,4.16,5.02,-0.4,130.89,133.77,139.8,0.285,0.391,0.508,0.899,599,18.2,18.5,3.79
이상규,6.28,28,5.23,6.1,0.86,1.16,11.8,13.8,-2,0.383,72.1,6.68,6.68,7.24,7.72,6.28,4.87,5.64,0.4,149.52,157.85,140.6,0.357,0.444,0.548,0.992,574,20.5,18.5,3.78
여건욱,6.59,25,5.86,1.3,4.5,2.6,14.5,3.2,11.3,0.311,59.4,7.16,7.81,8.47,9.1,6.59,3.3,4.05,0.56,160.25,186.02,147.65,0.321,0.35,0.625,0.975,447,17.9,16.2,3.6
한선태,10.2,1,0,18,0,0,0,28.6,-28.6,0.6,60,18,18,18,16.94,10.2,10.32,8.83,7.8,403.05,346.14,228.28,0.6,0.714,0.6,1.314,29,29,29,4.14
이우찬,10.38,4,7.71,13.5,0.57,1.93,13.3,23.3,-10,0.5,70.6,11.57,11.57,8.29,9.32,10.38,7.93,6.6,1.19,259.1,190.38,232.44,0.429,0.6,0.667,1.267,133,33.3,28.5,4.43
이찬혁,10.54,4,2.7,8.1,0.33,2.7,5.9,17.6,-11.8,0.273,85.7,5.4,5.4,6.75,6.65,10.54,7.12,6.81,-5.14,120.91,135.86,235.9,0.308,0.471,0.538,1.009,73,18.3,21.9,4.29
백청훈,12.92,2,0,0,,6.75,0,0,0,0.429,33.3,20.25,20.25,23.63,27.42,12.92,4.28,5.4,7.33,453.43,560.37,289.3,0.571,0.5,1.143,1.643,32,16,24,4
류원석,13.83,4,9.64,21.21,0.45,1.93,13.5,29.7,-16.2,0.438,40.9,11.57,27,24.01,21.94,13.83,11.42,7.35,-2.26,259.1,448.24,309.69,0.364,0.622,0.636,1.258,171,42.8,36.6,4.62
