Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
켈리,5.84,28,28,0,1,1,1,15,7,0,0,173.1,64,67,67,705,160,29,1,16,40,11,0,134,5,0,4,3.32,3.48,3.48,3.73,4.07,1.15
정찬헌,3.38,19,19,0,1,1,1,7,4,0,0,110.1,43,51,48.05,470,116,22,1,10,31,4,0,85,4,0,5,3.51,4.16,3.92,4,4.13,1.33
임찬규,3.16,27,26,1,0,0,0,10,9,0,0,147.2,67,76,73.95,641,143,29,2,14,65,5,0,138,5,0,4,4.08,4.63,4.51,4.83,4.26,1.41
이민호,2.74,20,16,4,0,0,0,4,4,0,0,97.2,40,46,44.8,434,94,19,0,5,44,10,1,67,5,1,4,3.69,4.24,4.13,4.2,4.57,1.41
윌슨,2.69,25,25,0,0,0,0,10,8,0,0,144.2,71,81,78.95,628,161,23,2,13,39,8,0,109,7,1,3,4.42,5.04,4.91,5.16,4.19,1.38
정우영,2.49,65,0,65,15,0,0,4,4,5,20,75,26,26,29.55,305,48,5,0,3,29,11,3,59,4,0,1,3.12,3.12,3.55,3.84,4.08,1.03
최동환,1.04,54,0,54,16,0,0,4,1,0,4,57,22,23,27.15,228,54,10,1,6,12,2,0,42,2,0,3,3.47,3.63,4.29,4.71,4.17,1.16
진해수,0.99,76,0,76,0,0,0,4,2,0,22,50,24,27,24.05,230,54,6,0,3,23,4,2,59,3,0,5,4.32,4.86,4.33,4.73,3.31,1.54
최성훈,0.75,48,0,48,6,0,0,0,0,0,2,33.1,13,13,14.35,145,36,4,1,1,16,1,2,24,1,0,1,3.51,3.51,3.87,4.14,3.95,1.56
이정용,0.69,34,0,34,3,0,0,3,0,0,4,34,14,15,17.1,147,32,5,0,6,14,2,0,33,1,1,0,3.71,3.97,4.53,4.56,5.13,1.35
송은범,0.58,56,1,55,15,0,0,4,2,2,6,56,28,29,32.05,247,66,8,1,4,19,3,1,28,2,0,2,4.5,4.66,5.15,5.64,4.81,1.52
차우찬,0.56,13,13,0,0,0,0,5,5,0,0,64,38,39,38.15,287,71,14,1,8,28,2,1,51,4,0,1,5.34,5.48,5.36,6.2,4.94,1.55
고우석,0.5,40,0,40,34,0,0,0,4,17,1,41.2,19,22,24.1,183,37,9,0,2,19,2,1,51,3,0,5,4.1,4.75,5.21,5.34,2.99,1.34
남호,0.25,6,3,3,3,0,0,0,0,0,0,18.1,8,9,9,82,13,3,1,1,12,1,0,14,1,0,0,3.93,4.42,4.42,5.01,4.93,1.36
김윤식,0.17,23,11,12,3,0,0,2,4,0,2,67.2,47,50,47.6,308,87,16,1,7,24,6,0,38,3,1,2,6.25,6.65,6.33,6.87,5.2,1.64
성재헌,0.14,4,0,4,0,0,0,0,0,0,0,4.1,2,2,1.3,20,6,1,0,0,1,1,0,1,0,0,0,4.15,4.15,2.7,3.13,4.85,1.62
이찬혁,0.02,4,0,4,4,0,0,0,0,0,0,3.1,2,2,2.5,17,4,0,0,1,3,1,0,1,0,0,1,5.4,5.4,6.75,6.65,10.54,2.1
김대현,-0.01,33,0,33,8,0,0,4,0,0,3,32.1,21,24,21.95,158,37,7,2,6,23,1,1,28,2,0,3,5.85,6.68,6.11,6.55,6.24,1.86
이우찬,-0.03,4,1,3,0,0,0,0,0,0,0,4.2,6,6,4.3,30,9,2,0,1,7,2,0,4,0,0,0,11.57,11.57,8.29,9.32,10.38,3.43
한선태,-0.05,1,0,1,1,0,0,0,0,0,0,1,2,2,2,7,3,0,0,0,2,0,0,0,0,0,1,18,18,18,16.94,10.2,5
정용운,-0.06,3,0,3,2,0,0,0,0,0,0,1.2,3,3,2.5,9,3,1,0,0,1,0,0,3,0,0,0,16.2,16.2,13.5,13.27,1.36,2.4
문광은,-0.09,4,0,4,3,0,0,0,0,0,0,4,5,5,5.35,21,7,3,1,1,2,0,0,4,0,0,0,11.25,11.25,12.04,11.85,6.02,2.25
김지용,-0.14,4,0,4,4,0,0,0,0,0,0,3.2,6,6,6,18,5,1,0,1,2,0,0,4,0,0,0,14.73,14.73,14.73,14.22,6.2,1.91
백청훈,-0.14,2,0,2,2,0,0,0,0,0,0,1.1,3,3,3.5,8,4,1,0,1,0,0,0,0,0,0,0,20.25,20.25,23.63,27.42,12.92,3
김대유,-0.23,3,0,3,1,0,0,0,0,0,0,2.1,6,6,5.3,14,5,1,0,0,1,1,0,1,0,0,0,23.14,23.14,20.44,23.73,5.58,2.57
이상규,-0.4,28,0,28,12,0,0,2,3,4,1,31,23,23,24.95,152,45,10,1,4,21,1,0,18,1,0,2,6.68,6.68,7.24,7.72,6.28,2.13
여건욱,-0.51,25,0,25,9,0,0,1,3,1,2,27.2,22,24,26.05,124,36,8,1,8,4,3,0,18,1,0,2,7.16,7.81,8.47,9.1,6.59,1.45
류원석,-0.52,4,1,3,1,0,0,0,1,0,0,4.2,6,14,12.45,37,8,3,0,1,11,4,0,5,1,0,0,11.57,27,24.01,21.94,13.83,4.07
