Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD_1,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP_2,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
플럿코,4.97,21,21,0,0,0,0,11,3,0,0,123.1,33,37,37,510,115,21,3,5,31,3,1,101,6,0,2,2.41,2.7,2.7,2.74,3.14,1.18,7.37,2.26,3.26,0.37,19.8,6.1,13.7,0.301,78.9,2.74,3.75,-0.73,60.51,61.44,78.87,0.244,0.295,0.333,0.628,1972,93.9,16,3.87,15,71.4,3,14.3,3,0,0,76,5.5,14,5,73.7,0,0,6,0,0,5.87,93.9,56.95,2.77,4.97,0,0,0,0,0,0,0,0,,0,0,0,0,12,5,0,0,,6,0,0,,,,,0.301,365,38.7,10.4,48,58.4,2.9,0.7,2.3,13,916,1015,899,1314,711,938
켈리,3.93,30,30,0,0,0,0,10,7,0,0,178.2,76,87,81.9,746,183,31,3,10,39,6,1,129,7,0,6,3.83,4.38,4.13,4.27,3.49,1.24,6.5,1.97,3.31,0.5,17.3,5.2,12.1,0.311,65.9,2.9,3.95,0.34,96.19,95.91,87.72,0.266,0.308,0.363,0.671,2743,91.4,15.4,3.68,18,60,9,30,2,3,0,111,5.6,20,10,66.7,2,1,16,11,68.8,5.96,91.43,51.73,0.76,3.93,0,0,0,0,0,0,0,0,,0,0,0,0,14,13,0,0,,16,11,68.8,,,,,0.311,556,43.4,5.6,47.4,53,3.7,0.8,3.3,8.7,916,1015,899,1314,711,938
임찬규,3.78,30,26,4,1,0,0,14,3,0,1,144.2,55,63,59.75,632,142,22,2,10,54,5,1,103,10,1,1,3.42,3.92,3.72,3.91,4.16,1.35,6.41,3.36,1.91,0.62,16.3,8.5,7.8,0.291,73.8,3.4,4.47,-0.73,85.97,87.66,104.43,0.252,0.322,0.352,0.674,2458,81.9,17,3.89,7,26.9,3,11.5,14,0,5,112,7.4,16,10,61.5,0,3,22,6,27.3,5.26,88.73,51.46,1.15,3.58,0,0,3,0,1,0,0,0,100,0,1,0,0,17,9,4,0,0,22,6,27.3,2,37.75,1.82,0.2,0.291,453,46.4,5.5,43.2,48.7,4.9,1,4.4,6.3,916,1015,899,1314,711,938
함덕주,2.67,57,0,57,9,0,0,4,0,4,16,55.2,10,12,13,222,32,9,1,1,22,2,1,59,3,0,0,1.62,1.94,2.1,2.21,2.69,0.97,9.54,3.56,2.68,0.16,26.6,9.9,16.7,0.231,80,2.54,3.4,-1.08,40.62,49.67,67.7,0.165,0.257,0.237,0.494,910,16,16.3,4.1,0,,0,,0,0,0,42,,0,0,,0,0,17,4,23.5,,,,,,12,0,10,4,16,0,2,2,90.9,1,1,0,1,24,7,27,6,22.2,17,4,23.5,0.98,15.96,1.5,2.67,0.231,134,42.4,4.3,50.4,54.7,2.9,0.8,1.3,9.4,916,1015,899,1314,711,938
김진성,2.41,80,0,80,14,0,0,5,1,4,21,70.1,17,17,22.95,270,41,5,1,8,26,0,0,69,1,0,0,2.18,2.18,2.94,3.11,3.9,0.95,8.83,3.33,2.65,1.02,25.6,9.6,15.9,0.205,89.3,2.62,3.49,-1.72,54.66,69.86,97.9,0.174,0.254,0.306,0.56,1105,13.8,15.7,4.09,0,,0,,0,0,0,34,,0,0,,0,0,16,4,25,,,,,,26,2,4,4,21,2,2,4,86.2,1,4,1,2,21,12,49,16,32.7,16,4,25,0.88,13.81,1.39,2.41,0.205,161,31.4,8,57.7,65.7,2.9,0.5,7,9.8,916,1015,899,1314,711,938
백승현,2.14,42,0,42,5,0,0,2,0,3,11,40,7,7,7.35,162,28,4,0,2,18,0,1,30,3,0,1,1.58,1.58,1.65,1.68,3.89,1.15,6.75,4.05,1.67,0.45,18.5,11.1,7.4,0.236,90.7,3.35,4.51,-2.31,39.57,37.65,97.66,0.197,0.288,0.268,0.556,648,15.4,16.2,4,0,,0,,0,0,0,23,,0,0,,0,0,10,2,20,,,,,,6,0,3,3,11,1,0,1,93.3,2,0,1,0,13,4,18,3,16.7,10,2,20,0.95,15.43,1.38,2.14,0.236,110,48.2,6.1,38.6,44.7,7,1.1,3.9,7.1,916,1015,899,1314,711,938
김윤식,1.68,17,16,1,0,0,0,6,4,0,0,74.2,35,35,33.45,320,86,13,2,4,25,3,0,42,1,0,4,4.22,4.22,4.03,4.26,4.24,1.49,5.06,3.01,1.68,0.48,13.1,7.8,5.3,0.337,73.1,3.69,4.76,-0.02,106,95.57,106.61,0.301,0.36,0.402,0.762,1192,70.1,16,3.73,2,12.5,0,0,10,0,3,48,6,8,8,50,0,1,10,3,30,4.5,71.5,46.69,0.2,1.48,0,0,1,0,0,0,0,0,,0,0,0,0,9,5,0,0,,10,3,30,2.67,48,1.34,0.2,0.337,243,44.2,5.2,48.6,53.8,2,0.8,3,7,916,1015,899,1314,711,938
유영찬,1.57,67,0,67,10,0,0,6,3,1,12,68,26,27,28.05,305,55,14,1,4,40,7,2,55,4,0,8,3.44,3.57,3.71,3.88,4.67,1.4,7.28,5.29,1.38,0.53,18,13.1,4.9,0.262,78.1,4.04,4.81,-1.23,86.46,86.97,117.34,0.22,0.339,0.332,0.671,1134,16.9,16.7,3.72,0,,0,,0,0,0,32,,0,0,,0,0,28,8,28.6,,,,,,17,0,14,1,12,2,1,3,81.3,0,2,1,0,18,12,26,10,38.5,28,8,28.6,1.01,16.93,1.17,1.57,0.262,195,47.3,6.9,42.4,49.3,3.4,1,4,9.1,916,1015,899,1314,711,938
이정용,1.13,37,13,24,9,0,0,7,2,3,1,86.2,40,45,46.4,382,100,20,1,5,19,2,0,50,9,0,3,4.15,4.67,4.82,4.88,3.84,1.37,5.19,1.97,2.63,0.52,13.1,5,8.1,0.316,66.7,3.24,4.43,0.31,104.37,109.43,96.6,0.284,0.321,0.389,0.71,1420,38.4,16.4,3.72,5,38.5,0,0,4,0,0,53,7.9,9,4,69.2,1,1,7,4,57.1,4.67,73.85,47.62,0.37,1.45,6,0,3,3,1,5,0,5,44.4,0,0,1,0,10,14,11,7,63.6,7,4,57.1,1.08,19.17,1.18,-0.31,0.316,301,42.8,4.2,49.5,53.7,3.5,0.8,3,8,916,1015,899,1314,711,938
이우찬,1,38,0,38,6,0,0,1,3,0,5,38.1,15,15,13.1,157,35,4,0,1,18,2,0,30,2,1,2,3.52,3.52,3.08,3.28,3.82,1.38,7.04,4.23,1.67,0.24,19.1,11.5,7.6,0.324,74.1,3.56,4.48,-0.3,88.49,73.58,96,0.261,0.353,0.313,0.666,608,16,15.9,3.87,0,,0,,0,0,0,26,,0,0,,0,0,16,10,62.5,,,,,,9,0,10,0,5,0,0,0,100,0,0,0,0,7,4,25,6,24,16,10,62.5,1.01,16,0.64,1,0.324,105,56.1,1.9,40.2,42.1,1.9,1.3,2.2,14.3,916,1015,899,1314,711,938
