Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
함덕주,2.69,57,9.54,3.56,2.68,0.16,26.6,9.9,16.7,0.231,80,1.62,1.94,2.1,2.21,2.69,2.54,3.4,-1.08,40.62,49.67,67.7,0.165,0.257,0.237,0.494,910,16,16.3,4.1
고우석,2.8,44,12.07,4.5,2.68,0.41,31.1,11.6,19.5,0.356,73.8,3.68,3.89,4.31,4.38,2.8,2.3,3.06,0.88,92.51,98.27,70.34,0.235,0.34,0.309,0.649,799,18.2,18.2,4.21
플럿코,3.14,21,7.37,2.26,3.26,0.37,19.8,6.1,13.7,0.301,78.9,2.41,2.7,2.7,2.74,3.14,2.74,3.75,-0.73,60.51,61.44,78.87,0.244,0.295,0.333,0.628,1972,93.9,16,3.87
최성훈,3.22,5,6,3,2,0,11.8,5.9,5.9,0.5,37.5,15,15,20.7,22.06,3.22,3.33,4.69,11.78,376.9,495.18,80.81,0.438,0.471,0.563,1.034,66,13.2,22,3.88
켈리,3.49,30,6.5,1.97,3.31,0.5,17.3,5.2,12.1,0.311,65.9,3.83,4.38,4.13,4.27,3.49,2.9,3.95,0.34,96.19,95.91,87.72,0.266,0.308,0.363,0.671,2743,91.4,15.4,3.68
윤호솔,3.66,4,9.82,7.36,1.33,0,23.5,17.6,5.9,0.3,83.3,2.45,2.45,3.68,3.93,3.66,3.74,4.69,-1.2,61.67,88.24,91.92,0.214,0.353,0.286,0.639,91,22.8,24.8,5.35
이우찬,3.82,38,7.04,4.23,1.67,0.24,19.1,11.5,7.6,0.324,74.1,3.52,3.52,3.08,3.28,3.82,3.56,4.48,-0.3,88.49,73.58,96,0.261,0.353,0.313,0.666,608,16,15.9,3.87
이정용,3.84,37,5.19,1.97,2.63,0.52,13.1,5,8.1,0.316,66.7,4.15,4.67,4.82,4.88,3.84,3.24,4.43,0.31,104.37,109.43,96.6,0.284,0.321,0.389,0.71,1420,38.4,16.4,3.72
채지선,3.85,1,0,0,,0,0,0,0,0,,0,0,0,0,3.85,3.85,5.4,-3.85,0,0,96.72,0,0,0,0,5,5,7.5,5
백승현,3.89,42,6.75,4.05,1.67,0.45,18.5,11.1,7.4,0.236,90.7,1.58,1.58,1.65,1.68,3.89,3.35,4.51,-2.31,39.57,37.65,97.66,0.197,0.288,0.268,0.556,648,15.4,16.2,4
김진성,3.9,80,8.83,3.33,2.65,1.02,25.6,9.6,15.9,0.205,89.3,2.18,2.18,2.94,3.11,3.9,2.62,3.49,-1.72,54.66,69.86,97.9,0.174,0.254,0.306,0.56,1105,13.8,15.7,4.09
이상규,3.91,8,7.04,5.87,1.2,0,17.6,14.7,2.9,0.304,83.3,2.35,2.35,2.35,2.56,3.91,3.95,5.05,-1.57,58.99,57.55,98.36,0.241,0.353,0.241,0.594,152,19,19.8,4.47
정우영,3.96,60,7.14,2.96,2.41,0.17,16.7,6.9,9.8,0.365,59.6,4.7,6.79,6.52,6.84,3.96,3.77,4.22,0.75,118.18,153.6,99.39,0.297,0.389,0.363,0.752,936,15.6,18.1,3.82
