name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
플럿코,21,21,123.1,2.41,11,3,15,71.4,3,14.3,3,0,0,76,5.5,14,5,73.7,0,0,6,0,0,5.87,93.9,56.95,2.77,4.97
켈리,30,30,178.2,3.83,10,7,18,60,9,30,2,3,0,111,5.6,20,10,66.7,2,1,16,11,68.8,5.96,91.43,51.73,0.76,3.93
임찬규,30,26,136.2,3.29,14,3,7,26.9,3,11.5,14,0,5,112,7.4,16,10,61.5,0,3,22,6,27.3,5.26,88.73,51.46,1.15,3.58
김윤식,17,16,72,4.38,6,4,2,12.5,0,0,10,0,3,48,6,8,8,50,0,1,10,3,30,4.5,71.5,46.69,0.2,1.48
이정용,37,13,60.2,4.01,4,2,5,38.5,0,0,4,0,0,53,7.9,9,4,69.2,1,1,7,4,57.1,4.67,73.85,47.62,0.37,1.45
손주영,3,2,6.2,1.35,1,0,0,0,0,0,2,0,1,12,16.2,1,1,50,0,0,5,1,20,3.33,65,51,0.02,0.14
이민호,5,5,19.2,5.03,0,2,0,0,0,0,4,0,0,6,2.7,3,2,60,0,0,3,0,0,3.93,73.8,44,-0.26,0.09
박명근,57,1,3,6,0,0,0,0,0,0,1,0,0,29,87,0,1,0,0,0,36,15,41.7,3,47,47,-0.03,0.03
이지강,22,12,51.1,4.91,2,5,1,8.3,0,0,6,0,0,29,5.1,6,6,50,1,0,9,6,66.7,4.28,75.83,45.08,-0.89,0.02
강효종,7,7,21.2,6.23,1,2,0,0,0,0,4,0,0,11,4.6,3,4,42.9,0,0,6,3,50,3.1,63.71,43.29,-0.41,-0.03
이상영,6,2,5.1,6.75,0,1,0,0,0,0,2,0,0,4,6.8,1,1,50,0,0,4,1,25,2.67,55.5,41.5,-0.19,-0.1
최원태,9,9,44.1,6.7,3,3,2,22.2,1,11.1,3,0,0,34,6.9,5,4,55.6,0,1,5,1,20,4.93,86,41.33,-0.91,-0.12
김대현,5,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,4,1,25,,,,,
백승현,42,0,0,,0,0,0,,0,,0,0,0,23,,0,0,,0,0,10,2,20,,,,,
김동규,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,3,0,0,,,,,
이우찬,38,0,0,,0,0,0,,0,,0,0,0,26,,0,0,,0,0,16,10,62.5,,,,,
고우석,44,0,0,,0,0,0,,0,,0,0,0,15,,0,0,,0,0,3,0,0,,,,,
이상규,8,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,4,0,0,,,,,
송승기,1,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,0,0,,,,,,
최동환,45,0,0,,0,0,0,,0,,0,0,0,17,,0,0,,0,0,27,5,18.5,,,,,
김진성,80,0,0,,0,0,0,,0,,0,0,0,34,,0,0,,0,0,16,4,25,,,,,
배재준,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
김영준,1,0,0,,0,0,0,,0,,0,0,0,7,,0,0,,0,0,2,1,50,,,,,
유영찬,67,0,0,,0,0,0,,0,,0,0,0,32,,0,0,,0,0,28,8,28.6,,,,,
진해수,19,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,11,1,9.1,,,,,
최성훈,5,0,0,,0,0,0,,0,,0,0,0,3,,0,0,,0,0,2,1,50,,,,,
채지선,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
윤호솔,4,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,2,0,0,,,,,
오석주,9,0,0,,0,0,0,,0,,0,0,0,3,,0,0,,0,0,0,0,,,,,,
성동현,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
정우영,60,0,0,,0,0,0,,0,,0,0,0,33,,0,0,,0,0,22,14,63.6,,,,,
송은범,4,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
함덕주,57,0,0,,0,0,0,,0,,0,0,0,42,,0,0,,0,0,17,4,23.5,,,,,
