name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
함덕주,57,55.2,1.62,4,0,12,0,10,4,16,0,2,2,90.9,1,1,0,1,24,7,27,6,22.2,17,4,23.5,0.98,15.96,1.5,2.67
김진성,80,70.1,2.18,5,1,26,2,4,4,21,2,2,4,86.2,1,4,1,2,21,12,49,16,32.7,16,4,25,0.88,13.81,1.39,2.41
백승현,42,40,1.58,2,0,6,0,3,3,11,1,0,1,93.3,2,0,1,0,13,4,18,3,16.7,10,2,20,0.95,15.43,1.38,2.14
유영찬,67,68,3.44,6,3,17,0,14,1,12,2,1,3,81.3,0,2,1,0,18,12,26,10,38.5,28,8,28.6,1.01,16.93,1.17,1.57
이우찬,38,38.1,3.52,1,3,9,0,10,0,5,0,0,0,100,0,0,0,0,7,4,25,6,24,16,10,62.5,1.01,16,0.64,1
최동환,45,42.1,3.19,0,0,6,0,9,1,1,0,0,0,100,1,0,0,0,7,5,25,7,28,27,5,18.5,0.94,15.89,0.62,0.79
고우석,44,44,3.68,3,8,7,1,8,15,0,2,0,2,88.2,5,0,0,0,20,10,21,4,19,3,0,0,1,18.16,1.84,0.79
이지강,10,16.2,1.08,0,0,1,0,5,0,2,0,0,0,100,0,1,0,0,5,7,8,3,37.5,9,6,66.7,1.67,28.6,0.5,0.34
이상영,4,5.2,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,4,1,25,1.42,24.25,0.16,0.25
이상규,8,7.2,2.35,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,1,0,5,0,0,4,0,0,0.96,19,0.47,0.24
김윤식,1,2.2,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,9,5,0,0,,10,3,30,2.67,48,1.34,0.2
임찬규,4,8,5.63,0,0,0,0,3,0,1,0,0,0,100,0,1,0,0,17,9,4,0,0,22,6,27.3,2,37.75,1.82,0.2
진해수,19,14.2,3.68,0,0,4,0,2,0,2,1,0,1,66.7,0,0,0,0,0,1,10,3,30,11,1,9.1,0.77,15.63,0.67,0.07
윤호솔,4,3.2,2.45,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,50,2,0,0,0.92,22.75,0.19,0.07
송은범,4,3.2,2.45,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,1,100,0,0,,0.92,13.5,0.24,0.07
송승기,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,18,0,0.04
채지선,1,0.2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,0,,0.67,5,,0.03
오석주,9,10,6.3,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,1,1,3,0,0,0,0,,1.11,19.56,0.19,0
성동현,1,1,9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,20,0.02,-0.02
김영준,1,0.1,27,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,2,1,50,0.33,16,,-0.02
박명근,56,48.1,5.03,4,3,12,1,5,5,9,3,4,7,66.7,0,1,2,4,17,13,32,17,53.1,36,15,41.7,0.86,16.16,1.44,-0.03
배재준,1,1,18,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,23,0.01,-0.07
김동규,1,0.1,27,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,3,0,0,0.33,33,0.02,-0.09
김대현,5,3.1,10.8,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,4,1,25,0.67,17.8,0.31,-0.16
손주영,1,2,18,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,1,1,2,2,100,5,1,20,2,59,0.48,-0.29
이정용,24,26,4.5,3,0,6,0,3,3,1,5,0,5,44.4,0,0,1,0,10,14,11,7,63.6,7,4,57.1,1.08,19.17,1.18,-0.31
최성훈,5,3,15,0,0,1,0,0,1,0,0,0,0,100,1,0,0,0,1,0,6,4,66.7,2,1,50,0.6,13.2,0.96,-0.54
정우영,60,51.2,4.7,5,6,14,0,5,0,11,2,2,4,73.3,0,2,2,1,14,16,21,12,57.1,22,14,63.6,0.86,15.6,1.12,-0.66
최원태,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,0,0,,5,1,20,,,,
켈리,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,14,13,0,0,,16,11,68.8,,,,
강효종,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,0,0,,6,3,50,,,,
이민호,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,2,0,0,,3,0,0,,,,
플럿코,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,12,5,0,0,,6,0,0,,,,
