Name,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
김준형,0.191,21,27.3,27.3,45.5,72.7,0,0.4,0,0
이승호,0.222,18,15.8,5.3,73.7,78.9,5.3,0.2,6.7,0
윤정현,0.278,18,72.2,0,27.8,27.8,0,2.6,0,0
조영건,0.278,18,44.4,5.6,50,55.6,0,0.8,0,0
최원태,0.28,296,43.5,4.8,47.1,51.9,4.5,0.8,4.3,3.3
정찬헌,0.282,238,46.9,4.1,45.7,49.8,3.3,0.9,3.3,7
맥키니,0.282,181,42.2,6.8,47.9,54.7,3.1,0.8,9.5,13.1
후라도,0.283,555,52.5,4.9,39.9,44.9,2.7,1.2,2.8,9.8
문성현,0.286,84,47.3,2.2,49.5,51.6,1.1,0.9,4.3,15.4
김성진,0.287,136,43.8,7.6,45.8,53.5,2.8,0.8,6.5,4.5
박승주,0.293,58,32.8,11.5,55.7,67.2,0,0.5,4.9,5.3
안우진,0.294,395,45.9,4.9,47.2,52.1,2,0.9,2.4,9.9
윤석원,0.307,88,43.6,2.1,54.3,56.4,0,0.8,3.8,3.4
김재웅,0.307,176,43.9,8.9,43.9,52.8,3.3,0.8,2.1,7.1
장재영,0.307,192,49.5,1.5,43.4,44.9,5.6,1.1,4.5,3.2
김태훈,0.308,26,50,7.1,35.7,42.9,7.1,1.2,8.3,0
이명종,0.314,194,44.6,4.9,47.5,52.5,2.9,0.9,4.7,10.6
오상원,0.327,55,40,5.5,54.5,60,0,0.7,0,11.1
임창민,0.331,145,37.3,4.7,55.3,60,2.7,0.6,3.3,11.8
주승우,0.339,56,45.8,1.7,47.5,49.2,5.1,0.9,3.4,15
원종현,0.35,60,37.5,7.8,53.1,60.9,1.6,0.6,7.7,0
김선기,0.358,151,45.2,5.2,49.7,54.8,0,0.8,2.4,5.4
양현,0.359,217,52.4,3.1,40.9,44,3.6,1.2,5.1,13.3
김동혁,0.36,139,61.1,1.4,33.3,34.7,4.2,1.8,2,5.9
요키시,0.369,214,54.6,4.6,36.2,40.8,4.6,1.3,3.4,11
김동규,0.385,13,35.7,0,64.3,64.3,0,0.6,11.1,0
하영민,0.387,163,46.5,3.5,47.6,51.2,2.4,0.9,4.6,3
김건희,0.4,10,25,0,75,75,0,0.3,22.2,0
이종민,0.4,55,36.4,9.1,54.5,63.6,0,0.6,0,9.1
홍성민,0.444,9,40,10,40,50,10,0.8,20,0
이영준,0.444,9,44.4,11.1,44.4,55.6,0,0.8,0,25
변시원,0.5,10,45.5,9.1,45.5,54.5,0,0.8,16.7,16.7
양지율,1,1,0,0,100,100,0,0,0,0
