name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
안우진,24,24,150.2,2.39,9,7,16,66.7,8,33.3,4,0,1,56,3.3,13,10,56.5,1,0,9,5,55.6,6.28,97.58,61.42,3.94,6.61
후라도,30,30,183.2,2.65,11,8,20,66.7,7,23.3,6,1,1,96,4.7,13,15,46.4,1,2,8,2,25,6.12,93.23,57.17,3.34,6.61
최원태,17,17,102.1,3.25,6,4,11,64.7,3,17.6,2,0,0,52,4.6,8,9,47.1,2,0,3,0,0,6.02,92.82,55.41,1.63,3.45
정찬헌,14,14,72,4.75,2,8,8,57.1,1,7.1,0,0,0,29,3.6,4,10,28.6,1,1,3,1,33.3,5.14,75.79,48.14,-0.33,0.95
요키시,12,12,65.2,4.39,5,3,6,50,2,16.7,2,0,0,52,7.1,7,5,58.3,0,0,1,0,0,5.47,91.67,47.33,-0.34,0.83
장재영,23,17,64.2,5.98,1,5,2,11.8,0,0,11,0,1,43,6,6,11,35.3,0,2,19,7,36.8,3.8,76.47,45.41,-0.68,0.47
김선기,17,7,34,4.5,1,3,1,14.3,0,0,2,0,0,15,4,3,4,42.9,0,1,3,2,66.7,4.86,79.43,45.14,-0.39,0.22
이명종,45,2,7.2,7.04,0,1,0,0,0,0,1,0,0,25,29.3,0,2,0,0,0,15,11,73.3,3.83,67,40,-0.04,0.1
이승호,4,1,2.2,10.13,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,2.67,66,38,-0.13,-0.09
주승우,11,2,5,10.8,0,1,0,0,0,0,1,0,0,7,12.6,0,2,0,0,0,14,7,50,2.5,61.5,35,-0.22,-0.13
오상원,11,1,1.2,16.2,0,0,0,0,0,0,1,0,0,11,59.4,1,0,100,0,0,6,0,0,1.67,55,32,-0.17,-0.15
맥키니,12,12,59.1,6.52,1,9,4,33.3,1,8.3,2,0,0,20,3,2,10,16.7,0,0,6,2,33.3,4.94,90.75,42.08,-1.22,-0.16
김동규,3,1,2,22.5,0,1,0,0,0,0,0,0,0,3,13.5,0,1,0,0,0,1,0,0,2,49,25,-0.29,-0.26
이종민,11,2,3.2,14.73,0,1,0,0,0,0,0,0,0,5,12.3,1,1,50,0,1,5,3,60,1.83,53,33,-0.38,-0.32
김동혁,35,2,5,18,0,2,0,0,0,0,0,0,0,30,54,0,2,0,0,0,13,5,38.5,2.5,58,25,-0.58,-0.5
원종현,20,0,0,,0,0,0,,0,,0,0,0,16,,0,0,,0,0,7,4,57.1,,,,,
문성현,32,0,0,,0,0,0,,0,,0,0,0,16,,0,0,,0,0,7,2,28.6,,,,,
김태훈,8,0,0,,0,0,0,,0,,0,0,0,4,,0,0,,0,0,2,1,50,,,,,
양지율,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,3,0,0,,,,,
양현,54,0,0,,0,0,0,,0,,0,0,0,22,,0,0,,0,0,11,5,45.5,,,,,
하영민,57,0,0,,0,0,0,,0,,0,0,0,28,,0,0,,0,0,17,7,41.2,,,,,
박승주,18,0,0,,0,0,0,,0,,0,0,0,7,,0,0,,0,0,4,0,0,,,,,
윤정현,5,0,0,,0,0,0,,0,,0,0,0,4,,0,0,,0,0,1,0,0,,,,,
김준형,8,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,4,3,75,,,,,
김건희,3,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,3,3,100,,,,,
임창민,51,0,0,,0,0,0,,0,,0,0,0,14,,0,0,,0,0,10,1,10,,,,,
변시원,4,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,6,6,100,,,,,
김재웅,67,0,0,,0,0,0,,0,,0,0,0,13,,0,0,,0,0,17,7,41.2,,,,,
윤석원,21,0,0,,0,0,0,,0,,0,0,0,7,,0,0,,0,0,5,2,40,,,,,
홍성민,2,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
이영준,2,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,2,1,50,,,,,
조영건,6,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,0,0,,,,,,
김성진,55,0,0,,0,0,0,,0,,0,0,0,28,,0,0,,0,0,12,2,16.7,,,,,
