Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
안우진,6.61,24,24,0,0,0,0,9,7,0,0,150.2,40,44,41.25,608,121,25,1,5,38,1,1,164,5,0,8,2.39,2.63,2.46,2.5,2.33,1.06
후라도,6.61,30,30,0,0,0,0,11,8,0,0,183.2,54,64,62.95,763,164,19,0,7,41,9,0,147,15,0,5,2.65,3.14,3.08,3.13,3.15,1.12
최원태,3.45,17,17,0,0,0,0,6,4,0,0,102.1,37,38,38,422,90,11,0,7,29,5,0,78,4,0,5,3.25,3.34,3.34,3.31,3.79,1.16
김재웅,1.34,67,0,67,11,0,0,2,3,6,18,59.2,28,29,26.25,250,56,11,0,2,24,0,1,46,2,0,0,4.22,4.37,3.96,4.03,3.52,1.34
임창민,1.28,51,0,51,33,0,0,2,2,26,1,46.2,13,16,19.5,209,51,6,0,3,17,2,3,40,3,0,0,2.51,3.09,3.76,3.84,3.6,1.46
정찬헌,0.95,14,14,0,1,1,0,2,8,0,0,72,38,40,39.5,295,71,12,3,4,13,2,1,35,3,0,0,4.75,5,4.94,5.15,3.9,1.17
김성진,0.87,55,0,55,16,0,0,3,3,0,7,47,19,19,21.35,208,44,7,0,5,25,1,2,38,1,0,0,3.64,3.64,4.09,4.23,4.74,1.47
요키시,0.83,12,12,0,0,0,0,5,3,0,0,65.2,32,37,37,286,82,14,1,3,14,3,1,51,6,0,1,4.39,5.07,5.07,5.22,3.25,1.46
장재영,0.57,23,17,6,0,0,0,1,5,0,0,71.2,44,46,43.25,339,63,15,0,4,66,8,0,67,6,2,8,5.53,5.78,5.43,5.63,5.38,1.8
조영건,0.39,6,0,6,0,0,0,0,0,0,1,7.2,0,0,0.5,27,5,1,0,0,2,0,0,7,0,0,0,0,0,0.59,0.54,2.38,0.91
이명종,0.15,45,2,43,7,0,0,5,5,0,1,57,33,34,35.55,260,66,13,0,5,24,6,0,26,1,0,0,5.21,5.37,5.61,5.67,5.38,1.58
윤정현,0.14,5,0,5,2,0,0,0,0,0,0,6,1,2,2,26,5,0,0,0,6,0,0,2,0,0,1,1.5,3,3,2.98,6.12,1.83
이승호,0.1,4,1,3,0,0,0,0,0,0,1,5,3,3,3,24,5,3,0,1,4,0,0,1,0,0,0,5.4,5.4,5.4,5.14,8.21,1.8
김준형,0.05,8,0,8,3,0,0,0,0,0,0,7.2,6,6,5.15,36,4,3,0,0,6,3,0,5,0,0,0,7.04,7.04,6.05,5.82,5.86,1.3
홍성민,-0.03,2,0,2,2,0,0,0,0,0,0,2,2,2,2,12,5,0,1,1,1,0,0,1,0,0,1,9,9,9,9.83,10.1,3
양지율,-0.04,1,0,1,0,0,0,0,0,0,0,0.2,1,1,1,6,1,0,0,0,3,0,0,2,0,0,0,13.5,13.5,13.5,14.08,10.3,6
박승주,-0.06,18,0,18,6,0,0,0,3,0,0,18,7,11,12.2,91,19,3,2,2,13,2,0,15,3,0,5,3.5,5.5,6.1,6.31,5.67,1.78
문성현,-0.06,32,0,32,7,0,0,2,2,0,2,28.1,14,16,18.25,134,26,3,0,2,20,2,2,21,2,0,2,4.45,5.08,5.8,5.93,5.02,1.62
오상원,-0.07,11,1,10,7,0,0,0,0,0,0,15,11,11,11.5,74,18,5,1,0,9,3,0,7,1,0,0,6.6,6.6,6.9,7.15,5.16,1.8
김태훈,-0.1,8,0,8,2,0,0,1,0,0,3,7.2,5,6,5.65,38,9,1,1,1,6,0,1,4,1,0,0,5.87,7.04,6.63,6.75,6.12,1.96
김건희,-0.14,3,0,3,2,0,0,0,0,0,0,2,5,5,3.95,14,6,0,0,2,2,0,0,0,0,0,0,22.5,22.5,17.78,18.97,18.85,4
맥키니,-0.16,12,12,0,0,0,0,1,9,0,0,59.1,43,46,44.8,268,61,14,1,10,36,1,0,39,2,1,3,6.52,6.98,6.8,7,6.14,1.63
주승우,-0.21,11,2,9,1,0,0,0,1,0,0,16,17,18,14.75,90,20,7,0,1,21,2,0,8,0,0,3,9.56,10.13,8.3,8.61,7.8,2.56
