Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
브리검,4.45,10,7.23,3.84,1.88,0.89,19.6,10.4,9.2,0.264,76.1,2.95,3.69,3.64,3.69,4.45,3.35,4.3,-1.5,68.14,77.36,102.85,0.226,0.319,0.346,0.665,942,94.2,15.4,3.77
김재웅,4.6,51,7.93,5.57,1.42,0.84,19.3,13.6,5.8,0.284,77.6,3.54,4.05,4.29,4.4,4.6,3.59,4.71,-1.05,81.83,92.24,106.16,0.239,0.344,0.322,0.666,1015,19.9,19,4.18
박주성,4.64,13,5.89,4.42,1.33,0.49,13.5,10.1,3.4,0.354,70.6,4.91,5.4,6.33,6.71,4.64,4.1,5,0.27,113.36,140.59,107.14,0.316,0.393,0.368,0.761,303,23.3,16.5,3.4
오주원,4.67,22,5.12,1.86,2.75,1.4,11.7,4.3,7.4,0.432,54.3,9.31,9.31,8.91,9.62,4.67,2.98,4.51,4.64,214.99,201.79,107.89,0.398,0.424,0.591,1.015,337,15.3,17.4,3.59
김성진,4.69,46,6.7,4.97,1.35,0.86,16.5,12.2,4.3,0.288,57.9,5.18,6.48,6.32,6.5,4.69,3.64,4.89,0.5,119.71,136.23,108.21,0.258,0.344,0.419,0.763,707,15.4,17,3.76
이승호,4.78,38,7.04,5.89,1.19,0.76,16.5,13.8,2.7,0.349,59.3,5.51,7.42,7.12,7.45,4.78,3.88,5.08,0.73,127.33,156.28,110.45,0.296,0.397,0.409,0.806,830,21.8,17.5,3.71
양현,4.98,45,4.13,4.88,0.85,0.56,9.8,11.6,-1.8,0.331,67.1,4.69,5.81,6.14,6.32,4.98,4.35,5.61,-0.29,108.24,132.52,114.98,0.312,0.389,0.418,0.807,887,19.7,18.5,3.94
김동혁,5.24,40,3.29,3.73,0.88,0.55,8.2,9.3,-1.1,0.302,66.2,5.05,5.6,5.73,5.68,5.24,4.61,5.53,-0.19,116.59,119.05,121.03,0.29,0.38,0.407,0.787,1331,33.3,16.2,3.63
스미스,5.26,2,4.5,4.5,1,0.9,11.6,11.6,0,0.25,53.8,6.3,6.3,6.3,6.67,5.26,4.15,5.4,1.04,145.48,139.86,121.39,0.237,0.326,0.368,0.694,180,90,18,4.19
박승주,5.34,3,2.08,6.23,0.33,0,5.6,16.7,-11.1,0.214,66.7,4.15,4.15,4.15,4.4,5.34,5.48,6.73,-1.18,95.92,92.22,123.22,0.2,0.333,0.267,0.6,82,27.3,18.9,4.56
김성민,5.52,47,6.94,6.75,1.03,0.77,16.5,16.1,0.5,0.293,80.8,3.28,4.05,4.68,4.81,5.52,4.57,5.34,-2.24,75.71,100.89,127.36,0.251,0.393,0.363,0.756,886,18.9,19,4.06
김선기,5.56,21,4.66,4.1,1.14,0.93,11.2,9.8,1.3,0.293,58.7,6.52,7.08,6.66,6.75,5.56,4.46,5.24,0.95,150.5,141.59,128.5,0.277,0.368,0.419,0.787,863,41.1,17.9,3.85
김준형,6.19,14,5.02,4.4,1.14,1.26,11.9,10.4,1.5,0.277,86.4,3.14,3.77,4.74,5.01,6.19,4.65,5.22,-3.06,72.5,104.98,143.05,0.263,0.373,0.386,0.759,239,17.1,16.7,3.57
김정인,6.32,11,5.97,5.12,1.17,1.71,13.9,11.9,2,0.272,60.9,7.11,7.39,7.25,7.59,6.32,4.18,5.16,0.78,164.07,159.05,145.98,0.264,0.36,0.465,0.825,608,55.3,19.2,4.03
장재영,6.52,19,7.13,12.23,0.58,0,15.2,26.1,-10.9,0.3,57.1,9.17,9.17,7.51,7.46,6.52,6.6,6.7,2.65,211.75,156.36,150.64,0.238,0.462,0.317,0.779,410,21.6,23.2,4.46
문성현,7.1,4,8.1,16.2,0.5,0,16.7,33.3,-16.7,0.333,77.8,5.4,5.4,8.64,7.92,7.1,7.17,7.4,-1.7,124.7,166.13,163.88,0.25,0.5,0.417,0.917,85,21.3,25.5,4.72
임규빈,7.59,5,6.23,4.15,1.5,3.12,14,9.3,4.7,0.333,53.8,10.38,10.38,12.51,12.16,7.59,3.62,4.84,2.8,239.8,255.03,175.18,0.333,0.395,0.718,1.113,154,30.8,17.8,3.58
김동욱,11.07,3,6,3,2,6,12.5,6.3,6.3,0.455,100,9,9,9,9.12,11.07,3.33,4.65,-2.07,207.83,191.22,255.55,0.467,0.5,1,1.5,55,18.3,18.3,3.44
이종민,14.95,2,11.57,27,0.43,3.86,17.6,41.2,-23.5,0.5,50,23.14,23.14,23.14,22.78,14.95,9.95,8.22,8.19,534.41,477.52,345.28,0.444,0.647,0.778,1.425,70,35,30,4.12
박관진,22.37,2,0,40.5,0,0,0,25,-25,0.625,0,81,99.99,100.58,102.94,22.37,22.8,8.4,58.63,1870.44,2158.23,516.49,0.625,0.75,0.75,1.5,43,21.5,64.5,3.58
