Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
김인범,2,3,8.44,1.69,5,0,25,5,20,0.214,100,0,0,0,0,2,2.1,3,-2,0,0,46.28,0.158,0.2,0.211,0.411,85,28.3,15.9,4.25
조영건,2.47,1,27,18,1.5,0,50,33.3,16.7,1,100,0,0,13.95,13.25,2.47,2.52,3.4,-2.47,0,277.69,56.96,0.25,0.5,0.25,0.75,25,25,25,4.17
김태훈,3.47,66,7.28,4.62,1.58,0.14,18.4,11.7,6.7,0.306,73.1,3.22,3.64,3.92,4.09,3.47,3.37,4.59,-0.26,74.3,85.82,80.2,0.249,0.336,0.303,0.639,1100,16.7,17.1,3.9
요키시,3.59,31,6.5,2.28,2.85,0.6,17.7,6.2,11.5,0.295,73.5,2.93,3.52,3.45,3.48,3.59,2.86,4.02,-0.66,67.62,73.04,82.81,0.252,0.302,0.341,0.643,2840,91.6,15.7,3.84
조상우,3.59,44,9.61,3.89,2.47,0.82,25.1,10.2,15,0.228,73.3,3.48,3.68,4.29,4.35,3.59,2.6,3.6,-0.11,80.3,91.16,82.84,0.183,0.274,0.287,0.561,756,17.2,17.2,4.04
정찬헌,3.78,11,4.47,2.4,1.87,0.16,11.3,6,5.2,0.318,69.5,3.99,4.15,4.1,4.2,3.78,3.67,4.77,0.21,92.23,88.05,87.31,0.284,0.337,0.347,0.684,936,85.1,16.6,3.77
한현희,3.85,18,6.41,3.15,2.03,0.42,16.4,8.1,8.3,0.304,69,3.89,4.41,3.98,4.13,3.85,3.38,4.4,0.04,89.76,86.55,88.79,0.257,0.329,0.353,0.682,1400,77.8,16.3,3.76
윤정현,3.86,10,5.11,3.65,1.4,0,13.2,9.4,3.8,0.282,88.2,1.46,1.46,2.44,2.48,3.86,3.92,4.95,-2.4,33.7,52.07,89.04,0.239,0.327,0.283,0.61,211,21.1,17.1,3.98
안우진,4,21,9.2,3.43,2.68,1.09,24.4,9.1,15.3,0.271,75.4,3.26,3.93,3.86,3.98,4,2.65,3.56,-0.74,75.28,83.36,92.43,0.22,0.304,0.36,0.664,1867,88.9,17.3,4.15
최원태,4.38,28,5.84,3.33,1.75,0.69,14.5,8.2,6.2,0.324,64.9,4.58,5.59,5.32,5.55,4.38,3.56,4.65,0.21,105.85,116.46,101.08,0.287,0.355,0.393,0.748,2423,86.5,16.9,3.77
