name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
김태훈,66,64.1,3.22,4,2,20,2,9,11,15,5,1,6,81.3,1,2,1,0,25,11,28,6,21.4,16,2,12.5,0.97,16.67,1.5,1.61
김재웅,51,53.1,3.54,0,1,11,3,11,1,11,0,4,4,75,0,2,0,4,16,9,22,9,40.9,13,6,46.2,1.05,19.9,1.06,1.04
조상우,44,44,3.48,6,5,11,1,7,15,5,0,0,0,100,2,0,0,0,18,6,16,6,37.5,2,0,0,1,17.18,1.63,0.96
김성민,47,46.2,3.28,2,3,10,2,8,1,11,4,1,5,70.6,0,3,2,1,14,9,29,12,41.4,11,5,45.5,0.99,18.85,1.54,0.7
김동혁,32,45.2,4.53,0,1,5,0,15,1,0,0,1,1,50,0,0,0,0,3,12,12,6,50,11,4,36.4,1.43,22.78,0.42,0.47
윤정현,10,12.1,1.46,0,0,2,0,4,0,1,0,0,0,100,0,1,0,0,0,0,7,3,42.9,0,0,,1.23,21.1,0.44,0.4
이승호,35,37.1,4.34,1,1,5,0,9,0,5,1,1,2,71.4,0,0,1,1,8,9,15,3,20,11,6,54.5,1.07,18.03,0.83,0.36
김인범,3,5.1,0,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,5,0,0,0,0,,1.78,28.33,0.23,0.25
김준형,14,14.1,3.14,0,0,4,0,2,0,0,0,0,0,,0,0,0,0,1,1,8,4,50,1,1,100,1.02,17.07,0.32,0.18
한현희,3,4.2,3.86,1,0,0,0,2,0,1,0,0,0,100,0,0,0,0,6,7,2,0,0,13,7,53.8,1.56,33.67,0.87,0.1
박승주,3,4.1,4.15,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,2,0,0,1.44,27.33,0.04,0.07
장재영,17,15.1,7.04,0,0,2,0,1,0,0,1,1,2,0,0,0,0,0,3,3,2,0,0,14,7,50,0.9,20,0.62,0.07
박주성,13,18.1,4.91,0,1,3,0,4,0,0,0,0,0,,0,0,0,0,0,2,6,4,66.7,2,0,0,1.41,23.31,0.35,0.01
문성현,4,3.1,5.4,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2,100,0,0,,0.83,21.25,0.12,-0.02
양현,45,48,4.69,1,2,6,0,12,0,5,0,0,0,100,0,0,0,0,5,9,23,9,39.1,24,6,25,1.07,19.71,0.83,-0.02
김동욱,3,3,9,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,18.33,0.01,-0.03
조영건,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,3,100,0,0,,1,25,0.01,-0.03
김성진,46,41.2,5.18,1,3,10,1,3,0,2,2,0,2,50,0,0,1,0,1,10,15,8,53.3,16,10,62.5,0.91,15.37,0.72,-0.06
이종민,2,2.1,23.14,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1.17,35,0.01,-0.2
김정인,5,5.2,12.71,0,0,1,0,2,0,0,0,0,0,,0,0,0,0,1,4,2,0,0,2,1,50,1.13,23.2,0.14,-0.21
임규빈,5,8.2,10.38,0,0,1,0,3,0,0,0,0,0,,0,0,0,0,0,0,4,4,100,0,0,,1.73,30.8,0.05,-0.25
박관진,2,0.2,81,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,4,3,75,0.33,21.5,0.11,-0.39
오주원,22,19.1,9.31,1,1,4,0,0,1,0,2,0,2,33.3,0,0,0,0,1,3,5,2,40,4,3,75,0.88,15.32,0.56,-0.52
김선기,14,14.1,8.79,2,1,3,0,2,0,0,1,0,1,0,0,0,1,0,4,7,10,6,60,16,11,68.8,1.02,21.71,1.14,-1.09
요키시,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,18,11,0,0,,15,3,20,,,,
최원태,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,12,12,0,0,,16,8,50,,,,
안우진,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,8,0,0,,10,2,20,,,,
정찬헌,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,0,0,,3,1,33.3,,,,
스미스,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,,0,0,,,,,
브리검,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,4,0,0,,6,1,16.7,,,,
