Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
요키시,6.13,31,31,0,0,0,0,16,9,0,0,181.1,59,71,69.45,739,171,24,0,12,46,4,2,131,18,0,9,2.93,3.52,3.45,3.48,3.59,1.2
안우진,3.02,21,21,0,0,0,0,8,8,0,0,107.2,39,47,46.15,450,88,15,1,13,41,7,1,110,7,1,5,3.26,3.93,3.86,3.98,4,1.2
한현희,2.24,18,15,3,0,0,0,6,2,0,1,85.2,37,42,37.85,372,86,20,0,4,30,6,0,61,3,0,3,3.89,4.41,3.98,4.13,3.85,1.35
브리검,1.91,10,10,0,0,0,0,7,3,0,0,61,20,25,24.65,250,49,8,0,6,26,4,0,49,2,0,3,2.95,3.69,3.64,3.69,4.45,1.23
최원태,1.68,28,28,0,0,0,0,9,11,0,0,143.1,73,89,84.75,643,163,21,3,11,53,10,2,93,10,0,3,4.58,5.59,5.32,5.55,4.38,1.51
김태훈,1.61,66,0,66,20,0,0,4,2,11,15,64.1,23,26,28.05,282,60,10,0,1,33,1,2,52,3,1,3,3.22,3.64,3.92,4.09,3.47,1.45
정찬헌,1.45,11,11,0,1,1,1,3,3,0,0,56.1,25,26,25.65,248,64,11,0,1,15,4,0,28,5,0,1,3.99,4.15,4.1,4.2,3.78,1.4
김재웅,1.04,51,0,51,9,0,0,0,1,1,11,53.1,21,24,25.4,243,49,2,0,5,33,1,3,47,6,0,2,3.54,4.05,4.29,4.4,4.6,1.54
조상우,0.96,44,0,44,26,0,0,6,5,15,5,44,17,18,20.95,187,30,5,0,4,19,2,2,47,6,0,2,3.48,3.68,4.29,4.35,3.59,1.11
김성민,0.7,47,0,47,6,0,0,2,3,1,11,46.2,17,21,24.25,218,43,7,0,4,35,6,2,36,3,0,1,3.28,4.05,4.68,4.81,5.52,1.67
김동혁,0.7,40,8,32,10,0,0,0,5,1,0,82,46,51,52.2,367,89,21,0,5,34,14,4,30,9,1,0,5.05,5.6,5.73,5.68,5.24,1.5
윤정현,0.4,10,0,10,3,0,0,0,0,0,1,12.1,2,2,3.35,53,11,2,0,0,5,1,0,7,0,0,0,1.46,1.46,2.44,2.48,3.86,1.3
김인범,0.25,3,0,3,2,0,0,0,0,0,0,5.1,0,0,0,20,3,1,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0.75
김준형,0.18,14,0,14,2,0,0,0,0,0,0,14.1,5,6,7.55,67,15,1,0,2,7,3,0,8,1,0,1,3.14,3.77,4.74,5.01,6.19,1.53
박승주,0.07,3,0,3,1,0,0,0,0,0,0,4.1,2,2,2,18,3,1,0,0,3,0,0,1,0,0,0,4.15,4.15,4.15,4.4,5.34,1.38
스미스,0.03,2,2,0,0,0,0,1,0,0,0,10,7,7,7,43,9,2,0,1,5,0,0,5,0,0,0,6.3,6.3,6.3,6.67,5.26,1.4
박주성,0.01,13,0,13,7,0,0,0,1,0,0,18.1,10,11,12.9,89,24,1,0,1,9,2,0,12,0,0,1,4.91,5.4,6.33,6.71,4.64,1.8
문성현,-0.02,4,0,4,3,0,0,0,0,0,0,3.1,2,2,3.2,18,3,2,0,0,6,0,0,3,0,0,1,5.4,5.4,8.64,7.92,7.1,2.7
양현,-0.02,45,0,45,9,0,0,1,2,0,5,48,25,31,32.75,225,59,11,0,3,26,1,4,22,2,0,1,4.69,5.81,6.14,6.32,4.98,1.77
김동욱,-0.03,3,0,3,3,0,0,0,0,0,0,3,3,3,3,16,7,0,1,2,1,0,0,2,0,0,0,9,9,9,9.12,11.07,2.67
조영건,-0.03,1,0,1,1,0,0,0,0,0,0,1,0,0,1.55,6,1,0,0,0,2,0,0,3,0,0,0,0,0,13.95,13.25,2.47,3
김성진,-0.06,46,0,46,11,0,0,1,3,0,2,41.2,24,30,29.25,188,40,13,0,4,23,0,2,31,5,0,3,5.18,6.48,6.32,6.5,4.69,1.51
김정인,-0.07,11,6,5,1,0,0,1,2,0,0,31.2,25,26,25.5,151,34,6,1,6,18,2,0,21,3,0,2,7.11,7.39,7.25,7.59,6.32,1.64
장재영,-0.13,19,2,17,3,0,0,0,1,0,0,17.2,18,18,14.75,92,15,5,0,0,24,3,0,14,1,0,5,9.17,9.17,7.51,7.46,6.52,2.21
이종민,-0.2,2,0,2,1,0,0,0,0,0,0,2.1,6,6,6,17,4,0,0,1,7,0,0,3,0,0,0,23.14,23.14,23.14,22.78,14.95,4.71
임규빈,-0.25,5,0,5,4,0,0,0,0,0,0,8.2,10,10,12.05,43,13,6,0,3,4,0,0,6,0,0,0,10.38,10.38,12.51,12.16,7.59,1.96
김선기,-0.29,21,7,14,5,0,0,3,2,0,0,48.1,35,38,35.75,224,53,12,0,5,22,7,0,25,4,1,4,6.52,7.08,6.66,6.75,5.56,1.55
이승호,-0.36,38,3,35,5,0,0,1,3,0,5,47.1,29,39,37.45,224,55,7,1,4,31,1,2,37,6,0,8,5.51,7.42,7.12,7.45,4.78,1.82
박관진,-0.39,2,0,2,0,0,0,0,0,0,0,0.2,6,9,7.45,12,5,1,0,0,3,1,0,0,1,0,0,81,99.99,100.58,102.94,22.37,12
오주원,-0.52,22,0,22,11,0,0,1,1,1,0,19.1,20,20,19.15,94,35,8,0,3,4,0,1,11,0,0,1,9.31,9.31,8.91,9.62,4.67,2.02
