Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
데스파이네,5.6,35,34,1,0,0,0,15,8,0,0,207.2,100,105,104.45,906,233,36,1,18,68,8,1,152,7,0,18,4.33,4.55,4.53,4.4,4.33,1.45
쿠에바스,4.38,27,27,0,0,0,0,10,8,0,0,158,72,80,77.45,668,152,26,1,16,46,9,0,110,8,0,4,4.1,4.56,4.41,4.38,4.54,1.25
배제성,4.27,26,26,0,0,0,0,10,7,0,0,141.1,62,67,65.45,619,130,30,1,12,76,4,0,83,8,1,11,3.95,4.27,4.17,4.14,5.29,1.46
소형준,4.04,26,24,2,0,0,0,13,6,0,0,133,57,63,61.6,572,141,23,0,6,45,6,0,92,5,0,2,3.86,4.26,4.17,4.12,3.99,1.4
주권,2.41,77,0,77,9,0,0,6,2,0,31,70,21,25,29.65,294,54,11,0,6,32,1,1,37,6,0,0,2.7,3.21,3.81,3.72,5.11,1.23
김재윤,2.11,56,0,56,39,0,0,5,3,21,1,60.2,22,23,25.55,256,62,4,2,7,15,0,3,58,2,0,0,3.26,3.41,3.79,3.78,3.64,1.27
조현우,2.08,54,0,54,5,0,0,5,1,1,9,46.2,16,16,14.15,196,38,8,1,1,22,1,1,33,1,0,3,3.09,3.09,2.73,2.66,4.01,1.29
이보근,1.52,49,0,49,15,0,0,3,1,6,9,46.2,13,17,18.4,192,42,5,0,2,12,2,1,27,4,0,3,2.51,3.28,3.55,3.67,3.99,1.16
유원상,1.31,62,0,62,12,0,0,2,1,2,9,64,27,32,33.45,271,52,12,0,8,28,1,1,37,4,0,5,3.8,4.5,4.7,4.64,5.39,1.25
전유수,0.96,47,0,47,11,0,0,5,4,2,3,45.2,26,26,24.15,200,46,7,1,3,21,3,5,27,2,0,1,5.12,5.12,4.76,4.6,4.72,1.47
하준호,0.58,42,1,41,7,0,0,0,3,0,5,41.2,28,30,24.7,189,38,6,0,1,27,2,1,26,2,0,2,6.05,6.48,5.34,5.3,4.88,1.56
이상화,0.29,18,0,18,6,0,0,1,1,0,1,15,9,9,7.8,65,11,2,0,2,10,0,2,7,0,0,1,5.4,5.4,4.68,4.55,6.07,1.4
손동현,0.16,23,0,23,5,0,0,0,0,0,1,20.1,12,14,13.8,91,21,5,0,5,10,0,1,12,1,0,3,5.31,6.2,6.11,5.98,6.97,1.52
김성훈,0.08,3,0,3,2,0,0,0,0,0,0,3,1,1,1,13,1,0,0,0,4,0,0,3,0,0,0,3,3,3,2.92,5.63,1.67
이창재,0.07,10,0,10,2,0,0,0,0,0,1,8,5,6,5,38,10,3,0,0,4,0,0,7,1,0,0,5.63,6.75,5.63,6,3.36,1.75
이대은,0.07,20,4,16,10,0,0,0,4,1,0,29.1,19,23,21.8,142,36,6,0,4,13,5,3,15,5,0,8,5.83,7.06,6.69,6.5,5.92,1.67
조병욱,0.05,9,4,5,5,0,0,0,1,0,0,28.1,24,24,23.85,131,39,4,0,4,13,1,0,11,0,0,0,7.62,7.62,7.58,7.63,6.24,1.84
한승지,-0.02,1,0,1,0,0,0,0,0,0,0,0,4,4,4,6,4,1,0,0,1,1,0,0,0,0,0,99.99,99.99,113.23,130.6,6204,99.99
김민수,-0.07,33,18,15,3,0,0,3,8,0,0,103.1,70,80,83.4,482,151,22,1,14,30,4,0,63,8,0,6,6.1,6.97,7.26,7.36,5.1,1.75
이상동,-0.09,5,0,5,4,0,0,0,0,0,0,6,6,6,7.2,30,11,5,0,0,3,0,0,3,0,0,1,9,9,10.8,9.99,4.3,2.33
안현준,-0.11,1,0,1,0,0,0,0,0,0,0,0.1,4,4,2.8,5,2,0,0,0,2,0,0,0,0,0,1,99.99,99.99,75.6,73.64,22.6,12
이강준,-0.12,4,0,4,1,0,0,0,0,0,0,5.2,4,4,6.75,33,9,1,1,1,5,3,0,3,0,0,0,6.35,6.35,10.72,10.77,9.15,2.47
이선우,-0.12,2,0,2,1,0,0,0,0,0,0,2,3,3,4.2,13,6,1,0,1,1,0,0,1,0,0,0,13.5,13.5,18.9,18.41,10.25,3.5
김민,-0.16,24,6,18,2,0,0,3,3,0,1,42.2,31,35,35.7,207,46,4,0,6,29,5,0,32,3,0,5,6.54,7.38,7.53,7.65,6.26,1.76
금민철,-0.17,3,0,3,1,0,0,0,0,0,0,2.1,4,4,4.7,15,6,1,0,0,1,2,0,2,0,0,0,15.43,15.43,18.13,17.66,5.84,3
박세진,-0.17,1,0,1,0,0,0,0,0,0,0,0.1,4,4,4,5,2,0,0,0,1,1,0,0,0,0,0,99.99,99.99,108,105.2,22.6,9
류희운,-0.24,7,0,7,4,0,0,0,1,0,0,8.1,10,10,10,41,14,4,0,1,4,0,0,7,0,0,1,10.8,10.8,10.8,10.86,4.81,2.16
