Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD_1,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP_2,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
데스파이네,5.6,35,34,1,0,0,0,15,8,0,0,207.2,100,105,104.45,906,233,36,1,18,68,8,1,152,7,0,18,4.33,4.55,4.53,4.4,4.33,1.45,6.59,2.95,2.24,0.78,16.8,7.5,9.3,0.329,71.8,3.39,4.29,0,89.55,82.94,89.5,0.286,0.343,0.398,0.741,3525,100.7,17,3.89,18,52.9,8,23.5,3,0,0,137,6,21,13,61.8,0,0,13,2,15.4,6.09,103.24,49.29,2.24,5.92,0,0,0,0,0,0,1,1,0,0,0,0,1,17,13,2,2,100,13,2,15.4,0.67,15,1.72,-0.32,0.329,654,55.5,4.6,37.3,41.9,2.7,1.3,6.3,8.6,,,,,,
쿠에바스,4.38,27,27,0,0,0,0,10,8,0,0,158,72,80,77.45,668,152,26,1,16,46,9,0,110,8,0,4,4.1,4.56,4.41,4.38,4.54,1.25,6.27,2.62,2.39,0.91,16.5,6.9,9.6,0.282,68.6,3.44,4.25,-0.44,84.74,82.5,93.78,0.253,0.312,0.38,0.692,2518,93.3,15.9,3.77,14,51.9,7,25.9,4,0,0,108,6.2,13,14,48.1,0,0,14,5,35.7,5.85,93.26,51.19,1.57,4.38,0,0,0,0,0,0,0,0,,0,0,0,0,12,12,0,0,,14,5,35.7,,,,,0.282,482,47.9,5.2,44.9,50.1,2,1,6.3,10.5,,,,,,
배제성,4.27,26,26,0,0,0,0,10,7,0,0,141.1,62,67,65.45,619,130,30,1,12,76,4,0,83,8,1,11,3.95,4.27,4.17,4.14,5.29,1.46,5.29,4.84,1.09,0.76,13.4,12.3,1.1,0.268,74.1,4.38,5.26,-1.34,81.58,78.11,109.35,0.244,0.341,0.371,0.712,2364,90.9,16.7,3.82,10,38.5,4,15.4,9,0,0,83,5.3,15,11,57.7,0,0,14,3,21.4,5.44,90.92,49.5,1.76,4.27,0,0,0,0,0,0,0,0,,0,0,0,0,12,10,0,0,,14,3,21.4,,,,,0.268,441,48.2,4.8,44.3,49.1,2.6,1,5.4,8.5,,,,,,
소형준,4.04,26,24,2,0,0,0,13,6,0,0,133,57,63,61.6,572,141,23,0,6,45,6,0,92,5,0,2,3.86,4.26,4.17,4.12,3.99,1.4,6.23,3.05,2.04,0.41,16.1,7.9,8.2,0.321,70.1,3.54,4.41,-0.13,79.7,77.7,82.47,0.274,0.337,0.353,0.69,2172,83.5,16.3,3.8,10,41.7,1,4.2,10,0,0,106,7.3,15,8,65.2,0,0,10,3,30,5.44,88.67,49.79,1.67,3.99,0,0,1,0,0,0,0,0,,0,0,0,0,12,7,3,0,0,10,3,30,1.17,22,0.83,0.05,0.321,420,56.4,4.2,36.8,41,2.6,1.4,3.4,5.7,,,,,,
주권,2.41,77,0,77,9,0,0,6,2,0,31,70,21,25,29.65,294,54,11,0,6,32,1,1,37,6,0,0,2.7,3.21,3.81,3.72,5.11,1.23,4.76,4.11,1.16,0.77,12.6,10.9,1.7,0.225,78.5,4.2,5.2,-2.41,55.79,70.21,105.61,0.213,0.301,0.328,0.629,1144,14.9,16.3,3.89,0,,0,,0,0,0,45,,0,0,,0,0,26,7,26.9,,,,,,22,5,14,0,31,6,0,6,83.8,0,7,4,0,27,14,43,13,30.2,26,7,26.9,0.91,14.86,1.5,2.41,0.225,213,44.9,4.4,48.4,52.9,2.2,0.8,5,3.7,,,,,,
김재윤,2.11,56,0,56,39,0,0,5,3,21,1,60.2,22,23,25.55,256,62,4,2,7,15,0,3,58,2,0,0,3.26,3.41,3.79,3.78,3.64,1.27,8.6,2.23,3.87,1.04,22.7,5.9,16.8,0.325,80.6,2.39,3.38,-0.38,67.44,71.21,75.26,0.265,0.309,0.389,0.698,1018,18.2,16.8,3.98,0,,0,,0,0,0,24,,0,0,,0,0,5,1,20,,,,,,14,1,18,21,1,7,0,7,75.9,3,0,3,0,18,13,18,7,38.9,5,1,20,1.08,18.18,1.64,2.11,0.325,169,37.2,6.6,54.1,60.7,2.2,0.6,6.3,4.8,,,,,,
조현우,2.08,54,0,54,5,0,0,5,1,1,9,46.2,16,16,14.15,196,38,8,1,1,22,1,1,33,1,0,3,3.09,3.09,2.73,2.66,4.01,1.29,6.36,4.24,1.5,0.19,16.8,11.2,5.6,0.274,75,3.85,4.73,-0.92,63.76,50.18,82.86,0.226,0.318,0.304,0.622,708,13.1,15.2,3.61,0,,0,,0,0,0,31,,0,0,,0,0,25,5,20,,,,,,11,2,7,1,9,1,3,4,71.4,0,2,0,1,15,8,32,1,3.1,25,5,20,0.86,13.11,1.23,2.08,0.274,135,48.6,2.9,47.1,50,1.4,1,1.4,10.5,,,,,,
이보근,1.52,49,0,49,15,0,0,3,1,6,9,46.2,13,17,18.4,192,42,5,0,2,12,2,1,27,4,0,3,2.51,3.28,3.55,3.67,3.99,1.16,5.21,2.31,2.25,0.39,14.1,6.3,7.8,0.272,73.6,3.58,4.46,-1.48,51.8,69.16,82.42,0.241,0.295,0.305,0.6,719,14.7,15.4,3.74,0,,0,,0,0,0,24,,0,0,,0,0,15,5,33.3,,,,,,14,2,8,6,9,2,0,2,88.2,0,0,0,0,8,7,27,9,33.3,15,5,33.3,0.95,14.67,1.18,1.52,0.272,147,48.3,8.6,41.1,49.7,2,1,2.7,9.5,,,,,,
유원상,1.31,62,0,62,12,0,0,2,1,2,9,64,27,32,33.45,271,52,12,0,8,28,1,1,37,4,0,5,3.8,4.5,4.7,4.64,5.39,1.25,5.2,3.94,1.32,1.13,13.7,10.3,3.3,0.223,70,4.03,5,-1.6,78.45,87.49,111.45,0.218,0.299,0.368,0.667,955,15.4,14.9,3.52,0,,0,,0,0,0,46,,0,0,,0,0,20,7,35,,,,,,15,5,13,2,9,1,2,3,78.6,0,1,0,2,11,11,33,12,36.4,20,7,35,1.03,15.4,0.93,1.31,0.223,197,37.6,8.3,51.7,60,2.4,0.6,6.5,3.8,,,,,,
전유수,0.96,47,0,47,11,0,0,5,4,2,3,45.2,26,26,24.15,200,46,7,1,3,21,3,5,27,2,0,1,5.12,5.12,4.76,4.6,4.72,1.47,5.32,4.14,1.29,0.59,13.5,10.5,3,0.303,66.7,4.06,5.04,0.4,105.88,86.74,97.62,0.272,0.357,0.379,0.736,771,16.4,16.9,3.86,0,,0,,0,0,0,24,,0,0,,0,0,21,10,47.6,,,,,,7,0,10,2,3,1,0,1,83.3,1,0,0,0,9,5,22,7,31.8,21,10,47.6,0.97,16.4,0.95,0.96,0.303,142,39.6,8.7,45.6,54.4,6,0.7,3.7,4.3,,,,,,
