Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
알칸타라,8.89,31,31,0,1,1,0,20,2,0,0,198.2,56,58,57.3,795,174,38,3,12,30,9,0,182,4,1,3,2.54,2.63,2.6,2.84,3.03,1.03
플렉센,3.98,21,21,0,0,0,0,8,4,0,0,116.2,39,43,43,472,97,14,0,6,30,2,2,132,3,0,5,3.01,3.32,3.32,3.73,2.58,1.09
최원준,3.63,42,18,24,3,0,0,10,2,0,0,123,52,52,54.55,532,134,23,3,15,35,7,0,94,4,1,2,3.8,3.8,3.99,4.1,4.59,1.37
이영하,2.41,42,19,23,20,0,0,5,11,6,0,132,68,78,78,605,148,26,1,9,66,5,3,85,7,1,4,4.64,5.32,5.32,5.45,4.82,1.62
박치국,1.75,63,0,63,9,0,0,4,4,0,7,71.2,23,34,31.15,317,65,12,2,5,34,5,4,66,7,0,1,2.89,4.27,3.91,4.25,4.04,1.38
유희관,1.49,27,27,0,0,0,0,10,11,0,0,136.1,76,91,87.05,622,190,37,5,14,39,3,4,56,8,0,1,5.02,6.01,5.75,6.05,5.15,1.68
함덕주,1.04,36,6,30,19,0,0,5,1,10,2,55.1,24,25,28.75,240,55,7,0,2,21,0,2,55,1,0,7,3.9,4.07,4.68,4.97,3.06,1.37
김민규,0.93,29,4,25,8,0,0,1,2,1,0,53.1,29,30,28.3,231,47,14,0,3,22,3,2,54,2,0,1,4.89,5.06,4.78,5.01,3.53,1.29
윤명준,0.57,42,0,42,13,0,0,1,0,2,7,41,22,24,23.35,185,51,6,1,4,13,1,1,20,3,0,1,4.83,5.27,5.13,5.23,5,1.56
이현승,0.45,62,0,62,6,0,0,2,1,2,10,42.1,25,27,24.55,195,48,9,2,2,21,2,0,42,1,1,3,5.31,5.74,5.22,5.53,3.76,1.63
박종기,0.38,8,5,3,0,0,0,1,2,0,0,26,16,16,14.8,117,30,6,0,3,14,0,0,20,0,0,1,5.54,5.54,5.12,5.81,5.11,1.69
김명신,0.38,16,0,16,4,0,0,0,1,0,0,15.1,6,6,6,72,20,4,0,3,4,3,0,11,1,0,0,3.52,3.52,3.52,3.96,5.95,1.57
이승진,0.3,33,5,28,2,0,0,2,4,0,5,51.1,32,33,34.4,228,55,12,2,3,22,2,1,54,5,0,0,5.61,5.79,6.03,6.24,3.51,1.5
홍건희,0.25,50,0,50,13,0,0,3,4,1,8,56.2,30,31,34.95,251,63,12,1,5,20,5,0,51,3,0,3,4.76,4.92,5.55,6.06,4.16,1.46
권휘,0.2,14,0,14,6,0,0,0,1,0,1,13.2,8,8,7.35,63,16,2,0,1,6,2,0,10,1,0,2,5.27,5.27,4.84,5.1,4.85,1.61
채지선,0.11,37,0,37,9,0,0,1,0,0,2,33,18,18,20.35,158,34,3,1,3,24,5,1,34,0,0,11,4.91,4.91,5.55,6.36,5.23,1.76
최세창,0.04,3,0,3,2,0,0,0,0,0,0,3,1,2,2,15,5,0,0,1,0,0,0,1,1,0,0,3,6,6,5.56,7.13,1.67
배창현,0.01,1,0,1,0,0,0,0,0,0,0,0.1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22.6,6
이주엽,0.01,4,0,4,2,0,0,0,0,0,0,3.1,3,3,3,19,3,1,0,0,7,0,0,2,0,0,1,8.1,8.1,8.1,7.28,9.01,3
이동원,-0.01,1,0,1,0,0,0,0,0,0,0,0,2,2,0.95,2,0,0,0,0,2,0,0,0,0,0,0,99.99,99.99,30.88,35.01,6204,99.99
조제영,-0.05,4,1,3,3,0,0,0,1,0,0,6,7,7,5.45,31,6,1,0,1,7,1,0,6,0,0,1,10.5,10.5,8.18,7.58,7.61,2.17
권혁,-0.1,15,0,15,1,0,0,2,2,0,2,7.2,8,9,6.45,38,11,1,1,0,4,0,0,7,2,0,1,9.39,10.57,7.57,8.01,3.33,1.96
이교훈,-0.11,5,0,5,1,0,0,0,0,0,0,4.1,5,6,5.3,24,6,2,0,1,4,0,0,3,1,0,1,10.38,12.46,11.01,11.58,7.87,2.31
이용찬,-0.17,5,5,0,0,0,0,1,3,0,0,26.2,25,25,24.15,125,41,8,0,7,6,0,0,15,0,0,1,8.44,8.44,8.15,8.36,6.41,1.76
박신지,-0.18,2,0,2,2,0,0,0,0,0,0,3,6,6,6,18,9,3,1,0,1,0,0,3,0,0,1,18,18,18,19.29,2.53,3.33
장원준,-0.21,2,2,0,0,0,0,0,1,0,0,5.2,8,8,8,30,9,2,0,1,6,0,0,2,0,0,0,12.71,12.71,12.71,12.67,8.5,2.65
문대원,-0.27,4,0,4,2,0,0,0,0,0,0,5.2,6,9,9.85,30,12,3,0,2,2,0,0,0,1,0,0,9.53,14.29,15.64,14.94,9.29,2.47
김강률,-0.58,30,0,30,10,0,0,2,2,0,0,28,11,22,25.75,141,36,6,2,1,20,4,0,28,2,0,0,3.54,7.07,8.28,9.23,4.58,2
이형범,-0.82,27,0,27,8,0,0,1,2,1,1,25.2,22,22,24.25,122,30,6,0,5,16,2,2,13,1,0,1,7.71,7.71,8.5,9.2,7.1,1.79
