Name,Team,Season,WAR,merce,upgrade,income,next_crese_not,fa_season,retire,ERA,ERA-,FIP-,A_PPF,PPF,Season_Adjusted_ERA,WHIP,IP,G,GS,1ERA,1IP,1R,1ER,1TBF,1AB,H1,2B1,3B1,HR1,BB1,IB1,HP1,SO1,NP1,WHIP1,AVG1,OBP1,OPS1,2ERA,2IP,2R,2ER,2TBF,2AB,H2,2B2,3B2,HR2,BB2,IB2,HP2,SO2,NP2,WHIP2,AVG2,OBP2,OPS2,3ERA,3IP,3R,3ER,3TBF,3AB,H3,2B3,3B3,HR3,BB3,IB3,HP3,SO3,NP3,WHIP3,AVG3,OBP3,OPS3,4ERA,4IP,4R,4ER,4TBF,4AB,H4,2B4,3B4,HR4,BB4,IB4,HP4,SO4,NP4,WHIP4,AVG4,OBP4,OPS4,5ERA,5IP,5R,5ER,5TBF,5AB,H5,2B5,3B5,HR5,BB5,IB5,HP5,SO5,NP5,WHIP5,AVG5,OBP5,OPS5,6ERA,6IP,6R,6ER,6TBF,6AB,H6,2B6,3B6,HR6,BB6,IB6,HP6,SO6,NP6,WHIP6,AVG6,OBP6,OPS6,7ERA,7IP,7R,7ER,7TBF,7AB,H7,2B7,3B7,HR7,BB7,IB7,HP7,SO7,NP7,WHIP7,AVG7,OBP7,OPS7,8ERA,8IP,8R,8ER,8TBF,8AB,H8,2B8,3B8,HR8,BB8,IB8,HP8,SO8,NP8,WHIP8,AVG8,OBP8,OPS8,9ERA,9IP,9R,9ER,9TBF,9AB,H9,2B9,3B9,HR9,BB9,IB9,HP9,SO9,NP9,WHIP9,AVG9,OBP9,OPS9
맥키니,Kiwom,23,-0.16,1,0,10000,0,0,0,6.52,160.49,151.2,0.99044716,0.969,3.862461,1.63,59.33,12,12,6.75,12,9,9,56,50,16,4,0,1,6,0,0,5,231,1.83,0.32,0.393,0.853,3.75,12,8,5,56,47,12,3,0,2,8,0,1,9,204,1.67,0.255,0.375,0.822,9,12,12,12,53,46,14,1,0,5,6,0,0,9,215,1.67,0.304,0.377,1.029,7.15,11.33,9,9,53,42,11,5,1,0,9,0,0,4,224,1.76,0.262,0.377,0.806,7.71,7,6,6,30,24,5,1,0,1,5,0,0,8,135,1.43,0.208,0.345,0.72,4.5,4,2,2,16,15,3,0,0,1,1,0,0,3,63,1,0.2,0.25,0.65,0,1,0,0,4,3,0,0,0,0,1,0,0,1,17,1,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
후라도,Kiwom,24,6.61,1,1,120000,-22000,0,0,3.36,71.44,82.93,0.952899858,0.905,4.581854,1.14,190.33,30,30,4.2,30,17,14,130,120,34,7,1,1,5,0,3,24,526,1.3,0.283,0.326,0.709,3.9,30,14,13,126,119,33,3,0,5,3,0,2,38,490,1.2,0.277,0.304,0.733,1.8,30,7,6,117,110,25,2,1,3,6,0,0,25,438,1.03,0.227,0.265,0.61,3,30,11,10,124,117,31,6,0,3,5,0,0,26,419,1.2,0.265,0.293,0.686,2.2,28.67,8,7,117,108,22,2,1,3,8,0,1,29,416,1.05,0.204,0.265,0.589,5,27,15,15,111,105,28,7,0,3,4,0,2,18,392,1.19,0.267,0.306,0.725,2.03,13.33,3,3,47,42,8,0,0,1,1,0,1,10,191,0.68,0.19,0.227,0.489,20.25,1.33,3,3,8,7,4,0,1,0,0,0,0,0,25,3,0.571,0.571,1.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
헤이수스,Kiwom,24,5.09,1,1,60000,52000,0,0,3.68,78.24,88.88,0.931767116,0.905,4.581854,1.25,171.33,30,30,2.7,30,12,9,123,111,24,5,0,4,8,0,4,39,480,1.07,0.216,0.293,0.662,2.4,30,9,8,121,107,25,8,0,2,11,0,1,31,494,1.2,0.234,0.308,0.672,2.4,30,8,8,124,114,26,2,0,3,6,0,2,28,470,1.07,0.228,0.276,0.601,2.45,29.33,9,8,126,117,31,2,0,3,5,0,3,32,517,1.23,0.265,0.31,0.669,8,27,27,24,128,117,38,9,1,7,7,0,4,27,460,1.67,0.325,0.383,0.981,4.29,21,10,10,89,82,22,4,1,2,6,1,0,19,349,1.33,0.268,0.318,0.733,6.75,4,3,3,17,16,5,1,0,1,1,0,0,2,62,1.5,0.313,0.353,0.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
하영민,Kiwom,24,3.25,0,1,8000,8500,0,0,4.37,92.99,96.27,0.941393268,0.905,4.581854,1.5,150.33,28,28,4.5,28,15,14,121,108,30,6,2,2,11,0,0,20,483,1.46,0.278,0.339,0.765,3.21,28,10,10,117,107,25,4,0,1,9,0,1,23,458,1.21,0.234,0.299,0.598,4.5,28,18,14,130,116,36,5,1,2,14,0,0,17,498,1.79,0.31,0.385,0.807,4.33,27,14,13,120,108,31,8,2,2,8,0,1,18,437,1.44,0.287,0.336,0.79,3.2,25.33,10,9,112,97,25,4,0,1,9,0,3,13,402,1.34,0.258,0.33,0.66,10.03,11.67,15,13,62,55,19,4,1,0,7,0,0,9,237,2.23,0.345,0.419,0.874,0,2,0,0,7,6,1,1,0,0,0,0,0,1,17,0.5,0.167,0.167,0.5,0,0.33,0,0,2,2,1,1,0,0,0,0,0,0,7,3,0.5,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
브룩스,KIA,20,7.18,1,1,47900,52100,0,0,2.5,51.86,56.37,1.008291086,1.039,4.389902,1.02,151.33,23,23,2.74,23,7,7,86,82,23,1,0,0,3,0,0,19,340,1.13,0.28,0.306,0.599,2.35,23,6,6,90,82,20,5,0,0,6,0,0,19,342,1.13,0.244,0.295,0.6,2.74,23,7,7,86,79,15,2,0,0,2,0,2,18,318,0.74,0.19,0.224,0.439,2.74,23,7,7,92,87,19,2,0,2,5,0,0,25,361,1.04,0.218,0.261,0.571,1.57,23,4,4,85,82,16,4,0,1,3,0,0,21,319,0.83,0.195,0.224,0.504,1.77,20.33,4,4,81,76,17,1,0,1,3,0,1,17,313,0.98,0.224,0.263,0.539,5.56,11.33,7,7,50,48,18,3,0,0,1,0,0,11,183,1.68,0.375,0.38,0.818,0,4.67,0,0,17,16,3,0,0,0,1,0,0,1,46,0.86,0.188,0.235,0.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
양현종,KIA,20,3.9,0,1,230000,-100000,0,0,4.7,97.58,82.47,1.011775083,1.039,4.389902,1.42,172.33,31,31,3.48,31,15,12,131,122,31,11,0,2,8,0,0,27,517,1.26,0.254,0.298,0.691,2.61,31,11,9,124,113,24,2,1,2,6,0,2,35,510,0.97,0.212,0.264,0.565,4.06,31,15,14,137,116,27,6,2,1,19,0,0,29,567,1.48,0.233,0.341,0.686,5.52,29.33,20,18,129,113,34,6,0,2,10,0,1,20,482,1.5,0.301,0.357,0.764,5.93,27.33,18,18,116,106,32,7,0,3,9,0,1,23,449,1.5,0.302,0.362,0.815,7.27,17.33,15,14,84,76,25,8,1,3,7,0,1,15,329,1.85,0.329,0.393,0.972,9,4,4,4,19,15,5,0,0,0,4,0,0,0,70,2.25,0.333,0.474,0.807,6.75,1.33,1,1,7,5,2,0,0,0,1,0,0,1,29,2.25,0.4,0.5,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
가뇽,KIA,20,3.83,1,0,65000,0,0,0,4.34,90.11,77.36,0.998699818,1.039,4.389902,1.42,159.67,28,28,7.07,28,23,22,130,117,38,9,2,1,10,0,0,23,514,1.71,0.325,0.369,0.831,2.6,27.67,9,8,116,107,26,3,2,2,8,0,0,27,438,1.23,0.243,0.296,0.66,4.5,28,16,14,122,98,22,4,0,2,14,0,3,20,492,1.29,0.224,0.331,0.658,3.54,28,12,11,125,107,31,5,3,1,12,0,3,32,523,1.54,0.29,0.371,0.792,4.74,24.67,14,13,108,97,25,8,0,0,7,0,3,21,430,1.3,0.258,0.324,0.664,3.24,16.67,7,6,70,60,12,3,0,1,10,0,0,10,282,1.32,0.2,0.314,0.614,4.26,6.33,4,3,30,26,7,1,1,0,3,0,0,8,124,1.58,0.269,0.333,0.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
임기영,KIA,20,2.42,0,1,7000,3000,0,0,5.15,106.84,84.24,1.021684577,1.039,4.389902,1.45,127.67,25,25,7.92,25,22,22,123,111,42,6,1,5,7,0,2,21,524,1.96,0.378,0.418,1.004,5.4,25,15,15,105,96,30,5,2,1,6,0,1,21,418,1.44,0.313,0.352,0.79,3.86,23.33,10,10,97,90,22,7,0,2,4,0,3,22,400,1.11,0.244,0.299,0.688,3.18,22.67,10,8,95,85,23,3,0,1,6,0,1,12,345,1.28,0.271,0.319,0.66,4.82,18.67,11,10,84,76,21,4,0,1,5,0,2,18,322,1.39,0.276,0.337,0.705,6.1,10.33,7,7,45,41,12,1,0,2,3,0,0,11,169,1.45,0.293,0.341,0.804,0,1.67,0,0,7,6,2,0,0,0,1,0,0,1,33,1.8,0.333,0.429,0.762,0,1,0,0,3,3,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이민우,KIA,20,-0.01,0,1,4300,1700,0,0,6.79,141.01,107.95,0.996417642,1.039,4.389902,1.66,106,22,22,7.06,21.67,20,17,102,84,24,2,0,0,14,0,1,15,424,1.75,0.286,0.382,0.692,5.4,20,12,12,90,78,23,3,0,2,10,0,1,14,333,1.65,0.295,0.378,0.788,10.71,19.33,23,23,97,88,36,5,4,6,7,0,1,9,361,2.22,0.409,0.454,1.215,5.94,16.67,12,11,72,65,20,3,0,1,3,0,0,11,255,1.38,0.308,0.333,0.733,6.32,15.67,13,11,75,63,19,4,0,2,7,0,3,11,273,1.66,0.302,0.392,0.852,2.08,8.67,3,2,34,28,3,1,0,0,5,0,0,5,119,0.92,0.107,0.235,0.378,10.8,3.33,4,4,14,13,4,2,0,0,1,0,0,1,59,1.5,0.308,0.357,0.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
멩덴,KIA,21,3.28,1,0,42500,0,0,0,3.6,81.01,87.78,1.006244667,1.023,4.249886,1.2,120,21,21,2.57,21,7,6,81,74,12,2,1,2,7,0,0,22,347,0.9,0.162,0.235,0.532,2.14,21,5,5,77,72,13,5,0,1,3,0,1,25,315,0.76,0.181,0.224,0.516,2.57,21,6,6,91,80,18,2,0,1,7,0,3,17,346,1.19,0.225,0.311,0.599,4.29,21,10,10,92,81,24,5,0,3,7,0,1,11,355,1.48,0.296,0.348,0.817,4.12,19.67,11,9,86,75,22,2,0,2,7,0,1,16,310,1.47,0.293,0.349,0.749,6.57,12.33,10,9,59,53,17,2,1,2,3,0,2,8,242,1.62,0.321,0.379,0.888,7.36,3.67,3,3,15,14,3,0,0,1,1,0,0,5,60,1.09,0.214,0.267,0.696,0,0.33,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
임기영,KIA,21,3.17,0,1,10000,4000,0,0,4.88,109.86,89.12,1.012601699,1.023,4.249886,1.31,153,28,28,5.79,28,19,18,128,116,35,9,0,3,8,0,2,21,475,1.54,0.302,0.352,0.809,3.58,27.67,12,11,113,99,18,8,0,1,11,0,1,27,472,1.05,0.182,0.27,0.563,5.33,27,16,16,117,104,28,4,0,4,8,0,2,26,447,1.33,0.269,0.328,0.751,7.52,26.33,22,22,123,112,37,5,1,4,7,0,2,23,466,1.67,0.33,0.377,0.877,3.47,23.33,9,9,98,86,20,3,0,1,6,0,4,17,379,1.11,0.233,0.309,0.611,1.23,14.67,2,2,58,53,11,0,0,0,3,0,0,11,193,0.95,0.208,0.246,0.454,7.5,6,5,5,25,22,6,0,0,2,2,0,0,4,90,1.33,0.273,0.32,0.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
이의리,KIA,21,2.76,0,1,3000,6000,0,0,3.61,81.29,89.21,1.007336749,1.023,4.249886,1.32,94.67,19,19,3.79,19,8,8,81,67,11,2,0,1,13,0,1,19,357,1.26,0.164,0.309,0.548,1.89,19,7,4,73,64,7,0,0,1,6,0,1,26,298,0.68,0.109,0.194,0.35,2.37,19,6,5,82,69,15,1,0,2,11,0,0,19,329,1.37,0.217,0.321,0.64,4.76,17,9,9,78,64,19,5,0,0,13,0,0,13,334,1.88,0.297,0.41,0.785,4.61,13.67,7,7,60,49,11,2,0,0,8,0,0,12,208,1.39,0.224,0.328,0.593,2.84,6.33,2,2,24,22,4,1,0,1,2,0,0,5,93,0.95,0.182,0.25,0.614,40.5,0.67,3,3,7,4,2,0,0,1,3,0,0,0,29,7.5,0.5,0.714,1.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
브룩스,KIA,21,2.27,1,0,100000,0,0,0,3.35,75.3,74.03,0.989911026,1.023,4.249886,1.4,78,13,13,4.85,13,8,7,57,52,13,4,0,0,4,0,0,7,209,1.31,0.25,0.298,0.625,2.08,13,3,3,53,49,13,0,0,1,4,0,0,10,200,1.31,0.265,0.321,0.648,1.38,13,3,2,48,46,12,1,0,1,0,0,1,10,179,0.92,0.261,0.271,0.619,3.46,13,6,5,59,55,19,3,0,1,3,0,0,8,229,1.69,0.345,0.379,0.834,6.35,11.33,8,8,53,50,16,3,1,0,3,0,0,10,185,1.68,0.32,0.358,0.778,0,10,2,0,39,39,12,0,0,0,0,0,0,6,131,1.2,0.308,0.308,0.616,4.15,4.33,2,2,21,19,6,1,0,1,2,0,0,4,80,1.85,0.316,0.381,0.907,54,0.33,2,2,3,2,2,0,0,0,0,0,0,0,6,6,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
뷰캐넌,Samsung,20,6.7,1,1,60000,30000,0,0,3.45,67.64,85.52,1.010276922,1.033,4.389902,1.27,174.67,27,27,4,27,14,12,117,102,22,3,0,4,12,0,2,21,483,1.26,0.216,0.308,0.671,4,27,12,12,103,94,23,1,2,2,7,0,0,20,399,1.11,0.245,0.291,0.653,4,27,12,12,114,105,29,4,0,2,7,0,1,18,441,1.33,0.276,0.327,0.698,3.33,27,10,10,120,105,36,4,0,2,9,0,1,12,425,1.67,0.343,0.397,0.835,3.04,26.67,11,9,113,105,29,3,0,3,7,0,1,19,435,1.35,0.276,0.327,0.717,2.78,22.67,7,7,88,83,17,2,0,1,4,0,1,14,332,0.93,0.205,0.25,0.515,3.38,13.33,5,5,58,51,14,1,0,2,4,0,1,12,250,1.35,0.275,0.339,0.751,0,3,0,0,12,11,2,1,0,0,0,0,0,4,44,0.67,0.182,0.182,0.455,0,1,0,0,3,3,0,0,0,0,0,0,0,1,10,0,0,0,0
최채흥,Samsung,20,4.85,0,1,7500,8500,0,0,3.58,70.05,80.3,1.014753562,1.033,4.389902,1.25,146,26,26,5.54,26,16,16,110,99,25,5,1,4,8,0,0,22,464,1.27,0.253,0.3,0.744,3.81,26,13,11,119,100,24,2,0,1,14,0,5,21,469,1.46,0.24,0.361,0.651,5.47,24.67,15,15,104,92,23,6,0,2,10,0,0,26,419,1.34,0.25,0.32,0.7,1.88,24,7,5,95,90,21,6,0,2,5,0,0,19,387,1.08,0.233,0.274,0.641,1.69,21.33,4,4,88,80,18,6,0,0,6,0,1,16,387,1.13,0.225,0.287,0.587,3.77,14.33,6,6,58,53,12,1,0,2,5,0,0,9,228,1.19,0.226,0.293,0.651,1.35,6.67,3,1,30,28,6,1,0,1,1,0,1,6,111,1.05,0.214,0.267,0.624,0,2,0,0,10,8,2,0,0,0,2,0,0,2,43,2,0.25,0.4,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
라이블리,Samsung,20,3.19,1,1,50000,0,0,0,4.26,83.44,87.28,0.993408393,1.033,4.389902,1.22,112,21,21,5.75,20.33,14,13,93,80,21,5,0,1,11,0,1,23,387,1.57,0.263,0.355,0.718,5.68,19,12,12,77,66,12,3,1,3,8,0,2,15,314,1.05,0.182,0.286,0.68,4.26,19,9,9,91,80,21,1,0,4,5,0,5,14,354,1.37,0.263,0.341,0.766,1.42,19,3,3,69,64,11,0,0,2,2,0,2,21,322,0.68,0.172,0.217,0.483,4.58,17.67,9,9,76,67,18,3,0,1,6,0,1,11,323,1.36,0.269,0.333,0.691,5.73,11,7,7,50,44,13,4,0,0,5,0,0,11,210,1.64,0.295,0.367,0.753,0,5,0,0,17,16,2,0,0,0,1,0,0,0,56,0.6,0.125,0.176,0.301,0,1,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
백정현,Samsung,21,6.2,0,1,25500,44500,1,0,2.63,56.27,90.7,1.015848671,1.043,4.249886,1.24,157.67,27,27,2.7,26.67,8,8,116,99,27,6,0,3,16,0,0,13,470,1.61,0.273,0.374,0.798,1.67,27,8,5,104,94,19,4,1,2,7,0,1,22,415,0.96,0.202,0.262,0.592,3,27,9,9,108,98,22,6,0,1,7,0,0,18,421,1.07,0.224,0.271,0.587,3.33,27,10,10,112,106,29,2,0,4,6,0,0,21,436,1.3,0.274,0.313,0.719,3.55,25.33,14,10,107,98,25,2,0,5,8,0,0,21,424,1.3,0.255,0.311,0.74,1.65,16.33,3,3,64,57,12,3,0,0,5,1,1,12,226,1.04,0.211,0.281,0.544,0,7,0,0,30,25,6,1,0,0,4,1,0,2,91,1.43,0.24,0.345,0.625,9,1,1,1,6,5,2,1,0,0,1,0,0,0,17,3,0.4,0.5,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
원태인,Samsung,21,6.01,0,1,13000,17000,0,0,3.06,65.64,78.3,1.029233693,1.043,4.249886,1.25,158.67,26,26,3.46,26,11,10,104,94,26,4,0,2,6,0,1,17,411,1.23,0.277,0.32,0.703,2.42,26,7,7,107,92,19,5,0,1,12,0,2,24,403,1.19,0.207,0.311,0.604,1.38,26,5,4,110,94,19,5,0,0,14,1,1,22,473,1.27,0.202,0.312,0.567,2.77,26,8,8,106,99,23,4,0,2,6,0,0,21,394,1.12,0.232,0.276,0.609,3.55,25.33,13,10,105,95,24,8,1,2,7,0,1,19,388,1.22,0.253,0.311,0.732,4.91,18.33,10,10,76,72,22,3,0,3,4,0,0,14,271,1.42,0.306,0.342,0.814,4.22,10.67,5,5,45,43,13,3,0,1,2,0,0,12,173,1.41,0.302,0.333,0.775,0,0.33,0,0,2,2,1,0,0,0,0,0,0,0,9,3,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
뷰캐넌,Samsung,21,5.76,1,1,90000,20000,0,0,3.1,66.47,72.57,1.008598644,1.043,4.249886,1.31,177,30,30,5.4,30,18,18,135,112,27,3,1,4,20,0,1,31,593,1.57,0.241,0.356,0.749,4.8,30,17,16,134,121,35,7,0,4,10,1,1,31,520,1.5,0.289,0.348,0.794,0.61,29.67,8,2,130,121,30,4,0,1,8,0,0,22,489,1.28,0.248,0.295,0.601,1.3,27.67,5,4,110,107,24,2,0,0,2,0,0,25,402,0.94,0.224,0.236,0.479,0.67,27,3,2,104,100,21,2,1,0,4,0,0,26,410,0.93,0.21,0.24,0.49,5.16,22.67,13,13,103,91,23,6,2,1,12,1,0,22,393,1.54,0.253,0.34,0.736,7.36,7.33,6,6,35,32,13,1,0,3,3,0,0,3,141,2.18,0.406,0.457,1.176,0,1,0,0,3,3,0,0,0,0,0,0,0,1,9,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,1,8,0,0,0,0
켈리,LG,20,5.84,1,1,90000,-20000,0,0,3.32,74.41,91.2,0.949533029,0.932,4.389902,1.15,173.33,28,28,5.79,28,19,18,119,115,31,4,1,3,4,0,0,24,432,1.25,0.27,0.294,0.694,5.14,28,17,16,121,110,33,5,0,7,7,0,2,23,428,1.43,0.3,0.347,0.883,3.33,27,10,10,110,100,27,4,0,2,6,0,2,16,398,1.22,0.27,0.318,0.688,2.33,27,7,7,107,99,23,7,0,0,5,0,3,20,403,1.04,0.232,0.29,0.593,1.33,27,4,4,97,87,13,1,0,1,7,0,2,26,380,0.74,0.149,0.229,0.424,2.88,25,8,8,104,97,24,5,0,3,7,0,0,18,409,1.24,0.247,0.298,0.69,0.96,9.33,2,1,39,33,9,3,0,0,3,0,1,6,141,1.29,0.273,0.351,0.715,0,1,0,0,3,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,5,3,0,0,0,0,1,0,1,1,19,1,0,0.4,0.4
정찬헌,LG,20,3.38,0,1,13000,7000,0,0,3.51,78.54,92.5,0.966317865,0.932,4.389902,1.33,110.33,19,19,6.63,19,14,14,88,78,23,8,0,3,7,0,2,16,341,1.58,0.295,0.364,0.877,2.84,19,6,6,77,70,18,5,0,2,7,0,0,13,267,1.32,0.257,0.325,0.739,2.84,19,6,6,78,71,19,2,0,1,5,0,1,14,325,1.26,0.268,0.321,0.659,0.95,19,4,2,70,66,11,2,1,0,2,0,0,10,225,0.68,0.167,0.186,0.413,5.4,16.67,10,10,79,72,24,4,0,4,6,0,0,14,323,1.8,0.333,0.385,0.941,2.13,12.67,6,3,55,50,15,1,0,0,3,0,1,10,190,1.42,0.3,0.352,0.672,6,3,2,2,14,13,3,0,0,0,1,0,0,5,47,1.33,0.231,0.286,0.517,0,1,0,0,3,3,0,0,0,0,0,0,0,1,17,0,0,0,0,0,1,0,0,6,6,3,0,0,0,0,0,0,2,22,3,0.5,0.5,1
윌슨,LG,20,2.69,1,0,110000,0,0,1,4.42,98.9,93.78,0.969177853,0.932,4.389902,1.38,144.67,25,25,3.24,25,15,9,111,105,29,5,0,3,5,0,0,21,432,1.36,0.276,0.306,0.716,6.84,25,19,19,112,101,33,8,2,3,7,0,2,21,422,1.6,0.327,0.382,0.917,5.11,24.67,16,14,113,105,34,1,0,3,6,0,1,23,429,1.62,0.324,0.366,0.785,4.5,24,13,12,108,99,30,3,0,3,7,0,0,16,373,1.54,0.303,0.346,0.77,4.03,22.33,10,10,88,77,16,4,0,0,7,0,2,13,324,1.03,0.208,0.284,0.544,2,18,5,4,71,60,11,0,0,1,5,0,3,12,269,0.89,0.183,0.271,0.504,5.4,5,3,3,22,21,7,2,0,0,1,0,0,3,67,1.6,0.333,0.364,0.793,0,0.67,0,0,4,3,1,0,0,0,1,0,0,1,18,3,0.333,0.5,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
차우찬,LG,20,0.56,0,0,100000,-70000,1,0,5.34,119.65,110.69,0.9444375,0.932,4.389902,1.55,64,13,13,8.76,12.33,13,12,61,54,18,3,1,2,6,0,1,15,266,1.95,0.333,0.41,0.947,5.73,11,7,7,47,42,10,2,0,2,5,0,0,7,203,1.36,0.238,0.319,0.748,0,11,0,0,42,38,5,2,0,0,3,0,1,8,145,0.73,0.132,0.214,0.398,7.36,11,9,9,51,42,15,3,0,2,5,0,0,9,207,1.82,0.357,0.4,0.971,8.38,9.67,9,9,50,41,16,3,0,2,6,1,0,4,193,2.28,0.39,0.449,1.059,1.29,7,1,1,26,25,5,1,0,0,1,0,0,8,104,0.86,0.2,0.231,0.471,0,2,0,0,10,8,2,0,0,0,2,0,0,0,41,2,0.25,0.4,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
켈리,LG,21,5.89,1,1,70000,20000,0,0,3.15,75.36,89.85,0.954413277,0.905,4.249886,1.24,177,30,30,3.3,30,11,11,128,117,29,2,0,2,9,0,1,25,511,1.27,0.248,0.305,0.621,2.4,30,8,8,116,106,20,2,0,3,9,0,1,28,432,0.97,0.189,0.259,0.551,3.3,30,11,11,121,109,26,4,0,1,6,0,3,28,455,1.07,0.239,0.292,0.595,2.7,30,11,9,129,115,28,8,0,3,13,0,0,25,565,1.37,0.243,0.32,0.711,3.03,29.67,10,10,130,119,32,4,0,2,9,1,2,16,493,1.38,0.269,0.331,0.684,3.8,21.33,9,9,95,77,20,4,0,1,12,2,3,14,341,1.5,0.26,0.376,0.727,6.35,5.67,4,4,24,20,5,1,0,0,2,0,1,6,102,1.24,0.25,0.333,0.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
임찬규,LG,21,1.88,0,0,22000,-2000,0,0,3.87,92.54,102.99,0.960384251,0.905,4.249886,1.29,90.67,17,17,7.41,17,14,14,78,69,21,5,0,2,7,0,1,19,306,1.65,0.304,0.377,0.841,2.76,16.33,8,5,76,62,13,0,1,0,13,1,0,13,316,1.59,0.21,0.347,0.589,1.13,16,3,2,60,54,6,0,1,1,5,0,1,11,216,0.69,0.111,0.2,0.404,2.35,15.33,4,4,61,54,11,2,1,0,6,0,0,13,223,1.11,0.204,0.283,0.561,4.73,13.33,8,7,58,51,14,1,0,2,4,0,0,5,186,1.35,0.275,0.321,0.733,5.19,8.67,5,5,34,29,6,0,0,1,4,0,0,4,127,1.15,0.207,0.303,0.613,4.5,4,2,2,20,17,5,1,0,1,2,0,1,2,72,1.75,0.294,0.4,0.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
쿠에바스,KT,20,4.38,1,1,60000,-10000,0,0,4.1,84.74,93.78,0.999172025,1,4.389902,1.25,158,27,27,4.33,27,14,13,116,99,26,4,0,3,11,0,2,11,412,1.37,0.263,0.339,0.733,1.33,27,6,4,110,104,21,4,1,1,4,0,2,25,435,0.93,0.202,0.245,0.533,7.76,26.67,23,23,128,107,38,5,0,5,16,0,2,22,503,2.03,0.355,0.444,0.986,2.31,23.33,6,6,85,80,15,1,0,4,3,0,0,14,312,0.77,0.188,0.214,0.564,5.73,22,18,14,96,87,23,8,0,2,6,0,2,12,364,1.32,0.264,0.326,0.751,3.86,18.67,9,8,79,70,16,4,0,1,6,0,0,13,298,1.18,0.229,0.278,0.607,3.12,8.67,3,3,36,35,8,0,0,0,0,0,1,9,119,0.92,0.229,0.25,0.479,0,4,0,0,13,13,2,0,0,0,0,0,0,4,57,0.5,0.154,0.154,0.308,13.5,0.67,1,1,5,5,3,0,0,0,0,0,0,0,19,4.5,0.6,0.6,1.2
배제성,KT,20,4.27,0,1,11000,6000,0,0,3.95,81.58,109.35,0.992832873,1,4.389902,1.46,141.33,26,26,6.23,26,19,18,126,109,32,8,1,5,16,0,1,15,454,1.85,0.294,0.389,0.912,4.5,26,14,13,115,95,23,3,0,1,19,0,0,18,454,1.62,0.242,0.368,0.673,2.77,26,9,8,108,94,18,5,0,1,12,0,2,12,420,1.15,0.191,0.296,0.573,3.75,24,11,10,105,87,23,6,0,3,14,0,1,12,388,1.54,0.264,0.365,0.802,4.22,21.33,10,10,94,86,22,6,0,2,7,0,0,14,377,1.36,0.256,0.312,0.707,1.42,12.67,2,2,53,44,9,1,0,0,8,0,0,9,194,1.34,0.205,0.321,0.548,2.08,4.33,1,1,15,15,3,1,0,0,0,0,0,3,67,0.69,0.2,0.2,0.467,0,1,0,0,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
