name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
고영표,28,28,182.1,3.26,13,8,21,75,13,46.4,0,0,0,79,3.9,16,11,59.3,0,0,11,3,27.3,6.51,93.46,55.93,2.89,6.13
소형준,27,27,171.1,3.05,13,6,18,66.7,11,40.7,1,0,0,92,4.8,16,10,61.5,0,0,6,3,50,6.35,92.56,55.48,2.34,5.39
엄상백,33,22,121,3.12,10,2,10,45.5,1,4.5,9,0,0,92,6.8,16,6,72.7,0,0,18,4,22.2,5.5,91.86,54.86,2.17,4.32
벤자민,17,17,96.2,2.7,5,4,11,64.7,4,23.5,4,0,0,40,3.7,12,5,70.6,0,0,6,0,0,5.69,85.24,57.35,1.76,3.48
데스파이네,30,29,162,4.56,8,12,11,37.9,2,6.9,6,0,0,99,5.5,12,17,41.4,0,0,23,12,52.2,5.59,97.52,46.66,-0.22,2.66
배제성,24,18,98,4.5,3,9,9,50,3,16.7,3,0,0,34,3.1,6,12,33.3,0,0,11,5,45.5,5.44,92.94,49,0.09,1.83
쿠에바스,2,2,11,2.45,1,0,1,50,0,0,1,0,0,3,2.5,2,0,100,0,0,0,0,,5.5,83.5,63,0.28,0.48
심재민,44,1,1.2,10.8,0,1,0,0,0,0,1,0,0,22,100,0,1,0,0,0,19,4,21.1,1.67,50,38,-0.12,-0.09
이정현,3,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,
전유수,8,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,
김태오,5,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,2,0,0,,,,,
이상우,2,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,1,0,0,,,,,
안영명,4,0,0,,0,0,0,,0,,0,0,0,4,,0,0,,0,0,0,0,,,,,,
조현우,19,0,0,,0,0,0,,0,,0,0,0,4,,0,0,,0,0,14,8,57.1,,,,,
이채호,38,0,0,,0,0,0,,0,,0,0,0,20,,0,0,,0,0,11,4,36.4,,,,,
지명성,2,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
이창재,4,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,5,3,60,,,,,
류희운,8,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,3,2,66.7,,,,,
박시영,17,0,0,,0,0,0,,0,,0,0,0,10,,0,0,,0,0,8,3,37.5,,,,,
김민수,76,0,0,,0,0,0,,0,,0,0,0,50,,0,0,,0,0,15,4,26.7,,,,,
김재윤,61,0,0,,0,0,0,,0,,0,0,0,23,,0,0,,0,0,5,4,80,,,,,
김민,6,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,2,0,0,,,,,
박영현,52,0,0,,0,0,0,,0,,0,0,0,24,,0,0,,0,0,12,6,50,,,,,
하준호,20,0,0,,0,0,0,,0,,0,0,0,4,,0,0,,0,0,7,4,57.1,,,,,
주권,58,0,0,,0,0,0,,0,,0,0,0,23,,0,0,,0,0,25,10,40,,,,,
