Name,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
고영표,0.335,550,57.7,3.6,35.9,39.4,2.8,1.5,3.2,6.3
소형준,0.285,526,58.3,4.1,34.5,38.6,3.1,1.5,3.8,13.9
데스파이네,0.355,519,53.4,4.8,39.1,43.9,2.8,1.2,5.9,4
엄상백,0.294,377,33.2,5.4,59.2,64.5,2.3,0.5,5.5,7.2
배제성,0.307,309,44.4,5.6,46.3,51.9,3.7,0.9,4.8,6.8
벤자민,0.242,265,43.6,7.1,46.1,53.2,3.2,0.8,7.4,5.3
김민수,0.303,208,49.3,7,40.5,47.4,3.3,1,2.9,15.2
김재윤,0.256,160,34.5,8.3,54.2,62.5,3,0.6,4.8,6.5
주권,0.348,158,46.3,6.7,43.9,50.6,3,0.9,3.6,6.9
심재민,0.264,140,51.7,5.5,41.4,46.9,1.4,1.1,5.9,9.8
박영현,0.297,138,30.6,6.9,61.1,68.1,1.4,0.4,5.1,4.3
이채호,0.275,102,49.5,6.7,39,45.7,4.8,1.1,0,3.6
박시영,0.347,49,47.2,5.7,41.5,47.2,5.7,1,8,10.5
전유수,0.348,46,46.8,2.1,48.9,51.1,2.1,0.9,4.2,5.9
조현우,0.318,44,34.1,2.3,56.8,59.1,6.8,0.6,0,7.1
하준호,0.333,42,44.4,4.4,48.9,53.3,2.2,0.8,8.3,0
쿠에바스,0.04,25,34.6,7.7,53.8,61.5,3.8,0.6,6.3,0
류희운,0.444,18,25,10,65,75,0,0.3,13.3,20
김태오,0.529,17,58.8,5.9,35.3,41.2,0,1.4,0,11.1
김민,0.188,16,35.3,5.9,52.9,58.8,5.9,0.6,10,25
안영명,0.25,12,33.3,0,66.7,66.7,0,0.5,0,0
이정현,0.182,11,25,33.3,33.3,66.7,8.3,0.4,12.5,0
이상우,0.273,11,36.4,0,63.6,63.6,0,0.6,0,0
지명성,0.375,8,37.5,0,62.5,62.5,0,0.6,0,0
이창재,0.714,7,42.9,0,57.1,57.1,0,0.8,0,0
