Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
이채호,0.76,38,0,38,6,0,0,5,0,0,3,36.2,12,13,15.95,156,28,11,0,0,13,6,2,32,2,0,2,2.95,3.19,3.92,3.81,3.12,1.12,7.86,3.19,2.46,0,20.5,8.3,12.2,0.275,72.3,3.2,3.94,-0.18,69.16,80,73.36,0.211,0.307,0.293,0.6,590,15.5,16.1,3.78,0,,0,,0,0,0,20,,0,0,,0,0,11,4,36.4,,,,,,4,0,8,0,3,0,0,0,100,0,0,0,0,9,2,23,9,39.1,11,4,36.4,0.96,15.53,0.7,0.76,0.275,102,49.5,6.7,39,45.7,4.8,1.1,0,3.6
심재민,0.63,44,1,43,7,0,0,4,1,0,6,43.1,18,19,21.9,184,41,6,2,4,16,2,3,21,2,0,0,3.74,3.95,4.55,4.45,4.82,1.32,4.36,3.32,1.31,0.83,11.4,8.7,2.7,0.264,75.5,3.8,5.07,-1.08,87.78,93.36,113.08,0.25,0.322,0.384,0.706,696,15.8,16.1,3.78,0,0,0,0,1,0,0,22,100,0,1,0,0,0,19,4,21.1,1.67,50,38,-0.12,-0.09,6,0,10,0,6,0,0,0,100,0,1,0,0,7,7,19,9,47.4,19,4,21.1,0.97,15.02,0.77,0.73,0.264,140,51.7,5.5,41.4,46.9,1.4,1.1,5.9,9.8
쿠에바스,0.48,2,2,0,0,0,0,1,0,0,0,11,3,3,3,40,2,0,0,1,5,1,0,8,0,0,2,2.45,2.45,2.45,2.41,4.74,0.64,6.55,4.09,1.6,0.82,20,12.5,7.5,0.04,71.4,3.74,4.5,-2.28,57.64,50.53,111.27,0.059,0.2,0.147,0.347,167,83.5,15.2,4.18,1,50,0,0,1,0,0,3,2.5,2,0,100,0,0,0,0,,5.5,83.5,63,0.28,0.48,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0,0,,,,,,0.04,25,34.6,7.7,53.8,61.5,3.8,0.6,6.3,0
박시영,0.36,17,0,17,6,0,0,0,2,0,5,15.2,8,8,7.1,68,19,1,0,2,4,0,1,11,0,0,0,4.6,4.6,4.08,4,4.14,1.47,6.32,2.3,2.75,1.15,16.2,5.9,10.3,0.347,75,2.71,4.16,0.45,107.91,83.83,97.25,0.311,0.348,0.426,0.774,229,13.5,14.6,3.37,0,,0,,0,0,0,10,,0,0,,0,0,8,3,37.5,,,,,,4,0,5,0,5,0,0,0,100,0,2,0,0,3,5,13,2,15.4,8,3,37.5,0.92,13.47,1.94,0.36,0.347,49,47.2,5.7,41.5,47.2,5.7,1,8,10.5
조현우,0.25,19,0,19,3,0,0,0,0,0,2,12,6,8,5.2,57,14,3,1,0,4,4,0,5,1,0,0,4.5,6,3.9,3.72,4.81,1.5,3.75,3,1.25,0,8.8,7,1.8,0.318,63.6,4.93,5.19,-0.31,105.67,78.08,112.92,0.286,0.386,0.388,0.774,195,10.3,16.3,3.42,0,,0,,0,0,0,4,,0,0,,0,0,14,8,57.1,,,,,,3,0,1,0,2,0,0,0,100,0,2,0,0,1,2,12,3,25,14,8,57.1,0.63,10.26,0.53,0.25,0.318,44,34.1,2.3,56.8,59.1,6.8,0.6,0,7.1
김민,0.21,6,0,6,0,0,0,0,0,0,2,7.2,2,2,2.5,28,4,0,0,1,2,1,0,8,0,0,0,2.35,2.35,2.93,3.01,3.94,0.78,9.39,2.35,4,1.17,28.6,7.1,21.4,0.188,83.3,2.46,2.83,-1.59,55.13,63.2,92.53,0.16,0.25,0.28,0.53,88,14.7,11.5,3.14,0,,0,,0,0,0,0,,0,0,,0,0,2,0,0,,,,,,1,0,2,0,2,0,0,0,100,0,0,0,0,2,1,2,1,50,2,0,0,1.28,14.67,0.61,0.21,0.188,16,35.3,5.9,52.9,58.8,5.9,0.6,10,25
이정현,0.11,3,0,3,2,0,0,0,0,0,0,3.2,1,1,1,18,3,0,0,1,4,1,0,1,0,0,0,2.45,2.45,2.45,2.26,10.58,1.91,2.46,9.82,0.25,2.46,5.6,22.2,-16.7,0.182,100,7.45,7.4,-8.12,57.64,47.47,248.31,0.231,0.444,0.462,0.906,62,20.7,16.9,3.44,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,,1.22,20.67,0.19,0.11,0.182,11,25,33.3,33.3,66.7,8.3,0.4,12.5,0
안영명,0.07,4,0,4,2,0,0,0,0,0,0,3.1,1,1,1.35,13,3,1,0,0,0,0,0,1,1,0,0,2.7,2.7,3.65,3.49,3.03,0.9,2.7,0,,0,7.7,0,7.7,0.25,66.7,3.16,4.48,-0.33,63.4,73.22,71.25,0.25,0.231,0.333,0.564,49,12.3,14.7,3.77,0,,0,,0,0,0,4,,0,0,,0,0,0,0,,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,33.3,0,0,,0.83,12.25,0.1,0.07,0.25,12,33.3,0,66.7,66.7,0,0.5,0,0
지명성,0.03,2,0,2,2,0,0,0,0,0,0,2,1,1,1,10,3,0,0,0,0,1,0,1,0,0,1,4.5,4.5,4.5,4.15,4.08,1.5,4.5,0,,0,10,0,10,0.375,75,4.22,4.2,0.42,105.67,87.03,95.9,0.333,0.4,0.333,0.733,33,16.5,16.5,3.3,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,16.5,0.04,0.03,0.375,8,37.5,0,62.5,62.5,0,0.6,0,0
이상우,0.01,2,0,2,0,0,0,0,0,0,0,3.1,1,1,2.55,14,3,1,0,0,2,0,0,1,0,0,0,2.7,2.7,6.89,6.35,4.89,1.5,2.7,5.4,0.5,0,7.1,14.3,-7.1,0.273,80,5.01,6.26,-2.19,63.4,133.15,114.92,0.25,0.357,0.333,0.69,40,20,12,2.86,0,,0,,0,0,0,1,,0,0,,0,0,1,0,0,,,,,,1,0,2,0,0,0,0,0,,0,0,0,0,0,0,3,3,100,1,0,0,1.67,20,0.02,0.01,0.273,11,36.4,0,63.6,63.6,0,0.6,0,0
김태오,-0.02,5,0,5,1,0,0,0,0,0,0,4.1,2,2,3.9,22,9,0,0,0,0,0,0,5,0,0,0,4.15,4.15,8.1,7.47,0.9,2.08,10.39,0,,0,22.7,0,22.7,0.529,77.8,0.99,2.67,3.25,97.54,156.65,21.12,0.409,0.409,0.409,0.818,79,15.8,18.2,3.59,0,,0,,0,0,0,0,,0,0,,0,0,2,0,0,,,,,,1,0,1,0,0,0,0,0,,0,0,0,0,0,1,4,3,75,2,0,0,0.87,15.8,0.11,-0.02,0.529,17,58.8,5.9,35.3,41.2,0,1.4,0,11.1
이창재,-0.11,4,0,4,1,0,0,0,1,0,0,1.1,5,5,3.45,12,5,1,0,0,2,1,0,2,0,0,0,33.75,33.75,23.29,21.47,7.01,5.25,13.5,13.5,1,0,16.7,16.7,0,0.714,37.5,7.17,5.4,26.74,792.49,450.37,164.58,0.556,0.667,0.667,1.334,40,10,30,3.33,0,,0,,0,0,0,5,,0,0,,0,0,5,3,60,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,4,0,0,5,3,60,0.33,10,0.02,-0.11,0.714,7,42.9,0,57.1,57.1,0,0.8,0,0
전유수,-0.22,8,0,8,8,0,0,0,0,0,0,11,10,10,12.75,54,17,6,0,1,5,0,0,2,0,0,0,8.18,8.18,10.43,10.04,5.82,2,1.64,4.09,0.4,0.82,3.7,9.3,-5.6,0.348,57.1,4.86,6.07,2.36,192.12,210.63,136.67,0.347,0.407,0.531,0.938,201,25.1,18.3,3.72,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,5,5,100,0,0,,1.38,25.13,0.06,-0.22,0.348,46,46.8,2.1,48.9,51.1,2.1,0.9,4.2,5.9
하준호,-0.29,20,0,20,6,0,0,0,1,0,0,16.1,15,16,15.35,77,16,2,0,2,16,1,0,15,0,0,1,8.27,8.82,8.46,8.54,6.17,1.96,8.27,8.82,0.94,1.1,19.5,20.8,-1.3,0.333,56.7,4.79,5.56,2.09,194.08,179.01,144.92,0.281,0.434,0.421,0.855,319,16,19.5,4.14,0,,0,,0,0,0,4,,0,0,,0,0,7,4,57.1,,,,,,5,1,2,0,0,0,0,0,,0,0,0,0,0,3,5,3,60,7,4,57.1,0.82,15.95,0.38,-0.29,0.333,42,44.4,4.4,48.9,53.3,2.2,0.8,8.3,0
류희운,-0.36,8,0,8,1,0,0,0,1,0,0,5.2,9,9,8.85,26,10,0,0,2,1,0,0,5,0,0,0,14.29,14.29,14.06,12.96,6.33,1.94,7.94,1.59,5,3.18,19.2,3.8,15.4,0.444,25,2.27,3.55,7.97,335.64,271.83,148.53,0.4,0.423,0.64,1.063,104,13,18.4,4,0,,0,,0,0,0,0,,0,0,,0,0,3,2,66.7,,,,,,3,1,1,0,0,0,0,0,,0,0,0,0,0,2,3,2,66.7,3,2,66.7,0.71,13,0.59,-0.36,0.444,18,25,10,65,75,0,0.3,13.3,20
