Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
고영표,6.13,28,28,0,1,1,1,13,8,0,0,182.1,66,69,67.45,758,191,31,3,7,23,16,1,156,7,0,1,3.26,3.41,3.33,3.21,2.75,1.17,7.7,1.14,6.78,0.35,20.6,3,17.5,0.335,73.2,2.36,3.29,0.51,76.5,67.3,64.53,0.269,0.306,0.351,0.657,2617,93.5,14.4,3.45,21,75,13,46.4,0,0,0,79,3.9,16,11,59.3,0,0,11,3,27.3,6.51,93.46,55.93,2.89,6.13,0,0,0,0,0,0,0,0,,0,0,0,0,17,9,0,0,,11,3,27.3,,,,,0.335,550,57.7,3.6,35.9,39.4,2.8,1.5,3.2,6.3
소형준,5.39,27,27,0,0,0,0,13,6,0,0,171.1,58,68,66.6,703,158,16,6,8,39,5,1,117,11,0,6,3.05,3.57,3.5,3.39,3.41,1.15,6.15,2.05,3,0.42,16.6,5.5,11.1,0.285,70.2,2.92,4.07,-0.36,71.54,71.08,80.08,0.243,0.291,0.324,0.615,2499,92.6,14.6,3.55,18,66.7,11,40.7,1,0,0,92,4.8,16,10,61.5,0,0,6,3,50,6.35,92.56,55.48,2.34,5.39,0,0,0,0,0,0,0,0,,0,0,0,0,13,10,0,0,,6,3,50,,,,,0.285,526,58.3,4.1,34.5,38.6,3.1,1.5,3.8,13.9
엄상백,4.73,33,22,11,0,0,0,11,2,0,0,140.1,46,52,51.15,581,125,24,2,14,46,4,0,139,4,0,1,2.95,3.33,3.28,3.12,3.6,1.22,8.91,2.95,3.02,0.9,23.9,7.9,16,0.294,79.4,2.51,3.48,-0.65,69.27,65.37,84.52,0.239,0.302,0.372,0.674,2323,70.4,16.6,4,10,45.5,1,4.5,9,0,0,92,6.8,16,6,72.7,0,0,18,4,22.2,5.5,91.86,54.86,2.17,4.32,2,0,7,0,0,0,0,0,,0,0,0,0,16,6,3,2,66.7,18,4,22.2,1.76,27.45,0.39,0.4,0.294,377,33.2,5.4,59.2,64.5,2.3,0.5,5.5,7.2
벤자민,3.48,17,17,0,0,0,0,5,4,0,0,96.2,29,34,34,385,75,9,1,11,24,4,2,77,6,1,3,2.7,3.17,3.17,3.02,4.04,1.02,7.17,2.23,3.21,1.02,20,6.2,13.8,0.242,78.4,2.77,3.75,-1.34,63.4,63.32,94.98,0.216,0.27,0.342,0.612,1449,85.2,15,3.76,11,64.7,4,23.5,4,0,0,40,3.7,12,5,70.6,0,0,6,0,0,5.69,85.24,57.35,1.76,3.48,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,0,0,,6,0,0,,,,,0.242,265,43.6,7.1,46.1,53.2,3.2,0.8,7.4,5.3
김민수,3.24,76,0,76,13,0,0,5,4,3,30,80.2,17,19,25.35,327,66,13,1,3,15,6,3,91,4,0,6,1.9,2.12,2.83,2.72,2.1,1,10.15,1.67,6.07,0.34,27.8,4.6,23.2,0.303,81.9,1.72,2.61,-0.2,44.54,57.14,49.27,0.221,0.269,0.302,0.571,1213,16,15,3.71,0,,0,,0,0,0,50,,0,0,,0,0,15,4,26.7,,,,,,25,2,23,3,30,5,2,7,82.5,1,1,4,2,32,9,48,18,37.5,15,4,26.7,1.06,15.96,1.53,3.24,0.303,208,49.3,7,40.5,47.4,3.3,1,2.9,15.2
데스파이네,2.69,30,29,1,0,0,0,8,12,0,0,163,82,94,88.2,725,198,27,0,14,48,9,2,123,13,1,7,4.53,5.19,4.87,4.7,3.98,1.51,6.79,2.65,2.56,0.77,17,6.6,10.3,0.355,68.5,3.04,4.16,0.54,106.31,98.52,93.57,0.304,0.358,0.41,0.768,2839,94.6,17.4,3.92,11,37.9,2,6.9,6,0,0,99,5.5,12,17,41.4,0,0,23,12,52.2,5.59,97.52,46.66,-0.22,2.66,0,0,0,0,0,0,0,0,,0,0,0,0,11,13,2,1,50,23,12,52.2,1,11,0.58,0.03,0.355,519,53.4,4.8,39.1,43.9,2.8,1.2,5.9,4
김재윤,2.26,61,0,61,55,0,0,9,7,33,0,66.1,24,26,24.95,267,46,6,0,5,21,0,6,78,1,1,2,3.26,3.53,3.39,3.3,2.54,1.01,10.58,2.85,3.71,0.68,29.2,7.9,21.3,0.256,68.3,1.72,2.84,0.72,76.46,69.24,59.55,0.19,0.254,0.277,0.531,1020,16.7,15.4,3.82,0,,0,,0,0,0,23,,0,0,,0,0,5,4,80,,,,,,17,1,15,33,0,6,0,6,84.6,6,0,0,0,32,10,18,2,11.1,5,4,80,1.09,16.72,1.83,2.26,0.256,160,34.5,8.3,54.2,62.5,3,0.6,4.8,6.5
배제성,2.11,24,18,6,4,0,0,3,9,0,0,107,50,56,54.3,458,103,15,2,8,46,1,0,89,3,0,8,4.21,4.71,4.57,4.26,3.96,1.39,7.49,3.87,1.93,0.67,19.4,10,9.4,0.307,67.6,3.15,4.27,0.25,98.75,89.38,92.89,0.256,0.331,0.362,0.693,1824,76,17,3.98,9,50,3,16.7,3,0,0,34,3.1,6,12,33.3,0,0,11,5,45.5,5.44,92.94,49,0.09,1.83,0,0,3,0,0,0,0,0,,0,0,0,0,7,10,3,1,33.3,11,5,45.5,1.5,25.17,0.11,0.29,0.307,309,44.4,5.6,46.3,51.9,3.7,0.9,4.8,6.8
주권,1.37,58,0,58,9,0,0,3,3,1,15,50.2,22,22,19.3,203,58,7,1,3,8,0,0,31,0,0,0,3.91,3.91,3.43,3.42,3.45,1.3,5.51,1.42,3.88,0.53,15.3,3.9,11.3,0.348,71,2.83,4.04,0.46,91.76,71.75,80.98,0.304,0.33,0.398,0.728,754,13,14.9,3.71,0,,0,,0,0,0,23,,0,0,,0,0,25,10,40,,,,,,11,2,10,1,15,1,0,1,94.1,0,2,0,0,12,8,17,5,29.4,25,10,40,0.87,13,1.07,1.37,0.348,158,46.3,6.7,43.9,50.6,3,0.9,3.6,6.9
박영현,0.93,52,0,52,17,0,0,0,1,0,2,51.2,21,23,24.85,219,46,8,0,5,20,0,1,55,1,0,3,3.66,4.01,4.33,4.09,3.41,1.28,9.58,3.48,2.75,0.87,25.1,9.1,16,0.297,72.9,2.37,3.48,0.24,85.9,85.87,80.18,0.235,0.303,0.352,0.655,926,17.8,17.9,4.23,0,,0,,0,0,0,24,,0,0,,0,0,12,6,50,,,,,,8,0,8,0,2,1,0,1,66.7,0,0,0,0,7,5,24,9,37.5,12,6,50,0.99,17.81,0.71,0.93,0.297,138,30.6,6.9,61.1,68.1,1.4,0.4,5.1,4.3
