name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
김민수,76,80.2,1.9,5,4,25,2,23,3,30,5,2,7,82.5,1,1,4,2,32,9,48,18,37.5,15,4,26.7,1.06,15.96,1.53,3.24
김재윤,61,66.1,3.26,9,7,17,1,15,33,0,6,0,6,84.6,6,0,0,0,32,10,18,2,11.1,5,4,80,1.09,16.72,1.83,2.26
주권,58,50.2,3.91,3,3,11,2,10,1,15,1,0,1,94.1,0,2,0,0,12,8,17,5,29.4,25,10,40,0.87,13,1.07,1.37
박영현,52,51.2,3.66,0,1,8,0,8,0,2,1,0,1,66.7,0,0,0,0,7,5,24,9,37.5,12,6,50,0.99,17.81,0.71,0.93
이채호,38,36.2,2.95,5,0,4,0,8,0,3,0,0,0,100,0,0,0,0,9,2,23,9,39.1,11,4,36.4,0.96,15.53,0.7,0.76
심재민,43,41.2,3.46,4,0,6,0,10,0,6,0,0,0,100,0,1,0,0,7,7,19,9,47.4,19,4,21.1,0.97,15.02,0.77,0.73
엄상백,11,19.1,1.86,1,0,2,0,7,0,0,0,0,0,,0,0,0,0,16,6,3,2,66.7,18,4,22.2,1.76,27.45,0.39,0.4
박시영,17,15.2,4.6,0,2,4,0,5,0,5,0,0,0,100,0,2,0,0,3,5,13,2,15.4,8,3,37.5,0.92,13.47,1.94,0.36
배제성,6,9,1,0,0,0,0,3,0,0,0,0,0,,0,0,0,0,7,10,3,1,33.3,11,5,45.5,1.5,25.17,0.11,0.29
조현우,19,12,4.5,0,0,3,0,1,0,2,0,0,0,100,0,2,0,0,1,2,12,3,25,14,8,57.1,0.63,10.26,0.53,0.25
김민,6,7.2,2.35,0,0,1,0,2,0,2,0,0,0,100,0,0,0,0,2,1,2,1,50,2,0,0,1.28,14.67,0.61,0.21
이정현,3,3.2,2.45,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,,1.22,20.67,0.19,0.11
안영명,4,3.1,2.7,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1,33.3,0,0,,0.83,12.25,0.1,0.07
지명성,2,2,4.5,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1,16.5,0.04,0.03
데스파이네,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,13,2,1,50,23,12,52.2,1,11,0.58,0.03
이상우,2,3.1,2.7,0,0,1,0,2,0,0,0,0,0,,0,0,0,0,0,0,3,3,100,1,0,0,1.67,20,0.02,0.01
김태오,5,4.1,4.15,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,1,4,3,75,2,0,0,0.87,15.8,0.11,-0.02
이창재,4,1.1,33.75,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,4,0,0,5,3,60,0.33,10,0.02,-0.11
전유수,8,11,8.18,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,5,5,100,0,0,,1.38,25.13,0.06,-0.22
하준호,20,16.1,8.27,0,1,5,1,2,0,0,0,0,0,,0,0,0,0,0,3,5,3,60,7,4,57.1,0.82,15.95,0.38,-0.29
류희운,8,5.2,14.29,0,1,3,1,1,0,0,0,0,0,,0,0,0,0,0,2,3,2,66.7,3,2,66.7,0.71,13,0.59,-0.36
고영표,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,17,9,0,0,,11,3,27.3,,,,
쿠에바스,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0,0,,,,,
벤자민,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,4,0,0,,6,0,0,,,,
소형준,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,13,10,0,0,,6,3,50,,,,
