Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
박승주,0.4,27,0,27,11,0,0,1,0,0,0,25,12,12,10.6,116,20,4,1,3,21,3,0,22,0,0,2,4.32,4.32,3.82,4.12,5.99,1.64,7.92,7.56,1.05,1.08,19,18.1,0.9,0.258,80,4.66,5.3,-1.67,108.9,92.68,150.95,0.22,0.383,0.385,0.768,515,19.1,20.6,4.44,0,,0,,0,0,0,10,,0,0,,0,0,10,4,40,,,,,,6,0,4,0,0,0,0,0,,0,0,0,0,2,0,10,1,10,10,4,40,0.93,19.07,0.15,0.4,0.258,66,31.4,7.1,57.1,64.3,4.3,0.5,6.7,0,943,989,1095,1250,761,1113
김준형,0.4,12,0,12,2,0,0,0,1,0,0,13.1,3,3,4.05,61,9,1,0,0,13,2,0,6,0,0,3,2.03,2.03,2.73,2.88,6.15,1.65,4.05,8.78,0.46,0,9.8,21.3,-11.5,0.231,87.5,6.23,6.78,-4.12,51.05,64.74,154.95,0.205,0.4,0.227,0.627,267,22.3,20,4.38,0,,0,,0,0,0,5,,0,0,,0,0,0,0,,,,,,,1,0,1,0,0,0,1,1,0,0,0,0,0,1,2,2,2,100,0,0,,1.11,22.25,0.74,0.4,0.231,39,47.5,2.5,47.5,50,2.5,1,0,11.1,943,989,1095,1250,761,1113
김동혁,0.23,24,0,24,6,0,0,2,1,0,3,26.2,14,14,14.55,115,28,12,2,0,11,1,2,18,0,0,1,4.73,4.73,4.91,5.03,3.26,1.46,6.08,3.71,1.64,0,15.7,9.6,6.1,0.333,65,3.34,4.67,1.47,119.11,113.19,82.16,0.28,0.351,0.44,0.791,420,17.5,15.8,3.65,0,,0,,0,0,0,19,,0,0,,0,0,1,1,100,,,,,,7,1,4,0,3,1,1,2,60,0,0,0,1,3,3,5,2,40,1,1,100,1.11,17.5,0.61,0.23,0.333,84,45.9,0,49.4,49.4,4.7,0.9,0,0,943,989,1095,1250,761,1113
이명종,0.07,27,0,27,6,0,0,4,1,0,4,27.1,16,17,17,126,28,4,0,3,16,2,1,20,0,0,1,5.27,5.6,5.6,5.64,5.3,1.61,6.59,5.27,1.25,0.99,15.9,12.7,3.2,0.313,69,4.07,5.02,-0.03,132.81,127,133.67,0.277,0.38,0.406,0.786,480,17.8,17.6,3.81,0,,0,,0,0,0,17,,0,0,,0,0,7,1,14.3,,,,,,7,0,5,0,4,0,1,1,80,0,1,0,0,5,2,5,1,20,7,1,14.3,1.01,17.78,0.71,0.07,0.313,80,55.7,5.7,37.5,43.2,1.1,1.3,7.9,3.6,943,989,1095,1250,761,1113
김선기,0.06,26,2,24,4,0,0,3,1,1,4,36.2,21,24,22.65,167,39,9,0,1,19,2,1,30,3,0,1,5.15,5.89,5.56,5.57,3.84,1.58,7.36,4.66,1.58,0.25,18,11.4,6.6,0.333,61,3.59,4.61,1.32,129.94,125.39,96.77,0.277,0.361,0.362,0.723,640,24.6,17.5,3.83,0,0,0,0,2,0,0,16,21.6,1,1,50,0,0,10,5,50,3.33,74,42,-0.15,-0.03,6,2,7,1,4,1,0,1,83.3,0,1,1,0,9,9,10,3,30,10,5,50,1.25,20.5,1.3,0.1,0.333,114,54.8,4.3,40,44.3,0.9,1.2,2,12.8,943,989,1095,1250,761,1113
윤정현,0.06,17,2,15,2,0,0,1,1,0,4,22.2,16,17,13.75,106,27,3,0,2,12,5,1,17,0,0,0,6.35,6.75,5.46,5.42,5.15,1.72,6.75,4.77,1.42,0.79,16,11.3,4.7,0.357,65.9,4.15,4.83,1.21,160.15,122.14,129.76,0.303,0.415,0.404,0.819,422,24.8,18.6,3.98,0,0,0,0,2,0,0,25,30.7,2,0,100,0,0,8,7,87.5,3.67,63,45,0,0.13,2,0,4,0,4,0,0,0,100,0,1,0,0,5,5,15,1,6.7,8,7,87.5,1.02,19.73,1.39,-0.07,0.357,70,62.5,1.4,31.9,33.3,4.2,1.9,8.3,11.1,943,989,1095,1250,761,1113
이영준,-0.03,26,0,26,6,0,0,2,2,0,4,21,10,12,12.85,102,27,2,0,0,13,2,1,16,3,0,1,4.29,5.14,5.51,5.8,3.95,1.9,6.86,5.57,1.23,0,15.7,12.7,2.9,0.397,71.4,4.02,5.05,0.34,108.04,130.49,99.48,0.325,0.424,0.349,0.773,415,16,19.8,4.07,0,,0,,0,0,0,15,,0,0,,0,0,12,2,16.7,,,,,,4,0,1,0,4,1,1,2,66.7,0,0,0,1,6,6,8,3,37.5,12,2,16.7,0.81,15.96,1.02,-0.03,0.397,68,56.3,2.8,38,40.8,2.8,1.4,0,3.7,943,989,1095,1250,761,1113
장재영,-0.12,14,0,14,3,0,0,0,0,0,0,14,12,12,11.3,70,23,4,0,2,7,1,0,19,0,0,1,7.71,7.71,7.26,7.38,3.86,2.14,12.21,4.5,2.71,1.29,27.1,10,17.1,0.512,67.9,2.28,3.34,3.85,194.47,166.09,97.37,0.371,0.443,0.532,0.975,285,20.4,20.4,4.07,0,,0,,0,0,0,0,,0,0,,0,0,6,4,66.7,,,,,,2,0,2,0,0,0,0,0,,0,0,0,0,1,1,3,3,100,6,4,66.7,1,20.36,0.34,-0.12,0.512,41,32.6,7,60.5,67.4,0,0.5,6.9,4.3,943,989,1095,1250,761,1113
주승우,-0.15,4,1,3,1,0,0,0,0,0,0,3.1,4,5,5,23,5,0,0,1,7,0,0,4,1,0,0,10.8,13.5,13.5,14.31,10.86,3.6,10.8,18.9,0.57,2.7,17.4,30.4,-13,0.4,63.6,7.44,6.97,-0.06,272.26,322.17,273.87,0.333,0.545,0.533,1.078,101,25.3,30.3,4.39,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,2,46,52,0.07,0.1,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,3,0,0,5,0,0,0.44,18.33,0.15,-0.26,0.4,10,25,0,75,75,0,0.3,11.1,0,943,989,1095,1250,761,1113
양현,-0.19,25,0,25,7,0,0,3,2,2,5,36.2,21,23,24.2,167,39,5,0,4,17,1,2,14,4,0,1,5.15,5.65,5.94,6.01,5.48,1.53,3.44,4.17,0.82,0.98,8.4,10.2,-1.8,0.273,66.7,4.26,5.62,-0.33,129.94,135.21,138.16,0.273,0.348,0.392,0.74,611,24.4,16.7,3.66,0,,0,,0,0,0,24,,0,0,,0,0,2,0,0,,,,,,2,0,10,2,5,1,1,2,77.8,0,0,0,0,8,8,5,2,40,2,0,0,1.47,24.44,1.19,-0.19,0.273,128,55.6,0.7,39.3,40,4.4,1.4,7.4,12.8,943,989,1095,1250,761,1113
송정인,-0.21,1,0,1,0,0,0,0,0,0,0,2,5,5,5,13,4,2,0,0,3,0,0,0,0,0,0,22.5,22.5,22.5,23.85,8.43,3.5,0,13.5,0,0,0,23.1,-23.1,0.4,28.6,8.49,8.17,14.07,567.2,536.95,212.62,0.4,0.538,0.6,1.138,50,50,25,3.85,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,2,50,0.05,-0.21,0.4,10,80,0,20,20,0,4,0,0,943,989,1095,1250,761,1113
박주성,-0.25,11,0,11,7,0,0,1,1,0,0,13,8,9,11.6,61,11,5,0,4,7,3,1,8,1,0,0,5.54,6.23,8.03,8.23,8.05,1.38,5.54,4.85,1.14,2.77,13.1,11.5,1.6,0.184,80,4.5,5.2,-2.51,139.62,185.35,203.02,0.224,0.35,0.571,0.921,216,19.6,16.6,3.54,0,,0,,0,0,0,6,,0,0,,0,0,3,0,0,,,,,,2,0,4,0,0,0,0,0,,0,0,0,0,1,3,7,5,71.4,3,0,0,1.18,19.64,0.53,-0.25,0.184,38,37.2,4.7,53.5,58.1,4.7,0.6,16,0,943,989,1095,1250,761,1113
노운현,-0.3,5,0,5,1,0,0,0,1,0,0,4,5,7,6.65,28,10,1,0,0,3,1,0,3,2,0,1,11.25,15.75,14.96,16.22,5.01,3.25,6.75,6.75,1,0,10.7,10.7,0,0.476,50,5.14,5.4,6.24,283.6,365.26,126.28,0.417,0.5,0.458,0.958,89,17.8,22.3,3.18,0,,0,,0,0,0,5,,0,0,,0,0,3,1,33.3,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,3,1,33.3,0.8,17.8,0.3,-0.3,0.476,21,52.4,4.8,42.9,47.6,0,1.1,0,0,943,989,1095,1250,761,1113
하영민,-0.73,41,0,41,17,0,0,5,3,0,2,39.1,15,27,30.55,178,35,8,2,4,21,0,0,23,8,0,2,3.43,6.18,6.99,7.4,5.19,1.42,5.26,4.81,1.1,0.92,12.9,11.8,1.1,0.246,58,4.06,5.27,-1.76,86.52,166.68,130.77,0.235,0.322,0.396,0.718,667,16.3,17,3.75,0,,0,,0,0,0,18,,0,0,,0,0,9,4,44.4,,,,,,9,0,5,0,2,0,1,1,66.7,0,0,0,1,7,7,17,10,58.8,9,4,44.4,0.96,16.27,0.94,-0.73,0.246,126,53,1.5,41.8,43.3,3.7,1.2,6.9,0,943,989,1095,1250,761,1113
김성진,-0.94,23,0,23,8,0,0,0,2,0,2,21.2,19,25,24.15,105,31,3,0,3,10,3,0,16,1,0,0,7.89,10.38,10.03,10.11,5.45,1.89,6.65,4.15,1.6,1.25,15.2,9.5,5.7,0.394,47.5,3.88,4.71,2.45,198.96,227.57,137.28,0.348,0.427,0.483,0.91,378,16.4,17.4,3.6,0,,0,,0,0,0,7,,0,0,,0,0,7,5,71.4,,,,,,3,0,4,0,2,0,0,0,100,0,1,0,0,2,5,15,4,26.7,7,5,71.4,0.94,16.43,0.78,-0.94,0.394,71,53.9,5.3,35.5,40.8,5.3,1.3,9.7,16.1,943,989,1095,1250,761,1113
