name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
안우진,30,30,196,2.11,15,8,24,80,15,50,2,0,0,77,3.5,17,13,56.7,0,0,7,1,14.3,6.53,100.1,64.97,5.16,8.64
요키시,30,30,185.1,2.57,10,8,22,73.3,9,30,3,0,0,75,3.6,13,16,44.8,0,0,7,2,28.6,6.18,97.07,57.83,3.17,6.47
최원태,26,20,99.2,3.52,7,5,6,30,1,5,9,0,0,72,6.5,12,7,63.2,0,0,15,7,46.7,4.98,81.8,51.45,0.6,2.37
애플러,33,25,128.2,4.34,6,8,8,32,3,12,11,0,0,76,5.3,15,10,60,0,0,12,1,8.3,5.15,86.12,46.92,0.03,2.31
한현희,21,14,69,4.57,6,4,6,42.9,2,14.3,4,0,0,36,4.7,9,5,64.3,0,0,10,5,50,4.93,83.79,48.29,-0.14,1.09
정찬헌,20,20,87.1,5.36,5,6,5,25,0,0,9,0,0,60,6.2,11,9,55,0,0,11,3,27.3,4.37,69.75,44.1,-0.97,0.58
윤정현,17,2,7.1,4.91,0,0,0,0,0,0,2,0,0,25,30.7,2,0,100,0,0,8,7,87.5,3.67,63,45,0,0.13
주승우,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,2,46,52,0.07,0.1
김선기,26,2,6.2,6.75,0,1,0,0,0,0,2,0,0,16,21.6,1,1,50,0,0,10,5,50,3.33,74,42,-0.15,-0.03
이승호,53,0,0,,0,0,0,,0,,0,0,0,13,,0,0,,0,0,10,3,30,,,,,
김준형,12,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,0,0,,,,,,
송정인,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
김동혁,24,0,0,,0,0,0,,0,,0,0,0,19,,0,0,,0,0,1,1,100,,,,,
노운현,5,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,3,1,33.3,,,,,
김태훈,43,0,0,,0,0,0,,0,,0,0,0,14,,0,0,,0,0,6,0,0,,,,,
박승주,27,0,0,,0,0,0,,0,,0,0,0,10,,0,0,,0,0,10,4,40,,,,,
박주성,11,0,0,,0,0,0,,0,,0,0,0,6,,0,0,,0,0,3,0,0,,,,,
김성진,23,0,0,,0,0,0,,0,,0,0,0,7,,0,0,,0,0,7,5,71.4,,,,,
이명종,27,0,0,,0,0,0,,0,,0,0,0,17,,0,0,,0,0,7,1,14.3,,,,,
양현,25,0,0,,0,0,0,,0,,0,0,0,24,,0,0,,0,0,2,0,0,,,,,
김재웅,65,0,0,,0,0,0,,0,,0,0,0,24,,0,0,,0,0,1,1,100,,,,,
장재영,14,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,6,4,66.7,,,,,
문성현,45,0,0,,0,0,0,,0,,0,0,0,7,,0,0,,0,0,5,1,20,,,,,
하영민,41,0,0,,0,0,0,,0,,0,0,0,18,,0,0,,0,0,9,4,44.4,,,,,
이영준,26,0,0,,0,0,0,,0,,0,0,0,15,,0,0,,0,0,12,2,16.7,,,,,
