Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
안우진,2.09,30,10.29,2.53,4.07,0.18,29.2,7.2,22.1,0.268,75.5,2.11,2.34,2.33,2.36,2.09,1.92,2.75,0.03,53.25,53.2,52.62,0.188,0.25,0.268,0.518,3003,100.1,15.3,3.92
요키시,2.86,30,7.48,1.6,4.67,0.39,20.6,4.4,16.2,0.302,74.5,2.57,2.96,2.9,3.06,2.86,2.41,3.45,-0.28,64.88,68.93,72,0.244,0.282,0.331,0.613,2912,97.1,15.7,3.9
김동혁,3.26,24,6.08,3.71,1.64,0,15.7,9.6,6.1,0.333,65,4.73,4.73,4.91,5.03,3.26,3.34,4.67,1.47,119.11,113.19,82.16,0.28,0.351,0.44,0.791,420,17.5,15.8,3.65
문성현,3.84,45,6.97,3.05,2.29,0.65,19,8.3,10.7,0.265,73.3,3.27,3.48,3.59,3.62,3.84,3.05,4.11,-0.57,82.34,81.46,96.74,0.224,0.293,0.316,0.609,692,15.4,16.7,4.12
김선기,3.84,26,7.36,4.66,1.58,0.25,18,11.4,6.6,0.333,61,5.15,5.89,5.56,5.57,3.84,3.59,4.61,1.32,129.94,125.39,96.77,0.277,0.361,0.362,0.723,640,24.6,17.5,3.83
김재웅,3.84,65,8.04,4.17,1.93,0.57,22,11.4,10.6,0.222,87.9,2.01,2.01,2.21,2.3,3.84,3.17,4.12,-1.83,50.69,51.74,96.88,0.179,0.287,0.28,0.567,1043,16,16.6,4.11
장재영,3.86,14,12.21,4.5,2.71,1.29,27.1,10,17.1,0.512,67.9,7.71,7.71,7.26,7.38,3.86,2.28,3.34,3.85,194.47,166.09,97.37,0.371,0.443,0.532,0.975,285,20.4,20.4,4.07
이영준,3.95,26,6.86,5.57,1.23,0,15.7,12.7,2.9,0.397,71.4,4.29,5.14,5.51,5.8,3.95,4.02,5.05,0.34,108.04,130.49,99.48,0.325,0.424,0.349,0.773,415,16,19.8,4.07
김태훈,4.15,43,7.12,4.19,1.7,0.63,18.1,10.6,7.4,0.298,75.9,3.14,3.77,4.41,4.6,4.15,3.39,4.51,-1.01,79.14,103.58,104.66,0.255,0.339,0.357,0.696,694,16.1,16.1,3.69
최원태,4.18,26,5.37,3.41,1.58,0.43,14.1,9,5.2,0.265,67.2,3.75,4.26,3.98,4.15,4.18,3.7,4.78,-0.43,94.47,93.43,105.3,0.234,0.31,0.334,0.644,1746,67.2,16.5,3.91
애플러,4.37,33,5.52,2.57,2.15,0.83,13.8,6.4,7.4,0.339,74.5,4.3,4.43,4.38,4.46,4.37,3.36,4.51,-0.07,108.32,100.42,110.18,0.304,0.355,0.437,0.792,2369,71.8,16.9,3.81
한현희,4.54,21,6.84,2.78,2.46,1.04,17.1,6.9,10.1,0.303,69.6,4.75,5.1,4.78,4.81,4.54,3.26,4.19,0.21,119.77,108.4,114.48,0.268,0.334,0.426,0.76,1338,63.7,17.2,3.87
노운현,5.01,5,6.75,6.75,1,0,10.7,10.7,0,0.476,50,11.25,15.75,14.96,16.22,5.01,5.14,5.4,6.24,283.6,365.26,126.28,0.417,0.5,0.458,0.958,89,17.8,22.3,3.18
이승호,5.1,53,7.87,4.83,1.63,1.25,20.5,12.6,7.9,0.289,84.4,3.58,3.58,4.04,4.21,5.1,3.53,4.45,-1.53,90.15,94.85,128.6,0.249,0.354,0.418,0.772,820,15.5,16.3,3.81
윤정현,5.15,17,6.75,4.77,1.42,0.79,16,11.3,4.7,0.357,65.9,6.35,6.75,5.46,5.42,5.15,4.15,4.83,1.21,160.15,122.14,129.76,0.303,0.415,0.404,0.819,422,24.8,18.6,3.98
하영민,5.19,41,5.26,4.81,1.1,0.92,12.9,11.8,1.1,0.246,58,3.43,6.18,6.99,7.4,5.19,4.06,5.27,-1.76,86.52,166.68,130.77,0.235,0.322,0.396,0.718,667,16.3,17,3.75
이명종,5.3,27,6.59,5.27,1.25,0.99,15.9,12.7,3.2,0.313,69,5.27,5.6,5.6,5.64,5.3,4.07,5.02,-0.03,132.81,127,133.67,0.277,0.38,0.406,0.786,480,17.8,17.6,3.81
김성진,5.45,23,6.65,4.15,1.6,1.25,15.2,9.5,5.7,0.394,47.5,7.89,10.38,10.03,10.11,5.45,3.88,4.71,2.45,198.96,227.57,137.28,0.348,0.427,0.483,0.91,378,16.4,17.4,3.6
양현,5.48,25,3.44,4.17,0.82,0.98,8.4,10.2,-1.8,0.273,66.7,5.15,5.65,5.94,6.01,5.48,4.26,5.62,-0.33,129.94,135.21,138.16,0.273,0.348,0.392,0.74,611,24.4,16.7,3.66
정찬헌,5.56,20,4.33,2.89,1.5,1.34,10.8,7.2,3.6,0.31,69.7,5.36,5.67,5.54,5.64,5.56,3.88,4.97,-0.2,135.09,127.09,140.16,0.302,0.36,0.473,0.833,1395,69.8,16,3.58
