name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
루친스키,31,31,193.2,2.97,10,12,22,71,13,41.9,0,0,0,97,4.5,14,16,46.7,0,0,8,4,50,6.25,95.94,57.32,2.24,5.69
구창모,19,19,111.2,2.1,11,5,11,57.9,3,15.8,5,0,0,74,6,13,6,68.4,0,0,7,3,42.9,5.88,92.42,59.47,2.81,4.79
신민혁,26,23,114.1,4.49,4,9,8,34.8,2,8.7,8,0,0,51,4,11,12,47.8,0,0,16,4,25,4.97,84.52,49.17,-0.18,1.85
김태경,16,7,31,2.32,3,2,0,0,0,0,7,0,0,20,5.8,5,2,71.4,0,0,9,0,0,4.43,76,54.14,0.82,1.37
이재학,26,17,73.2,4.52,3,8,5,29.4,0,0,5,0,0,55,6.7,7,10,41.2,0,0,32,9,28.1,4.33,75.18,49.24,0.03,1.34
송명기,25,22,105,4.46,4,7,5,22.7,0,0,9,0,0,50,4.3,8,13,38.1,0,0,21,10,47.6,4.77,90.64,47.55,-0.61,1.25
파슨스,8,8,43,3.56,1,2,4,50,0,0,2,0,0,16,3.3,2,6,25,0,0,4,1,25,5.38,95.88,54.13,0.27,1.04
김시훈,59,7,31.2,4.83,1,2,1,14.3,0,0,4,0,0,52,14.8,4,3,57.1,0,0,25,8,32,4.52,83.86,44.43,-0.24,0.32
더모디,8,8,39.2,4.54,3,5,2,25,1,12.5,2,0,0,22,5,3,5,37.5,0,0,7,3,42.9,4.96,92.88,47.38,-0.48,0.22
이용준,10,2,6,12,0,1,0,0,0,0,1,0,0,9,13.5,0,1,0,0,0,4,2,50,3,66.5,32.5,-0.32,-0.21
이용찬,59,0,0,,0,0,0,,0,,0,0,0,11,,0,0,,0,0,1,1,100,,,,,
원종현,68,0,0,,0,0,0,,0,,0,0,0,30,,0,0,,0,0,15,4,26.7,,,,,
김진호,36,0,0,,0,0,0,,0,,0,0,0,23,,0,0,,0,0,13,5,38.5,,,,,
하준수,2,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,0,0,,,,,,
조민석,18,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,7,1,14.3,,,,,
심창민,11,0,0,,0,0,0,,0,,0,0,0,15,,0,0,,0,0,9,8,88.9,,,,,
류진욱,51,0,0,,0,0,0,,0,,0,0,0,10,,0,0,,0,0,22,8,36.4,,,,,
김영규,72,0,0,,0,0,0,,0,,0,0,0,49,,0,0,,0,0,25,10,40,,,,,
한재승,12,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,7,0,0,,,,,
임정호,33,0,0,,0,0,0,,0,,0,0,0,10,,0,0,,0,0,16,6,37.5,,,,,
강동연,6,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,1,0,0,,,,,
이우석,3,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,4,4,100,,,,,
하준영,47,0,0,,0,0,0,,0,,0,0,0,24,,0,0,,0,0,15,6,40,,,,,
정구범,2,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
박동수,10,0,0,,0,0,0,,0,,0,0,0,12,,0,0,,0,0,7,1,14.3,,,,,
김건태,16,0,0,,0,0,0,,0,,0,0,0,4,,0,0,,0,0,4,3,75,,,,,
전사민,7,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,0,0,,,,,,
