name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
이용찬,59,60.2,2.08,3,3,16,2,9,22,0,4,0,4,84.6,2,0,2,0,27,7,26,6,23.1,1,1,100,1.03,16.14,1.59,2.41
김시훈,52,51.2,2.26,3,3,12,1,11,0,11,2,0,2,84.6,0,2,1,0,19,8,21,7,33.3,25,8,32,0.99,16.58,1.11,1.93
김영규,72,66,3.41,2,7,23,2,14,1,13,6,1,7,66.7,1,4,3,1,25,14,44,15,34.1,25,10,40,0.92,13.68,1.42,1.43
원종현,68,63.1,2.98,5,0,16,0,10,1,13,3,0,3,82.4,0,3,0,0,17,14,42,20,47.6,15,4,26.7,0.93,14.07,1.28,1.11
임정호,33,25,3.24,1,2,7,0,1,0,6,0,0,0,100,0,2,0,0,7,5,15,7,46.7,16,6,37.5,0.76,13,1.17,0.34
하준영,47,39,4.62,3,0,6,0,3,0,4,0,1,1,80,0,0,0,1,4,5,26,7,26.9,15,6,40,0.83,14.04,0.68,0.22
전사민,7,8.1,3.24,0,0,1,0,2,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,0,,1.19,20.43,0.05,0.12
김태경,9,13.1,5.4,0,0,1,0,3,0,1,0,0,0,100,0,0,0,0,5,4,6,0,0,9,0,0,1.48,28.78,0.48,0.1
신민혁,3,4,6.75,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,12,10,2,0,0,16,4,25,1.33,22,1.02,0.08
박동수,10,14.2,5.52,0,0,1,0,6,0,0,0,0,0,,0,0,0,0,1,0,3,0,0,7,1,14.3,1.47,31.9,0.25,0.06
한재승,12,10.2,2.53,0,0,0,0,2,0,2,0,0,0,100,0,0,0,0,1,0,10,5,50,7,0,0,0.89,20.33,0.35,0.04
하준수,2,3,6,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1.5,23,0.03,0.02
송명기,3,2.2,6.75,1,0,1,0,1,0,0,0,0,0,,0,0,0,0,7,12,0,0,,21,10,47.6,0.89,17.67,0.36,-0.04
이우석,3,1.2,21.6,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,4,4,100,0.56,17.33,0.8,-0.05
류진욱,51,46.1,4.86,4,2,6,0,9,0,4,0,1,1,80,0,0,0,0,8,8,34,10,29.4,22,8,36.4,0.91,17.59,0.88,-0.06
정구범,2,1.1,13.5,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,0.67,12,0.13,-0.06
조민석,18,16,4.5,0,1,2,0,3,0,0,0,0,0,,0,0,0,0,1,1,8,4,50,7,1,14.3,0.89,17.94,0.69,-0.06
심창민,11,6.1,14.21,1,2,2,1,0,0,0,0,0,0,,0,0,0,0,1,3,3,1,33.3,9,8,88.9,0.58,14.36,0.87,-0.18
강동연,6,8.2,10.38,0,0,1,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,0,0,1.44,26.17,0.17,-0.21
이재학,9,17.1,5.71,0,0,0,0,7,0,0,0,0,0,,0,0,0,0,10,8,2,1,50,32,9,28.1,1.93,37.44,0.56,-0.29
이용준,8,16,7.31,0,0,0,0,5,0,0,0,0,0,,0,0,0,0,0,3,7,5,71.4,4,2,50,2,41.88,0.49,-0.38
김진호,36,42.2,6.12,4,0,4,0,13,1,0,0,2,2,33.3,0,0,0,0,6,9,19,7,36.8,13,5,38.5,1.19,21.14,1.01,-0.4
김건태,16,18.1,4.42,0,0,2,0,6,0,0,0,2,2,0,0,0,0,2,2,4,13,6,46.2,4,3,75,1.15,21.38,1.13,-0.47
구창모,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,14,4,0,0,,7,3,42.9,,,,
루친스키,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,19,10,0,0,,8,4,50,,,,
더모디,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,4,0,0,,7,3,42.9,,,,
파슨스,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,0,0,,4,1,25,,,,
