Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
루친스키,5.69,31,31,0,0,0,0,10,12,0,0,193.2,64,77,75.1,797,184,34,2,14,34,8,1,194,10,0,9,2.97,3.58,3.49,3.49,2.8,1.13
구창모,4.79,19,19,0,0,0,0,11,5,0,0,111.2,26,32,30.1,451,92,16,0,7,29,4,0,108,5,0,7,2.1,2.58,2.43,2.43,3.03,1.08
이용찬,2.41,59,0,59,49,0,0,3,3,22,0,60.2,14,16,18.4,253,56,6,1,3,13,3,0,61,4,0,1,2.08,2.37,2.73,2.73,2.68,1.14
김시훈,2.25,59,7,52,8,0,0,4,5,0,11,83.1,30,35,33.65,365,75,10,0,7,43,4,0,79,3,1,2,3.24,3.78,3.63,3.53,4.16,1.42
신민혁,1.93,26,23,3,0,0,0,4,9,0,0,118.1,60,64,61.8,521,128,30,1,15,31,10,1,105,4,1,5,4.56,4.87,4.7,4.63,4.12,1.34
김태경,1.48,16,7,9,3,0,0,3,2,0,1,44.1,16,16,16,194,36,6,0,4,21,5,0,31,2,0,2,3.25,3.25,3.25,3.11,4.93,1.29
김영규,1.43,72,0,72,11,0,0,2,7,1,13,66,25,26,29.55,269,56,8,2,5,22,7,4,46,3,0,3,3.41,3.55,4.03,3.9,4.16,1.18
송명기,1.21,25,22,3,2,0,0,5,7,0,0,107.2,54,67,62.05,496,116,21,4,14,54,15,0,106,6,0,9,4.51,5.6,5.19,5.15,4.75,1.58
원종현,1.11,68,0,68,11,0,0,5,0,1,13,63.1,21,22,30.2,260,55,8,0,5,17,1,0,50,7,0,2,2.98,3.13,4.29,4.18,3.63,1.14
이재학,1.05,26,17,9,2,0,0,3,8,0,0,91,48,56,52.4,406,75,14,2,5,54,8,0,72,9,1,6,4.75,5.54,5.18,5.12,4.57,1.42
파슨스,1.04,8,8,0,0,0,0,1,2,0,0,43,17,19,18.3,182,34,4,2,4,21,1,0,43,2,0,8,3.56,3.98,3.83,3.95,3.98,1.28
임정호,0.34,33,0,33,1,0,0,1,2,0,6,25,9,11,12.2,104,21,3,1,1,7,2,0,30,1,1,0,3.24,3.96,4.39,4.5,2.38,1.12
더모디,0.22,8,8,0,0,0,0,3,5,0,0,39.2,20,27,25.3,179,42,8,0,3,13,7,0,37,3,0,1,4.54,6.13,5.74,5.75,3.92,1.39
하준영,0.22,47,0,47,7,0,0,3,0,0,4,39,20,22,22.5,164,28,5,0,3,14,3,1,44,2,0,2,4.62,5.08,5.19,5.32,3.23,1.08
전사민,0.12,7,0,7,2,0,0,0,0,0,0,8.1,3,4,4,34,5,0,0,1,6,0,0,2,1,0,0,3.24,4.32,4.32,4.33,6.84,1.32
박동수,0.06,10,0,10,4,0,0,0,0,0,0,14.2,9,10,9.5,74,11,3,0,0,21,1,0,15,0,0,1,5.52,6.14,5.83,5.84,5.88,2.18
한재승,0.04,12,0,12,2,0,0,0,0,0,2,10.2,3,4,6.75,54,13,2,0,0,10,1,1,11,1,0,0,2.53,3.38,5.7,5.75,4.4,2.16
하준수,0.02,2,0,2,1,0,0,0,0,0,0,3,2,2,2,15,3,1,0,0,3,0,0,1,0,0,0,6,6,6,5.85,6.05,2
이우석,-0.05,3,0,3,1,0,0,0,1,0,0,1.2,4,4,1.6,11,1,0,0,0,3,2,0,1,0,0,0,21.6,21.6,8.64,8.42,11.58,2.4
류진욱,-0.06,51,0,51,16,0,0,4,2,0,4,46.1,25,29,30.5,214,48,7,1,2,31,4,0,37,4,1,3,4.86,5.63,5.92,5.85,4.64,1.71
정구범,-0.06,2,0,2,1,0,0,0,0,0,0,1.1,2,2,2,6,1,0,0,1,1,0,0,2,0,0,0,13.5,13.5,13.5,13.16,11.28,1.5
조민석,-0.06,18,0,18,7,0,0,0,1,0,0,16,8,9,10.9,76,17,1,0,2,12,2,0,14,2,0,2,4.5,5.06,6.13,6.27,5.8,1.81
심창민,-0.18,11,0,11,2,0,0,1,2,0,0,6.1,10,10,6.25,37,9,2,0,0,7,3,0,6,0,0,2,14.21,14.21,8.88,8.45,6.31,2.53
강동연,-0.21,6,0,6,2,0,0,0,0,0,0,8.2,10,10,10,44,16,5,1,2,3,1,0,3,0,0,1,10.38,10.38,10.38,10.12,7.1,2.19
김진호,-0.4,36,0,36,8,0,0,4,0,1,0,42.2,29,30,30.9,196,53,6,0,7,20,1,0,35,2,0,10,6.12,6.33,6.52,6.48,5.21,1.71
김건태,-0.47,16,0,16,2,0,0,0,0,0,0,18.1,9,15,16,86,22,7,0,2,12,2,2,16,1,0,1,4.42,7.36,7.85,7.68,4.93,1.85
이용준,-0.6,10,2,8,2,0,0,0,1,0,0,22,21,23,24.05,116,33,11,1,4,13,3,0,19,3,0,3,8.59,9.41,9.84,9.65,6.04,2.09
