name	G	GS	IP	ERA	W	L	QS	QS%	QS+	QS+%	QH	TL	CW	RS	RS9	start W	start L	W%	start BW	start BL	start BQ	start BQS	start BQS%	IP/GS	P/GS	AGS	starter waa	starter war
¾çÇöÁ¾	29	29	171	3.58	9	11	14	48.3	7	24.1	8	2	0	81	4.3	10	18	35.7	1	0	12	3	25	5.9	94.86	51.79	1.11	4.15
ÀÌÀÇ¸®	28	28	131.2	3.96	11	7	6	21.4	2	7.1	16	0	2	96	6.6	19	9	67.9	0	3	24	12	50	4.7	90.93	52	0.95	3.29
À±¿µÃ¶	25	24	121	4.09	7	7	7	29.2	1	4.2	12	1	0	75	5.6	13	11	54.2	0	0	10	5	50	5.04	84.29	48.5	0.59	2.74
ÆÄ³ë´Ï	16	15	80.1	4.37	6	3	5	33.3	1	6.7	6	0	2	55	6.2	9	6	60	1	0	12	6	50	5.36	92.4	49.2	0.5	1.92
¾Ø´õ½¼	14	14	79	3.76	4	7	8	57.1	3	21.4	2	1	0	33	3.8	5	9	35.7	0	0	12	5	41.7	5.64	93.71	51.21	0.16	1.57
»êÃ¼½º	12	11	61	5.46	4	4	3	27.3	2	18.2	1	1	1	33	4.9	6	4	60	0	3	7	4	57.1	5.55	91.91	46.18	-0.52	0.56
¸Þµð³ª	12	12	58	6.05	2	6	3	25	1	8.3	5	0	0	34	5.3	4	8	33.3	0	0	8	5	62.5	4.83	83.58	43.08	-0.85	0.18
±è°Ç±¹	6	5	15	6.6	0	1	0	0	0	0	4	0	0	8	4.8	4	1	80	0	0	7	2	28.6	3	48.8	44.8	-0.25	0.02
È²µ¿ÇÏ	13	6	21	8.14	0	2	0	0	0	0	5	0	0	13	5.6	3	3	50	0	2	13	7	53.8	3.5	65.67	38.5	-0.63	-0.26
¹ÚÁØÇ¥	33	0	0		0	0	0		0		0	0	0	18		0	0		0	0	12	4	33.3					
À¯½ÂÃ¶	1	0	0		0	0	0		0		0	0	0	0		0	0		0	0	0	0						
Á¤ÇØ¿µ	52	0	0		0	0	0		0		0	0	0	8		0	0		0	0	11	3	27.3					
±è´ëÀ¯	41	0	0		0	0	0		0		0	0	0	7		0	0		0	0	23	9	39.1					
Àü»óÇö	64	0	0		0	0	0		0		0	0	0	47		0	0		0	0	27	9	33.3					
À±ÁßÇö	31	0	0		0	0	0		0		0	0	0	12		0	0		0	0	14	4	28.6					
ÃÖÁö¹Î	58	0	0		0	0	0		0		0	0	0	35		0	0		0	0	15	2	13.3					
ÀåÇö½Ä	56	0	0		0	0	0		0		0	0	0	39		0	0		0	0	25	7	28					
±èÀç¿­	9	0	0		0	0	0		0		0	0	0	15		0	0		0	0	2	0	0					
ÀÓ±â¿µ	64	0	0		0	0	0		0		0	0	0	48		0	0		0	0	23	11	47.8					
±è½ÂÇö	10	0	0		0	0	0		0		0	0	0	1		0	0		0	0	4	3	75					
±è±âÈÆ	29	0	0		0	0	0		0		0	0	0	23		0	0		0	0	10	5	50					
ÀÌÁØ¿µ	64	0	0		0	0	0		0		0	0	0	24		0	0		0	0	33	9	27.3					
±èÀ¯½Å	27	0	0		0	0	0		0		0	0	0	15		0	0		0	0	16	5	31.3					
°ûµµ±Ô	14	0	0		0	0	0		0		0	0	0	6		0	0		0	0	9	5	55.6					
