name	GR	IP	ERA	W	L	2time	3time	plus 1	SV	HD	BLSV	BLHD	BL+	save%	TS	TH	TBS	TBH	SD	MD	IR	IRS	IRS%	BQ	BQS	BQS%	IP/GR	P/GR	gmLI	closer war
ÀÓ±â¿µ	64	82	2.96	4	4	15	1	29	3	16	1	2	3	86.4	1	0	1	2	20	14	28	13	46.4	23	11	47.8	1.28	19.5	1.2	2.35
Àü»óÇö	64	58.2	2.15	8	3	17	1	14	1	13	2	0	2	87.5	0	4	2	0	19	9	47	10	21.3	27	9	33.3	0.92	14.77	1.3	1.89
Á¤ÇØ¿µ	52	49.1	2.92	3	4	13	1	5	23	1	3	0	3	88.9	1	0	2	0	20	7	17	5	29.4	11	3	27.3	0.95	15	1.59	1.48
ÀÌÁØ¿µ	64	33.2	3.21	1	0	15	2	1	0	10	0	2	2	83.3	0	2	0	2	7	8	44	12	27.3	33	9	27.3	0.53	9.69	1.16	0.97
ÃÖÁö¹Î	58	59.1	2.12	6	3	15	2	15	3	12	2	4	6	71.4	1	1	1	4	15	10	53	24	45.3	15	2	13.3	1.02	16.98	1.33	0.91
ÀåÇö½Ä	56	51	4.06	2	2	10	0	8	3	5	2	0	2	80	1	1	1	0	7	9	29	9	31	25	7	28	0.91	15.64	0.76	0.63
À±ÁßÇö	31	28	3.86	2	1	7	0	5	0	0	0	0	0		0	0	0	0	3	4	22	5	22.7	14	4	28.6	0.9	13.13	1.03	0.49
È²µ¿ÇÏ	7	10.1	3.48	0	1	1	0	4	0	0	0	0	0		0	0	0	0	1	6	5	3	60	13	7	53.8	1.48	26	1.53	0.2
±è½ÂÇö	10	12.2	4.26	0	0	3	0	4	0	0	0	0	0		0	0	0	0	0	0	6	3	50	4	3	75	1.27	23.4	0.14	0.19
¹ÚÁØÇ¥	33	28	4.5	1	0	8	2	8	0	3	0	0	0	100	0	0	0	0	5	4	16	5	31.3	12	4	33.3	0.85	12.52	0.73	0.14
ÆÄ³ë´Ï	1	2	0	0	0	0	0	1	0	0	0	0	0		0	0	0	0	7	6	0	0		12	6	50	2	30	0.66	0.12
À±¿µÃ¶	1	1.2	0	1	0	0	0	1	0	0	0	0	0		0	0	0	0	10	5	0	0		10	5	50	1.67	24	0.94	0.11
±è´ëÀ¯	41	24.2	5.11	0	2	12	2	1	0	4	0	0	0	100	0	1	0	0	4	6	27	11	40.7	23	9	39.1	0.6	11.17	0.85	0.1
À¯½ÂÃ¶	1	1	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0		0	0		1	19	0.02	0.04
±è°Ç±¹	1	1	9	0	0	0	0	0	0	0	0	0	0		0	0	0	0	1	3	0	0		7	2	28.6	1	13	0	-0.01
°ûµµ±Ô	14	11.2	8.49	0	0	3	0	2	0	0	0	1	1	0	0	0	0	1	0	1	12	5	41.7	9	5	55.6	0.83	16.43	0.31	-0.18
±èÀ¯½Å	27	30.1	5.64	0	1	5	1	8	0	2	0	1	1	66.7	0	0	0	1	1	5	19	11	57.9	16	5	31.3	1.12	20.04	0.8	-0.21
±è±âÈÆ	29	31.1	4.6	2	0	2	0	11	0	0	0	1	1	0	0	0	0	1	4	6	14	7	50	10	5	50	1.08	23.14	0.69	-0.26
»êÃ¼½º	1	2.2	16.88	0	0	0	0	1	0	0	0	0	0		0	0	0	0	2	7	0	0		7	4	57.1	2.67	60	0.8	-0.29
±èÀç¿­	9	11.2	13.11	0	0	0	0	3	0	0	0	0	0		0	0	0	0	0	2	10	2	20	2	0	0	1.3	33.78	0.53	-0.76
¸Þµð³ª	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0	3	9	0	0		8	5	62.5				
ÀÌÀÇ¸®	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0	10	9	0	0		24	12	50				
¾Ø´õ½¼	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0	6	5	0	0		12	5	41.7				
¾çÇöÁ¾	0	0		0	0	0	0	0	0	0	0	0	0		0	0	0	0	11	12	0	0		12	3	25				
