Name	FIP	G	K/9	BB/9	K/BB	HR/9	K%	BB%	K-BB%	BABIP	LOB	ERA	RA9	rRA9	rRA9pf	FIP	xFIP	kwERA	ERA-FIP	ERA-	rRA9-	FIP-	AVG	OBP	SLG	OPS	NP	P/G	P/IP	P/PA
Àü»óÇö	3.3	64	7.67	3.99	1.92	0.15	20	10.4	9.6	0.295	75	2.15	3.07	3.26	3.28	3.3	3.16	4.25	-1.15	53.15	72.41	81.54	0.233	0.316	0.284	0.6	945	14.8	16.1	3.78
±è°Ç±¹	3.41	6	5.06	2.25	2.25	0	12.9	5.7	7.1	0.327	47.8	6.75	6.75	6.27	6.69	3.41	3.49	4.54	3.34	167.03	147.86	84.43	0.286	0.333	0.413	0.746	257	42.8	16.1	3.67
ÀÌÀÇ¸®	3.63	28	10.66	6.36	1.68	0.27	26.1	15.6	10.5	0.3	70.7	3.96	4.37	3.93	4.05	3.63	3.32	4.14	0.34	98.1	89.49	89.75	0.213	0.345	0.275	0.62	2546	90.9	19.3	4.26
ÆÄ³ë´Ï	3.65	16	7.22	2.51	2.87	0.66	18.8	6.6	12.3	0.32	68	4.26	4.48	4.03	4.06	3.65	2.86	3.93	0.61	105.49	89.67	90.41	0.267	0.32	0.373	0.693	1416	88.5	17.2	4.03
¾çÇöÁ¾	3.7	29	7	2.53	2.77	0.68	18.2	6.6	11.7	0.322	71.7	3.58	4.11	4.02	4.13	3.7	2.87	4	-0.12	88.56	91.23	91.5	0.272	0.321	0.383	0.704	2751	94.9	16.1	3.77
ÀÌÁØ¿µ	3.74	64	8.02	6.15	1.3	0	20.1	15.4	4.7	0.277	76.5	3.21	3.21	3.38	3.46	3.74	3.81	4.84	-0.53	79.38	76.44	92.53	0.211	0.342	0.252	0.594	620	9.7	18.4	4.16
»êÃ¼½º	3.77	12	8.34	2.12	3.93	0.99	20.7	5.3	15.4	0.362	59.1	5.94	6.5	6.16	6.1	3.77	2.54	3.55	2.17	146.92	134.8	93.19	0.3	0.345	0.46	0.805	1071	89.3	16.8	3.76
¾Ø´õ½¼	3.83	14	7.29	2.96	2.46	0.68	19	7.7	11.3	0.298	64.6	3.76	4.78	4.45	4.53	3.83	2.99	4.04	-0.07	93.03	100.03	94.69	0.252	0.312	0.371	0.683	1312	93.7	16.6	3.9
ÀÓ±â¿µ	3.93	64	6.26	2.09	3	0.66	17.6	5.9	11.7	0.216	71.2	2.96	3.18	3.4	3.48	3.93	3.13	3.99	-0.96	73.33	76.9	97.18	0.193	0.253	0.303	0.556	1248	19.5	15.2	3.85
°ûµµ±Ô	4.04	14	10.8	7.71	1.4	0	23	16.4	6.6	0.452	57.7	8.49	8.49	8.49	8.64	4.04	4.09	4.61	4.45	209.98	190.89	99.92	0.311	0.456	0.356	0.812	230	16.4	19.7	3.77
Á¤ÇØ¿µ	4.25	52	5.47	3.65	1.5	0.55	13.8	9.2	4.6	0.317	80	2.92	3.28	3.57	3.59	4.25	3.6	4.85	-1.33	72.23	79.44	105.08	0.277	0.349	0.382	0.731	780	15	15.8	3.58
ÃÖÁö¹Î	4.31	58	6.67	3.94	1.69	0.61	18	10.7	7.4	0.25	84.1	2.12	2.58	4.46	4.56	4.31	3.57	4.51	-2.19	52.55	100.7	106.72	0.216	0.31	0.313	0.623	985	17	16.6	4.04
±è´ëÀ¯	4.42	41	7.3	2.92	2.5	0.73	18.2	7.3	10.9	0.333	67.6	5.11	5.47	5.47	5.62	4.42	3.51	4.09	0.69	126.4	124.23	109.4	0.28	0.37	0.376	0.746	458	11.2	18.6	4.16
À±¿µÃ¶	4.55	25	5.43	3.52	1.54	0.73	14	9.1	4.9	0.291	71.7	4.04	4.33	4.11	4.21	4.55	3.66	4.81	-0.51	99.86	93.15	112.58	0.263	0.33	0.396	0.726	2047	81.9	16.7	3.88
ÀåÇö½Ä	4.67	56	7.77	4.59	1.69	1.06	19.5	11.5	8	0.351	76.6	4.06	4.59	4.67	4.81	4.67	3.35	4.44	-0.61	100.44	106.28	115.63	0.296	0.378	0.429	0.807	876	15.6	17.2	3.88
¹ÚÁØÇ¥	4.96	33	4.18	2.89	1.44	0.96	11	7.6	3.4	0.272	63.6	4.5	5.14	5.58	5.58	4.96	3.75	4.99	-0.46	111.35	123.26	122.74	0.259	0.316	0.389	0.705	413	12.5	14.8	3.5
À±ÁßÇö	5.09	31	2.57	3.21	0.8	0.64	7	8.7	-1.7	0.294	73	3.86	4.18	4.24	4.38	5.09	4.31	5.61	-1.24	95.45	96.71	126.01	0.287	0.354	0.376	0.73	407	13.1	14.5	3.54
±è±âÈÆ	5.53	29	7.47	10.63	0.7	0	16.7	23.7	-7.1	0.308	67.2	4.6	6.32	6.76	6.99	5.53	5.61	6.25	-0.94	113.72	154.55	136.95	0.243	0.429	0.313	0.742	671	23.1	21.4	4.3
¸Þµð³ª	5.56	12	5.59	4.5	1.24	0.93	13.4	10.8	2.6	0.312	63.8	6.05	6.52	6.09	6.33	5.56	4.39	5.09	0.49	149.75	140.02	137.58	0.283	0.383	0.442	0.825	1003	83.6	17.3	3.73
±èÀ¯½Å	5.89	27	3.56	5.64	0.63	0.59	8.5	13.5	-5	0.308	69.8	5.64	5.64	6.71	6.7	5.89	5.18	6	-0.26	139.5	148.02	145.83	0.296	0.4	0.417	0.817	541	20	17.8	3.84
±è½ÂÇö	6.1	10	4.97	7.11	0.7	0.71	12.3	17.5	-5.3	0.27	76.2	4.26	4.26	4.26	4.41	6.1	5.24	6.03	-1.84	105.49	97.5	150.93	0.244	0.393	0.356	0.749	234	23.4	18.5	4.11
È²µ¿ÇÏ	6.41	13	5.46	6.03	0.9	1.44	12.8	14.1	-1.3	0.3	64	6.61	7.18	6.59	6.82	6.41	4.59	5.56	0.2	163.48	150.83	158.59	0.285	0.39	0.504	0.894	576	44.3	18.4	3.87
À¯½ÂÃ¶	6.95	1	0	9	0	0	0	25	-25	0	100	0	0	0	0	6.95	6.95	8.4	-6.95	0	0	171.96	0	0.25	0	0.25	19	19	19	4.75
