Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
박상원,2,14,12,4.5,2.67,0,30.2,11.3,18.9,0.367,76.5,2.25,3,4.05,4.16,2,2.07,3.14,0.25,55.47,91.53,49.33,0.256,0.327,0.279,0.606,217,15.5,18.1,4.09
정우람,2.55,23,9.82,2.95,3.33,0.49,23.8,7.1,16.7,0.4,75,2.95,3.93,4.1,4.36,2.55,2.01,3.4,0.39,72.62,96.03,62.9,0.307,0.354,0.413,0.767,329,14.3,17.9,3.92
킹험,2.9,3,9.92,2.76,3.6,0.55,25.7,7.1,18.6,0.311,75,2.76,3.31,3.31,3.4,2.9,2.22,3.17,-0.14,67.93,74.96,71.41,0.238,0.3,0.349,0.649,286,95.3,17.5,4.09
한승주,3.25,7,6.89,2.3,3,0,15.8,5.3,10.5,0.439,65.6,6.32,6.32,6.03,6.07,3.25,3.35,4.14,3.06,155.8,133.67,80.23,0.368,0.421,0.412,0.833,277,39.6,17.7,3.64
페냐,3.39,13,9.58,3.99,2.4,0.53,24.6,10.2,14.3,0.328,70.3,3.72,4.39,4.12,4.16,3.39,2.75,3.68,0.34,91.82,91.7,83.46,0.247,0.334,0.349,0.683,1211,93.2,17.9,4.13
장시환,3.41,64,9.47,4.67,2.03,0.57,23.9,11.8,12.1,0.316,63.5,4.38,5.23,5.01,5.01,3.41,2.74,3.94,0.97,108.04,110.3,84.08,0.239,0.333,0.366,0.699,1182,18.5,18.6,4.22
윤산흠,3.48,37,12.3,8.02,1.53,0.27,29.7,19.4,10.3,0.293,79.6,2.67,3.21,3.06,3.04,3.48,3.18,4.16,-0.81,65.91,66.92,85.9,0.189,0.357,0.27,0.627,683,18.5,20.3,4.41
카펜터,3.57,4,7.5,3,2.5,0.5,19,7.6,11.4,0.321,80,2.5,3,3,2.96,3.57,2.98,4.03,-1.07,61.64,65.18,87.95,0.268,0.329,0.38,0.709,330,82.5,18.3,4.18
윤대경,4.03,25,6.09,2.03,3,0.72,14.6,4.9,9.7,0.38,54.9,7.53,7.53,7.11,7.24,4.03,3.2,4.23,3.5,185.56,159.38,99.29,0.335,0.378,0.475,0.853,1268,50.7,16.8,3.63
김종수,4.12,52,9,4.2,2.14,1,22.8,10.7,12.2,0.283,58.2,4.4,6,6.96,6.92,4.12,2.9,3.94,0.28,108.48,152.41,101.62,0.236,0.321,0.43,0.751,823,15.8,18.3,4.18
김범수,4.13,78,7.91,4.77,1.66,0.68,20.1,12.1,8,0.322,69.5,4.36,4.91,4.75,4.78,4.13,3.3,4.44,0.23,107.58,105.33,101.89,0.261,0.359,0.376,0.735,1137,14.6,17.2,3.93
문동주,4.34,13,11.3,4.4,2.57,1.57,28.3,11,17.3,0.329,66.7,5.65,5.97,5.32,5.59,4.34,2.32,3.32,1.31,139.33,123.02,107.06,0.255,0.341,0.455,0.796,482,37.1,16.8,3.8
윤호솔,4.37,52,7.02,5.95,1.18,0.43,16.6,14.1,2.5,0.306,66.2,4.04,5.53,5.53,5.72,4.37,3.91,5.1,-0.34,99.59,125.88,107.86,0.256,0.36,0.339,0.699,801,15.4,18.9,4.03
주현상,4.38,49,5.37,2.28,2.36,0.81,13.4,5.7,7.7,0.342,55.6,6.83,6.99,7.38,7.5,4.38,3.42,4.48,2.45,168.42,165.13,107.91,0.311,0.361,0.486,0.847,916,18.7,16.6,3.71
이민우,4.45,24,4.87,3.1,1.57,0.66,12.1,7.7,4.4,0.331,63.9,5.31,5.75,5.99,6.08,4.45,3.68,4.87,0.86,130.95,133.8,109.79,0.301,0.357,0.428,0.785,728,30.3,17.9,4
김재영,4.6,30,4.8,3.6,1.33,0.3,11.7,8.8,2.9,0.32,52.9,5.4,7.5,8.07,7.9,4.6,4.29,5.05,0.8,133.13,173.91,113.51,0.292,0.382,0.434,0.816,533,17.8,17.8,3.89
김민우,4.61,29,7.12,4.64,1.54,0.88,18.1,11.8,6.3,0.274,71.8,4.36,4.53,4.31,4.33,4.61,3.53,4.64,-0.25,107.54,95.43,113.64,0.237,0.336,0.386,0.722,2752,94.9,16.9,3.87
장민재,4.74,32,5.33,2.77,1.92,1.07,14.1,7.3,6.8,0.277,77.4,3.55,3.84,3.84,3.82,4.74,3.42,4.59,-1.19,87.59,84.1,116.89,0.259,0.317,0.399,0.716,2117,66.2,16.7,3.99
라미레즈,4.8,13,6.47,5.1,1.27,0.55,16.5,13,3.5,0.257,70,4.13,4.55,4.26,4.36,4.8,4.15,4.98,-0.67,101.89,95.94,118.39,0.219,0.34,0.295,0.635,1164,89.5,17.8,4.08
박준영,4.85,5,8.18,6.55,1.25,0.82,18.9,15.1,3.8,0.353,40,10.64,10.64,9.65,9.61,4.85,3.86,4.95,5.79,262.23,211.71,119.52,0.289,0.396,0.356,0.752,216,43.2,19.6,4.08
