Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
송윤준,4.91,3,6.23,4.15,1.5,0,14.3,9.5,4.8,0.231,57.1,6.23,6.23,6.23,6.3,4.91,5,4.83,1.32,153.62,138.77,121.17,0.188,0.35,0.313,0.663,72,24,16.6,3.43
신정락,4.96,44,4.4,3.06,1.44,0.77,10.7,7.4,3.3,0.293,72.5,4.02,4.79,6.03,6.1,4.96,4.05,5.01,-0.94,99.14,134.29,122.25,0.278,0.35,0.406,0.756,750,17,16,3.49
강재민,5.08,56,6.84,5.08,1.34,1.23,16.8,12.5,4.3,0.25,76.1,4.21,4.56,5.03,4.95,5.08,3.53,4.88,-0.87,103.74,109.09,125.19,0.228,0.339,0.373,0.712,911,16.3,17.7,3.93
이승관,5.28,7,5.06,6.75,0.75,0,10.7,14.3,-3.6,0.421,53.8,10.13,10.13,7.76,7.85,5.28,5.4,5.83,4.84,249.63,172.88,130.28,0.381,0.481,0.429,0.91,103,14.7,19.3,3.68
임준섭,5.48,5,0,2.46,0,0,0,5.6,-5.6,0.313,85.7,2.45,2.45,5.03,5.49,5.48,5.65,6.07,-3.02,60.52,120.9,134.98,0.357,0.389,0.429,0.818,70,14,19.1,3.89
남지민,5.51,22,4.15,4.55,0.91,0.91,9.8,10.8,-1,0.314,61.8,6.37,6.88,6.55,6.53,5.51,4.41,5.51,0.86,157.07,143.75,135.79,0.298,0.376,0.429,0.805,1554,70.6,17.5,3.72
류희운,5.83,7,7.5,9,0.83,0,16.7,20,-3.3,0.294,84.6,3,3,6.38,6.49,5.83,5.9,5.8,-2.83,73.96,142.84,143.84,0.238,0.433,0.286,0.719,117,16.7,19.5,3.9
김규연,6.24,12,7.24,7.9,0.92,1.32,15.7,17.1,-1.4,0.311,68,5.27,7.24,7.24,7.03,6.24,4.61,5.57,-0.97,129.89,154.75,153.73,0.281,0.4,0.474,0.874,296,24.7,21.7,4.23
박윤철,6.69,11,4.32,6.21,0.7,1.35,9.8,14,-4.3,0.308,74.6,4.59,5.94,5.86,5.9,6.69,5.01,5.91,-2.1,113.16,129.83,165.04,0.301,0.405,0.463,0.868,643,58.5,19.3,3.92
이충호,8.18,5,7.71,9.64,0.8,1.93,14.8,18.5,-3.7,0.375,66.7,9.64,9.64,8.97,8.55,8.18,5.72,5.84,1.47,237.74,188.26,201.6,0.333,0.481,0.524,1.005,101,20.2,21.6,3.74
김기중,9.18,5,6,8.25,0.73,3,12.7,17.5,-4.8,0.263,80,6,7.5,7.88,7.83,9.18,5.33,5.97,-3.18,147.93,172.34,226.43,0.292,0.419,0.583,1.002,248,49.6,20.7,3.94
이재민,13.08,2,0,22.5,0,0,0,33.3,-33.3,0.333,11.1,36,36,26.78,29.3,13.08,13.22,9.4,22.92,887.56,645.15,322.58,0.375,0.6,0.5,1.1,55,27.5,27.5,3.67
김도현,3103.78,1,,,,,0,0,0,1,50,99.99,99.99,86.92,89.13,3103.78,3158.08,5.4,-3003.79,2465.19,1962.58,76521.9,1,1,1.333,2.333,18,18,,4.5
