name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
김민우,29,29,163,4.36,6,11,13,44.8,5,17.2,6,0,0,64,3.5,9,19,32.1,0,0,9,7,77.8,5.62,94.9,50.76,0.47,3.36
장민재,32,25,120.1,3.59,7,8,3,12,0,0,17,0,0,47,3.5,12,13,48,0,0,12,3,25,4.81,81.16,50.04,1.13,3.27
페냐,13,13,67.2,3.72,5,4,5,38.5,0,0,4,0,0,35,4.7,5,8,38.5,0,0,9,4,44.4,5.21,93.15,51.92,0.32,1.52
라미레즈,13,13,65.1,4.13,2,6,6,46.2,1,7.7,1,0,0,31,4.3,3,9,25,0,0,5,4,80,5.03,89.54,50.62,0.17,1.33
카펜터,4,4,18,2.5,0,1,0,0,0,0,4,0,0,6,3,1,3,25,0,0,0,0,,4.5,82.5,52.25,0.35,0.67
킹험,3,3,16.1,2.76,1,2,2,66.7,0,0,0,0,0,5,2.8,1,2,33.3,0,0,4,0,0,5.44,95.33,56,0.22,0.51
문동주,13,4,17,4.76,1,3,0,0,0,0,2,0,0,14,7.4,1,3,25,0,0,5,4,80,4.25,71.25,50.5,-0.01,0.29
한승주,7,2,8.1,5.4,0,0,0,0,0,0,2,0,0,8,8.6,1,1,50,0,0,4,1,25,4.17,66,45,-0.04,0.11
박윤철,11,7,26,4.85,0,3,0,0,0,0,5,0,0,11,3.8,2,5,28.6,0,0,11,1,9.1,3.71,72.71,41.86,-0.4,0.06
이민우,24,4,14.2,6.14,1,0,0,0,0,0,3,0,0,31,19,4,0,100,0,0,11,4,36.4,3.67,72.5,40,-0.2,0.06
남지민,22,20,84,6.64,1,11,3,15,1,5,9,0,0,42,4.5,3,17,15,0,0,19,6,31.6,4.2,73.6,40.35,-1.71,-0.22
박준영,5,2,7,12.86,0,1,0,0,0,0,0,0,0,4,5.1,0,2,0,0,0,4,2,50,3.5,57.5,33,-0.34,-0.22
김재영,30,1,2,0,0,1,0,0,0,0,0,0,0,25,100,0,1,0,0,0,10,6,60,2,63,39,-0.28,-0.24
김기중,5,3,9,8,0,2,0,0,0,0,1,0,0,4,4,0,3,0,0,0,3,0,0,3,59,38.67,-0.41,-0.25
윤대경,25,14,64,8.02,3,8,5,35.7,0,0,1,0,0,31,4.4,4,10,28.6,0,0,20,10,50,4.57,76.29,38.36,-1.69,-0.56
김종수,52,0,0,,0,0,0,,0,,0,0,0,28,,0,0,,0,0,13,2,15.4,,,,,
주현상,49,0,0,,0,0,0,,0,,0,0,0,20,,0,0,,0,0,13,9,69.2,,,,,
이승관,7,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,5,3,60,,,,,
김규연,12,0,0,,0,0,0,,0,,0,0,0,13,,0,0,,0,0,4,0,0,,,,,
장시환,64,0,0,,0,0,0,,0,,0,0,0,15,,0,0,,0,0,8,7,87.5,,,,,
김범수,78,0,0,,0,0,0,,0,,0,0,0,26,,0,0,,0,0,27,12,44.4,,,,,
박상원,14,0,0,,0,0,0,,0,,0,0,0,7,,0,0,,0,0,4,1,25,,,,,
윤산흠,37,0,0,,0,0,0,,0,,0,0,0,8,,0,0,,0,0,17,4,23.5,,,,,
이재민,2,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,4,4,100,,,,,
송윤준,3,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,3,0,0,,,,,
윤호솔,52,0,0,,0,0,0,,0,,0,0,0,35,,0,0,,0,0,18,7,38.9,,,,,
김도현,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,2,0,0,,,,,
신정락,44,0,0,,0,0,0,,0,,0,0,0,24,,0,0,,0,0,9,1,11.1,,,,,
이충호,5,0,0,,0,0,0,,0,,0,0,0,11,,0,0,,0,0,2,2,100,,,,,
정우람,23,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,5,0,0,,,,,
임준섭,5,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,2,0,0,,,,,
류희운,7,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,0,0,,,,,,
강재민,56,0,0,,0,0,0,,0,,0,0,0,13,,0,0,,0,0,14,3,21.4,,,,,
