Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
김민우,3.36,29,29,0,1,1,0,6,11,0,0,163,79,82,78,711,143,40,1,16,84,8,8,129,9,0,13,4.36,4.53,4.31,4.33,4.61,1.39
장민재,3.33,32,25,7,1,0,0,7,8,0,0,126.2,50,54,54,531,124,18,2,15,39,4,1,75,6,0,3,3.55,3.84,3.84,3.82,4.74,1.29
페냐,1.52,13,13,0,0,0,0,5,4,0,0,67.2,28,33,30.95,293,63,10,2,4,30,4,0,72,4,0,4,3.72,4.39,4.12,4.16,3.39,1.37
라미레즈,1.33,13,13,0,0,0,0,2,6,0,0,65.1,30,33,30.95,285,52,6,0,4,37,7,0,47,4,1,0,4.13,4.55,4.26,4.36,4.8,1.36
윤산흠,1.06,37,0,37,7,0,0,1,1,0,3,33.2,10,12,11.45,155,23,7,0,1,30,2,4,46,5,0,6,2.67,3.21,3.06,3.04,3.48,1.57
김범수,0.7,78,0,78,5,0,0,3,7,0,27,66,32,36,34.8,289,64,13,0,5,35,3,5,58,4,0,2,4.36,4.91,4.75,4.78,4.13,1.5
카펜터,0.67,4,4,0,0,0,0,0,1,0,0,18,5,6,6,79,19,5,0,1,6,1,0,15,1,0,1,2.5,3,3,2.96,3.57,1.39
킹험,0.51,3,3,0,0,0,0,1,2,0,0,16.1,5,6,6,70,15,2,1,1,5,1,0,18,2,0,0,2.76,3.31,3.31,3.4,2.9,1.22
장시환,0.49,64,0,64,30,0,0,0,5,14,9,63.2,31,37,35.45,280,57,14,2,4,33,1,4,67,5,0,2,4.38,5.23,5.01,5.01,3.41,1.41
강재민,0.42,56,0,56,24,0,0,4,8,7,7,51.1,24,26,28.7,232,44,5,1,7,29,4,8,39,2,0,1,4.21,4.56,5.03,4.95,5.08,1.42
정우람,0.29,23,0,23,5,0,0,0,1,1,7,18.1,6,8,8.35,84,23,5,0,1,6,0,1,20,2,0,0,2.95,3.93,4.1,4.36,2.55,1.58
박상원,0.24,14,0,14,1,0,0,0,0,0,4,12,3,4,5.4,53,11,1,0,0,6,0,0,16,3,0,1,2.25,3,4.05,4.16,2,1.42
문동주,0.21,13,4,9,1,0,0,1,3,0,2,28.2,18,19,16.95,127,28,5,1,5,14,1,0,36,4,1,2,5.65,5.97,5.32,5.59,4.34,1.47
박윤철,0.15,11,7,4,2,0,0,0,3,0,0,33.1,17,22,21.7,164,41,7,0,5,23,2,0,16,2,1,2,4.59,5.94,5.86,5.9,6.69,1.92
이민우,0.07,24,4,20,1,0,0,1,0,0,0,40.2,24,26,27.05,182,50,8,2,3,14,1,0,22,5,0,1,5.31,5.75,5.99,6.08,4.45,1.57
한승주,0.06,7,2,5,0,0,0,0,0,0,0,15.2,11,11,10.5,76,25,3,0,0,4,3,0,12,0,0,0,6.32,6.32,6.03,6.07,3.25,1.85
임준섭,0.03,5,0,5,1,0,0,0,0,0,0,3.2,1,1,2.05,18,5,1,0,0,1,1,0,0,0,0,2,2.45,2.45,5.03,5.49,5.48,1.64
윤호솔,0.01,52,0,52,7,0,0,3,5,0,7,42.1,19,26,26,199,43,6,1,2,28,0,2,33,6,0,3,4.04,5.53,5.53,5.72,4.37,1.68
류희운,0.01,7,0,7,3,0,0,0,0,0,0,6,2,2,4.25,30,5,1,0,0,6,2,0,5,0,0,2,3,3,6.38,6.49,5.83,1.83
송윤준,-0.01,3,0,3,1,0,0,0,0,0,0,4.1,3,3,3,21,3,0,1,0,2,2,0,3,1,0,0,6.23,6.23,6.23,6.3,4.91,1.15
남지민,-0.02,22,20,2,1,0,0,2,11,0,0,89,63,68,64.75,418,109,19,1,9,45,3,0,41,3,0,5,6.37,6.88,6.55,6.53,5.51,1.73
김도현,-0.03,1,0,1,0,0,0,0,0,0,0,0,2,2,3.05,4,3,1,0,0,0,1,0,0,0,0,1,99.99,99.99,86.92,89.13,3103.78,99.99
김규연,-0.04,12,0,12,4,0,0,0,0,0,1,13.2,8,11,11,70,16,5,0,2,12,0,0,11,3,0,2,5.27,7.24,7.24,7.03,6.24,2.05
이승관,-0.06,7,0,7,2,0,0,0,0,0,0,5.1,6,6,4.6,28,8,1,0,0,4,1,0,3,0,0,0,10.13,10.13,7.76,7.85,5.28,2.25
