name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
강재민,58,63.1,2.13,2,1,11,0,21,5,13,6,1,7,72,1,2,1,0,25,10,36,13,36.1,9,2,22.2,1.09,19.98,1.56,2.22
주현상,43,50.1,3.58,2,2,3,0,18,0,4,0,3,3,57.1,0,1,0,1,13,8,31,11,35.5,10,4,40,1.17,21.51,1.04,0.97
김범수,54,65,5.12,4,7,9,0,19,1,9,5,4,9,52.6,1,1,1,2,13,15,33,7,21.2,39,16,41,1.2,22.56,1.23,0.87
윤대경,34,43,4.19,1,2,5,0,15,0,7,0,2,2,77.8,0,1,0,1,16,8,21,9,42.9,24,7,29.2,1.26,21,0.88,0.65
배동현,16,24,3,1,0,2,0,7,0,0,0,0,0,,0,0,0,0,2,7,11,5,45.5,16,5,31.3,1.5,28.13,0.73,0.58
송윤준,17,12.2,3.55,0,0,4,0,2,0,2,0,0,0,100,0,0,0,0,0,0,8,1,12.5,6,2,33.3,0.75,12.76,0.38,0.35
김이환,9,15,4.8,0,0,0,0,5,0,0,0,0,0,,0,0,0,0,3,3,5,1,20,12,5,41.7,1.67,28.56,0.4,0.31
김기중,3,5.1,1.69,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,6,8,1,1,100,14,1,7.1,1.78,33,0.63,0.2
박주홍,1,2,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,1,1,2,0,0,4,1,25,2,41,1.34,0.15
김진영,20,18.1,3.93,0,1,3,0,6,0,1,0,0,0,100,0,0,0,0,1,3,17,7,41.2,10,3,30,0.92,15.45,0.78,0.15
정인욱,7,7.1,2.45,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,3,2,66.7,2,1,50,1.05,23.43,0.17,0.12
김민우,1,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,13,11,0,0,,19,9,47.4,1,12,1.51,0.08
카펜터,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,17,11,0,0,,10,4,40,1,16,1.34,0.08
정진호,3,1.2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,0,,0.56,7.67,0,0.07
문동욱,1,1.1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,0,0,1.33,24,0.05,0.06
윤호솔,55,48.2,4.62,3,0,9,0,9,0,8,0,0,0,100,0,0,0,0,11,5,42,15,35.7,23,7,30.4,0.88,15.29,0.65,0.05
김종수,49,46.2,4.82,1,1,7,1,14,0,6,0,0,0,100,0,2,0,0,8,9,36,10,27.8,19,4,21.1,0.95,18.88,0.75,0.03
황영국,18,14.2,5.52,0,2,1,0,3,0,2,2,0,2,50,0,0,2,0,2,5,14,4,28.6,13,4,30.8,0.81,15.56,1.09,0
신지후,2,0.1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,2,100,0.17,7,0.11,-0.02
윤산흠,5,3,6,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2,100,5,1,20,0.6,15,0.25,-0.03
오동욱,34,25,5.4,0,1,5,0,3,0,2,0,0,0,100,0,0,0,0,2,4,19,5,26.3,12,3,25,0.74,13.38,0.49,-0.06
장시환,3,2,9,0,0,0,0,0,0,1,0,0,0,100,0,0,0,0,2,9,1,1,100,17,10,58.8,0.67,11.67,0.33,-0.12
장웅정,4,7.1,9.82,0,0,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,,1.83,34,0.16,-0.17
강경학,1,0.2,54,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,0,0,0.67,28,0,-0.18
장민재,6,5.2,3.18,0,0,2,0,1,0,0,0,0,0,,0,0,0,0,4,3,6,2,33.3,4,2,50,0.94,18.83,0.14,-0.18
서균,3,1.2,10.8,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,5,4,80,1,1,100,0.56,12.33,0.77,-0.22
김기탁,19,12.1,5.84,0,0,3,1,2,0,4,1,0,1,80,0,0,1,0,2,3,16,5,31.3,11,4,36.4,0.65,11.89,0.98,-0.22
이충호,17,16.1,7.71,1,0,1,0,5,0,0,0,0,0,,0,0,0,0,1,2,8,3,37.5,11,5,45.5,0.96,19.53,0.56,-0.24
정우람,50,44.2,5.64,1,4,8,0,4,15,1,5,0,5,76.2,1,0,0,0,18,10,14,3,21.4,6,1,16.7,0.89,16.34,1.53,-0.24
이승관,6,4.2,17.36,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,2,1,1,100,9,7,77.8,0.78,22.17,0.12,-0.35
임준섭,13,10.2,10.97,0,0,2,0,4,0,0,0,0,0,,0,0,0,0,1,2,9,2,22.2,14,4,28.6,0.82,20.62,0.47,-0.86
신정락,20,20,8.55,0,2,3,0,5,0,2,0,0,0,100,0,0,0,0,3,6,16,6,37.5,7,2,28.6,1,19.2,0.9,-1.24
남지민,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,2,0,0,,5,2,40,,,,
킹험,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,15,8,0,0,,5,1,20,,,,
