Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
문동욱,2.34,1,13.5,6.75,2,0,33.3,16.7,16.7,0.333,100,0,0,0,0,2.34,2.39,3.4,-2.34,0,0,53.86,0.2,0.333,0.2,0.533,24,24,18,4
김기탁,3.35,19,8.76,5.11,1.71,0,20.7,12.1,8.6,0.368,54.5,5.84,7.3,7.66,7.78,3.35,3.45,4.37,2.49,134.26,162.45,76.94,0.298,0.379,0.426,0.805,226,11.9,18.3,3.9
강재민,3.39,58,7.82,3.7,2.12,0.28,20.4,9.7,10.8,0.275,83.5,2.13,2.27,3.21,3.37,3.39,3.12,4.11,-1.26,49.02,70.33,77.99,0.22,0.308,0.302,0.61,1159,20,18.3,4.31
킹험,3.39,25,8.19,2.56,3.2,0.69,22.2,6.9,15.2,0.266,70.9,3.19,3.63,3.59,3.62,3.39,2.56,3.57,-0.2,73.31,75.57,78.01,0.219,0.278,0.321,0.599,2356,94.2,16.4,3.99
황영국,3.54,18,9.21,6.14,1.5,0,21.1,14.1,7,0.356,63,5.52,6.14,5.8,6.09,3.54,3.63,4.55,1.99,127.02,127.18,81.3,0.281,0.38,0.298,0.678,280,15.6,19.1,3.94
김범수,3.56,56,8.92,5.35,1.67,0.26,21.9,13.2,8.8,0.328,62.4,5.22,5.6,4.94,5.02,3.56,3.31,4.35,1.66,120.09,104.83,81.82,0.253,0.353,0.331,0.684,1337,23.9,18.9,4.19
카펜터,3.91,31,9.48,3.81,2.49,0.85,24,9.7,14.3,0.297,68.9,3.97,4.76,4.65,4.78,3.91,2.87,3.68,0.06,91.32,99.82,90.02,0.234,0.327,0.35,0.677,2999,96.7,17.6,4.02
김민우,4.56,29,7.24,4.4,1.64,0.87,18.9,11.5,7.4,0.267,74.1,4,4.11,3.84,3.93,4.56,3.49,4.51,-0.56,91.95,82.07,104.89,0.23,0.325,0.353,0.678,2666,91.9,17.2,4.03
주현상,4.78,43,5.9,3.76,1.57,1.07,15.1,9.6,5.5,0.26,78.3,3.58,3.75,4.4,4.39,4.78,3.47,4.74,-1.2,82.25,91.59,109.89,0.241,0.316,0.398,0.714,925,21.5,18.4,4.24
윤대경,4.81,43,6.26,3.94,1.59,0.93,16,10.1,5.9,0.279,76.5,3.94,4.06,4.19,4.27,4.81,3.69,4.69,-0.87,90.61,89.26,110.65,0.247,0.337,0.373,0.71,1291,30,16.6,3.83
송윤준,4.84,17,5.68,4.26,1.33,0.71,14.5,10.9,3.6,0.29,78.9,3.55,3.55,2.91,3.02,4.84,4.01,4.96,-1.29,81.71,63.07,111.33,0.255,0.364,0.362,0.726,217,12.8,17.1,3.95
정우람,4.9,50,6.45,4.03,1.6,1.01,16.1,10.1,6,0.316,66.2,5.64,5.84,6.01,6.26,4.9,3.68,4.68,0.74,129.76,130.66,112.79,0.28,0.369,0.399,0.768,817,16.3,18.3,4.11
장민재,5.13,12,3.99,2.46,1.63,1.23,10.2,6.3,3.9,0.297,69.4,2.76,5.22,5.23,5.5,5.13,3.6,4.93,-2.37,63.51,114.76,117.92,0.288,0.333,0.449,0.782,453,37.8,15.4,3.54
