Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
장시환,5.18,19,6.13,6.26,0.98,0.52,13.7,14,-0.3,0.352,58.5,7.04,8.09,7.43,7.67,5.18,4.59,5.44,1.86,161.99,160.25,119.13,0.306,0.413,0.398,0.811,1329,69.9,19.3,3.89
김기중,5.29,15,6.04,6.04,1,0.67,13.8,13.8,0,0.332,73.2,4.7,5.37,5.37,5.54,5.29,4.51,5.4,-0.59,108,115.69,121.6,0.294,0.399,0.407,0.806,1040,69.3,19.4,4
윤호솔,5.36,55,7.77,5.55,1.4,1.3,19.6,14,5.6,0.26,70.3,4.62,5.36,6.08,6.27,5.36,3.74,4.73,-0.74,106.33,130.95,123.26,0.233,0.347,0.449,0.796,841,15.3,17.3,3.93
배동현,5.36,20,6.16,5.92,1.04,0.71,14.7,14.1,0.6,0.261,71.2,4.5,4.97,4.97,5.15,5.36,4.54,5.33,-0.86,103.5,107.64,123.31,0.234,0.356,0.372,0.728,731,36.6,19.2,4.13
정진호,5.63,3,0,5.4,0,0,0,16.7,-16.7,0.2,100,0,0,0,0,5.63,5.7,7.4,-5.63,0,0,129.41,0.2,0.333,0.2,0.533,23,7.7,13.8,3.83
임준섭,5.79,13,9.28,6.75,1.38,0.84,17.2,12.5,4.7,0.45,43.3,10.97,15.19,15.02,16.6,5.79,4.77,4.84,5.18,252.27,346.59,133.21,0.373,0.484,0.529,1.013,268,20.6,25.1,4.19
김종수,5.84,49,7.33,6.17,1.19,1.35,18.3,15.4,2.9,0.213,67.8,4.82,5.59,6.23,6.21,5.84,4.15,5.05,-1.02,110.89,129.74,134.34,0.202,0.333,0.387,0.72,925,18.9,19.8,4.45
이충호,5.85,17,6.06,7.16,0.85,0.55,12.9,15.3,-2.4,0.339,54.3,7.71,9.37,8.32,8.19,5.85,5.22,5.68,1.87,177.42,171.02,134.51,0.294,0.429,0.426,0.855,332,19.5,20.3,3.91
윤산흠,6.23,5,6,6,1,0,10.5,10.5,0,0.539,81.8,6,6,8.55,8.42,6.23,6.33,5.4,-0.23,137.99,175.79,143.36,0.467,0.579,0.467,1.046,75,15,25,3.95
신정락,6.28,20,6.3,6.75,0.93,1.35,13.7,14.7,-1,0.349,48.7,8.55,10.8,11.9,12.12,6.28,4.62,5.52,2.27,196.64,253.01,144.48,0.333,0.439,0.56,0.999,384,19.2,19.2,3.76
김진영,6.34,20,3.93,6.87,0.57,0.98,9.9,17.3,-7.4,0.246,81.5,3.93,3.93,5.35,5.43,6.34,5.12,6.29,-2.41,90.32,113.41,145.85,0.242,0.37,0.379,0.749,309,15.5,16.9,3.81
오동욱,6.5,34,4.68,5.76,0.81,1.08,11.1,13.7,-2.6,0.225,65.8,5.4,6.12,6.55,6.84,6.5,5.19,5.71,-1.1,124.2,142.88,149.47,0.221,0.359,0.411,0.77,455,13.4,18.2,3.89
김이환,6.53,14,4.5,7.62,0.59,0.69,9.8,16.7,-6.8,0.333,65.5,7.62,7.62,6.68,6.78,6.53,5.74,6.22,1.08,175.15,141.51,150.24,0.308,0.443,0.413,0.856,526,37.6,20.2,3.98
서균,7.49,3,0,0,,0,0,0,0,0.286,50,10.8,10.8,19.17,19.82,7.49,7.66,5.4,3.31,248.39,413.89,172.19,0.333,0.444,0.333,0.777,37,12.3,22.2,3.7
정인욱,8.03,8,5.79,9.64,0.6,1.93,13.6,22.7,-9.1,0.154,76.9,4.82,5.79,6.46,6.56,8.03,5.57,6.49,-3.21,110.89,137.06,184.71,0.176,0.364,0.382,0.746,212,26.5,22.7,4.82
남지민,8.59,3,3.68,8.59,0.43,1.23,7.3,17.1,-9.8,0.296,72.2,7.36,7.36,6.32,6.52,8.59,7.13,6.57,-1.23,169.36,136.15,197.66,0.29,0.463,0.452,0.915,154,51.3,21,3.76
장웅정,9.74,4,4.91,2.46,2,4.91,10.5,5.3,5.3,0.393,81.8,9.82,9.82,9.82,10.54,9.74,3.43,4.77,0.08,225.81,220.02,224,0.417,0.447,0.861,1.308,136,34,18.5,3.58
박주홍,10.57,2,9,27,0.33,0,16.7,50,-33.3,0.333,63.6,12,12,10.95,10.03,10.57,10.64,9.4,1.43,275.99,209.34,243.03,0.25,0.611,0.25,0.861,90,45,30,5
이승관,12.41,8,7.94,25.41,0.31,1.59,11.4,36.4,-25,0.476,26.9,27,31.76,27.08,28.38,12.41,10.5,8.4,14.59,620.97,592.54,285.51,0.423,0.628,0.731,1.359,193,24.1,34.1,4.39
신지후,13.07,2,0,27,0,0,0,33.3,-33.3,0,-100,0,54,13.5,15.48,13.07,13.24,9.4,-13.07,0,323.22,300.52,0,0.333,0,0.333,14,7,42,4.67
강경학,17.72,1,0,27,0,0,0,25,-25,0.6,33.3,54,54,54,56.68,17.72,17.98,8.4,36.28,1241.95,1183.62,407.47,0.6,0.75,0.8,1.55,28,28,42,3.5
