Name,BABIP,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%
지명성,0.1,10,60,0,40,40,0,1.5,0,0
안영명,0.232,95,56.4,2,40.6,42.6,1,1.3,4.7,8.3
엄상백,0.236,144,34.9,5.3,57.9,63.2,2,0.6,7.3,0
박시영,0.241,108,54.9,2.7,34.5,37.2,8,1.5,9.5,20
조현우,0.252,103,52.4,7.6,39,46.7,1,1.1,0,7.7
이대은,0.258,89,53.2,4.3,39.4,43.6,3.2,1.2,9.8,11.1
전유수,0.267,30,51.6,9.7,38.7,48.4,0,1.1,6.7,22.2
심재민,0.268,138,45.5,2.1,48.3,50.3,4.2,0.9,5.6,9.8
이창재,0.279,79,41.8,6.3,48.1,54.4,3.8,0.8,0,9.1
주권,0.28,161,46.7,4.1,46.7,50.9,2.4,0.9,3.5,8.3
고영표,0.286,482,58,2.6,35.3,37.9,4.1,1.5,4.8,9.5
김재윤,0.287,181,35.3,5.9,57.2,63.1,1.6,0.6,4.2,1.8
데스파이네,0.301,548,52.9,3.2,39.5,42.7,4.4,1.2,4.1,4.6
배제성,0.306,392,46.3,5.5,47,52.5,1.2,0.9,2.8,7.1
이정현,0.31,29,50,3.1,46.9,50,0,1,18.8,8.3
소형준,0.314,373,59.8,2.6,34.9,37.5,2.6,1.6,4.2,9.8
쿠에바스,0.323,372,40.9,6.9,49.9,56.8,2.3,0.7,5,7.6
김민수,0.327,165,53.8,2.3,40.4,42.7,3.5,1.3,2.7,10.7
이상동,0.333,21,57.1,9.5,33.3,42.9,0,1.3,0,28.6
유원상,0.357,42,52.4,4.8,35.7,40.5,7.1,1.3,0,13.3
하준호,0.368,38,50,2.5,45,47.5,2.5,1.1,10.5,18.8
이강준,0.4,10,50,0,40,40,10,1.3,0,25
한차현,0.467,15,22.2,0,66.7,66.7,11.1,0.3,25,20
이보근,0.511,47,44.2,3.8,50,53.8,1.9,0.8,14.3,14.3
