name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
고영표,26,25,163.2,2.91,11,6,21,84,10,40,0,0,0,106,5.8,14,9,60.9,0,0,6,1,16.7,6.55,94.76,58.32,3.27,6.18
데스파이네,33,33,188.2,3.39,13,10,21,63.6,7,21.2,4,0,0,113,5.4,18,13,58.1,0,0,19,3,15.8,5.72,103.18,53.42,2.6,5.95
배제성,26,26,141.2,3.68,9,10,12,46.2,3,11.5,10,0,0,80,5.1,12,12,50,0,0,13,6,46.2,5.45,93.69,51.96,1.39,3.91
쿠에바스,23,23,133.1,4.12,9,5,11,47.8,5,21.7,4,0,0,76,5.1,12,10,54.5,0,0,13,1,7.7,5.8,95.26,51.91,0.54,2.91
소형준,24,24,119,4.16,7,7,8,33.3,4,16.7,9,0,0,77,5.8,14,10,58.3,0,0,14,6,42.9,4.96,87.38,48.38,0.32,2.43
엄상백,10,9,46,4.7,4,1,3,33.3,0,0,4,0,0,36,7,5,2,71.4,0,0,4,3,75,5.11,91.11,49.89,0.39,1.21
심재민,28,2,8.2,3.12,0,1,0,0,0,0,2,0,0,12,12.5,1,1,50,0,0,7,3,42.9,4.33,75,51,0.19,0.35
김민수,56,1,5,3.6,0,1,0,0,0,0,1,0,0,22,39.6,0,1,0,0,0,19,5,26.3,5,78,55,0.09,0.18
이정현,2,1,6,9,0,1,0,0,0,0,0,0,0,4,6,0,1,0,0,0,0,0,,6,82,32,-0.17,-0.06
이대은,31,0,0,,0,0,0,,0,,0,0,0,30,,0,0,,0,0,8,2,25,,,,,
이강준,4,0,0,,0,0,0,,0,,0,0,0,4,,0,0,,0,0,3,3,100,,,,,
유원상,11,0,0,,0,0,0,,0,,0,0,0,12,,0,0,,0,0,6,2,33.3,,,,,
조현우,49,0,0,,0,0,0,,0,,0,0,0,15,,0,0,,0,0,20,5,25,,,,,
이상동,6,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,1,1,100,,,,,
한차현,3,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,2,0,0,,,,,
이보근,16,0,0,,0,0,0,,0,,0,0,0,14,,0,0,,0,0,11,4,36.4,,,,,
이창재,32,0,0,,0,0,0,,0,,0,0,0,10,,0,0,,0,0,11,3,27.3,,,,,
박시영,48,0,0,,0,0,0,,0,,0,0,0,24,,0,0,,0,0,17,5,29.4,,,,,
김재윤,65,0,0,,0,0,0,,0,,0,0,0,16,,0,0,,0,0,2,0,0,,,,,
안영명,35,0,0,,0,0,0,,0,,0,0,0,13,,0,0,,0,0,6,6,100,,,,,
주권,62,0,0,,0,0,0,,0,,0,0,0,39,,0,0,,0,0,24,7,29.2,,,,,
지명성,3,0,0,,0,0,0,,0,,0,0,0,7,,0,0,,0,0,0,0,,,,,,
하준호,10,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,0,0,,,,,,
전유수,11,0,0,,0,0,0,,0,,0,0,0,7,,0,0,,0,0,7,4,57.1,,,,,
