Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
고영표,6.26,26,25,1,1,1,1,11,6,0,1,166.2,54,59,58.65,664,147,20,2,9,27,14,1,130,5,0,1,2.92,3.19,3.17,3.15,3.22,1.04
데스파이네,5.95,33,33,0,0,0,0,13,10,0,0,188.2,71,81,79.8,819,175,30,3,10,78,7,0,165,11,0,15,3.39,3.86,3.81,3.68,3.61,1.34
배제성,3.91,26,26,0,0,0,0,9,10,0,0,141.2,58,67,64.1,621,126,27,1,6,82,1,1,136,12,0,9,3.68,4.26,4.07,4.02,3.69,1.47
쿠에바스,2.91,23,23,0,1,1,1,9,5,0,0,133.1,61,68,67.5,580,131,21,3,11,51,3,0,137,10,0,6,4.12,4.59,4.56,4.55,3.44,1.37
김재윤,2.69,65,0,65,60,0,0,4,3,32,0,67,18,19,23.95,275,57,8,0,5,24,0,4,64,1,0,2,2.42,2.55,3.22,3.08,3.24,1.21
소형준,2.43,24,24,0,0,0,0,7,7,0,0,119,55,67,63.15,521,123,17,0,6,51,4,1,85,11,0,5,4.16,5.07,4.78,4.69,4.01,1.46
주권,1.59,62,0,62,2,0,0,3,4,0,27,49,18,19,20.35,208,48,7,1,3,19,1,2,19,0,0,1,3.31,3.49,3.74,3.61,4.66,1.37
엄상백,1.56,10,9,1,0,0,0,4,1,0,0,52.2,24,24,23.15,228,41,10,0,7,28,3,0,45,4,0,0,4.1,4.1,3.96,3.8,5.04,1.31
심재민,1.4,28,2,26,9,0,0,0,1,0,1,46.2,15,15,16.4,189,41,4,0,4,11,0,1,35,2,0,0,2.89,2.89,3.16,3.08,3.58,1.11
박시영,1.37,48,0,48,8,0,0,3,3,0,12,45,12,16,17.1,180,30,2,0,4,15,1,2,51,4,0,5,2.4,3.2,3.42,3.37,3.02,1
김민수,1.3,56,1,55,17,0,0,4,2,0,11,58,19,25,27.2,253,56,8,1,2,24,3,3,55,6,1,3,2.95,3.88,4.22,4.14,3.2,1.38
조현우,1.13,49,0,49,3,0,0,0,0,0,6,31,9,10,9.65,126,26,5,1,0,7,1,1,13,3,0,2,2.61,2.9,2.8,2.73,3.52,1.06
안영명,0.88,35,0,35,11,0,0,0,1,0,4,35.1,16,17,14.9,145,24,3,0,2,11,1,0,32,4,0,0,4.08,4.33,3.8,3.66,3.23,0.99
이창재,0.73,32,0,32,11,0,0,2,0,0,0,26.2,8,8,9.9,108,22,5,0,0,10,0,2,19,0,0,0,2.7,2.7,3.34,3.23,2.92,1.2
이대은,0.69,31,0,31,4,0,0,3,2,1,9,31,12,15,15,128,27,6,0,4,11,1,0,22,1,0,0,3.48,4.35,4.35,4.21,4.73,1.23
지명성,0.12,3,0,3,2,0,0,1,0,0,0,4,0,1,1,16,1,0,0,0,1,1,0,4,1,0,0,0,2.25,2.25,2.26,2.82,0.5
전유수,0.1,11,0,11,3,0,0,1,0,0,0,10.2,4,6,6.35,46,9,1,0,1,6,0,0,9,1,0,0,3.38,5.06,5.36,5.27,4.52,1.41
유원상,0.04,11,0,11,2,0,0,1,1,0,1,13.1,9,10,9.15,62,15,2,0,0,7,0,0,13,0,0,3,6.08,6.75,6.18,5.92,2.96,1.65
하준호,-0.07,10,0,10,2,0,0,0,0,0,0,12,9,10,10.7,56,16,1,1,2,6,0,0,10,1,0,1,6.75,7.5,8.03,7.81,5.22,1.83
이정현,-0.1,2,1,1,1,0,0,0,1,0,0,8.2,9,9,9,38,12,3,0,3,5,0,0,1,0,0,0,9.35,9.35,9.35,8.87,9.39,1.96
이강준,-0.11,4,0,4,1,0,0,1,0,0,0,2.2,4,4,4.35,14,4,0,0,0,3,1,0,0,0,0,0,13.5,13.5,14.68,13.92,8.42,2.63
이상동,-0.14,6,0,6,2,0,0,0,1,0,1,6.1,6,6,6.15,29,7,0,0,0,3,0,0,5,1,0,1,8.53,8.53,8.74,8.44,3.26,1.58
한차현,-0.23,3,0,3,2,0,0,0,0,0,0,3.2,8,8,8,23,10,0,0,3,2,0,0,3,0,0,0,19.64,19.64,19.64,18.61,13.15,3.27
이보근,-0.93,16,0,16,2,0,0,0,1,0,1,11,19,20,18.5,68,28,4,0,4,7,0,0,9,1,0,2,15.55,16.36,15.14,14.41,8.02,3.18
