name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
김재윤,65,67,2.42,4,3,16,1,13,32,0,5,0,5,86.5,3,0,2,0,25,9,29,10,34.5,2,0,0,1.03,16.48,1.63,2.69
주권,62,49,3.31,3,4,16,3,4,0,27,4,0,4,87.1,0,4,1,0,21,11,29,10,34.5,24,7,29.2,0.79,11.82,1.59,1.59
박시영,48,45,2.4,3,3,11,1,9,0,12,2,1,3,80,0,1,0,1,13,7,19,6,31.6,17,5,29.4,0.94,14.23,0.97,1.37
조현우,49,31,2.61,0,0,15,1,2,0,6,0,1,1,85.7,0,2,0,1,6,5,30,5,16.7,20,5,25,0.63,9.45,0.89,1.13
김민수,55,53,2.89,4,1,16,2,8,0,11,2,0,2,84.6,0,2,1,0,8,9,20,8,40,19,5,26.3,0.96,15.38,0.98,1.12
심재민,26,38,2.84,0,0,4,1,7,0,1,0,0,0,100,0,0,0,0,1,4,9,5,55.6,7,3,42.9,1.46,22.85,0.42,1.05
안영명,35,35.1,4.08,0,1,7,0,6,0,4,0,0,0,100,0,1,0,0,4,4,18,3,16.7,6,6,100,1.01,15.91,0.66,0.88
이창재,32,26.2,2.7,2,0,2,0,4,0,0,0,0,0,,0,0,0,0,4,2,21,7,33.3,11,3,27.3,0.83,13.81,0.48,0.73
이대은,31,31,3.48,3,2,5,1,8,1,9,1,2,3,76.9,0,3,1,1,9,9,12,2,16.7,8,2,25,1,15.45,1.27,0.69
엄상백,1,6.2,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,4,3,2,2,100,4,3,75,6.67,91,1,0.35
지명성,3,4,0,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,,1.33,20,0.11,0.12
전유수,11,10.2,3.38,1,0,0,0,3,0,0,1,0,1,0,0,0,1,0,1,1,7,5,71.4,7,4,57.1,0.97,18.45,0.98,0.1
고영표,1,3,3,0,0,0,0,1,0,1,0,0,0,100,0,0,0,0,13,6,0,0,,6,1,16.7,3,42,0.18,0.08
유원상,11,13.1,6.08,1,1,2,0,5,0,1,1,0,1,50,0,1,0,0,2,3,7,0,0,6,2,33.3,1.21,21.64,0.95,0.04
이정현,1,2.2,10.13,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,2,0,0,0,0,,2.67,50,0.12,-0.04
하준호,10,12,6.75,0,0,1,0,3,0,0,0,0,0,,0,0,0,0,0,1,3,1,33.3,0,0,,1.2,19.8,0.19,-0.07
이강준,4,2.2,13.5,1,0,0,0,1,0,0,0,0,0,,0,0,0,0,1,0,5,3,60,3,3,100,0.67,15.5,0.11,-0.11
이상동,6,6.1,8.53,0,1,1,0,2,0,1,0,0,0,100,0,1,0,0,2,2,6,2,33.3,1,1,100,1.06,19.67,0.86,-0.14
한차현,3,3.2,19.64,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,,2,0,0,1.22,30,0,-0.23
이보근,16,11,15.55,0,1,3,0,1,0,1,0,1,1,50,0,0,0,1,0,5,8,1,12.5,11,4,36.4,0.69,15.31,0.87,-0.93
쿠에바스,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,9,0,0,,13,1,7.7,,,,
배제성,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,11,0,0,,13,6,46.2,,,,
데스파이네,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,16,11,0,0,,19,3,15.8,,,,
소형준,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,10,0,0,,14,6,42.9,,,,
