Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
조현우,3.52,49,3.77,2.03,1.86,0,10.3,5.6,4.8,0.252,70.6,2.61,2.9,2.8,2.73,3.52,3.61,4.83,-0.91,57.14,54.27,76.95,0.224,0.274,0.284,0.558,463,9.4,14.9,3.67
심재민,3.58,28,6.75,2.12,3.18,0.77,18.5,5.8,12.7,0.268,80.4,2.89,2.89,3.16,3.08,3.58,2.64,3.88,-0.68,63.27,61.19,78.21,0.234,0.277,0.326,0.603,744,26.6,15.9,3.94
데스파이네,3.61,33,7.87,3.72,2.12,0.48,20.1,9.5,10.6,0.301,72.8,3.39,3.86,3.81,3.68,3.61,3.05,4.13,-0.22,74.07,72.97,78.9,0.243,0.322,0.335,0.657,3405,103.2,18,4.16
배제성,3.69,26,8.64,5.21,1.66,0.38,21.9,13.2,8.7,0.306,70.6,3.68,4.26,4.07,4.02,3.69,3.27,4.36,0,80.58,79.88,80.63,0.239,0.339,0.328,0.667,2436,93.7,17.2,3.92
소형준,4.01,24,6.43,3.86,1.67,0.45,16.3,9.8,6.5,0.314,65.3,4.16,5.07,4.78,4.69,4.01,3.48,4.62,0.15,90.97,93.03,87.78,0.268,0.343,0.344,0.687,2097,87.4,17.6,4.03
전유수,4.52,11,7.59,5.06,1.5,0.84,19.6,13,6.5,0.267,64.3,3.38,5.06,5.36,5.27,4.52,3.48,4.62,-1.14,73.81,104.56,98.78,0.225,0.326,0.325,0.651,203,18.5,19,4.41
주권,4.66,62,3.49,3.49,1,0.55,9.1,9.1,0,0.28,76.6,3.31,3.49,3.74,3.61,4.66,4.04,5.4,-1.36,72.3,71.65,102.02,0.264,0.335,0.363,0.698,733,11.8,15,3.52
이대은,4.73,31,6.39,3.19,2,1.16,17.2,8.6,8.6,0.258,72.7,3.48,4.35,4.35,4.21,4.73,3.27,4.37,-1.24,76.19,83.63,103.4,0.239,0.307,0.398,0.705,479,15.5,15.5,3.74
엄상백,5.04,10,7.69,4.79,1.61,1.2,19.7,12.3,7.5,0.236,77.4,4.1,4.1,3.96,3.8,5.04,3.56,4.51,-0.94,89.69,75.53,110.16,0.21,0.317,0.369,0.686,911,91.1,17.3,4
하준호,5.22,10,7.5,4.5,1.67,1.5,17.9,10.7,7.1,0.368,63.2,6.75,7.5,8.03,7.81,5.22,3.32,4.54,1.53,147.62,155.04,114.09,0.327,0.393,0.51,0.903,198,19.8,16.5,3.54
이보근,8.02,16,7.36,5.73,1.29,3.27,13.2,10.3,2.9,0.511,51.7,15.55,16.36,15.14,14.41,8.02,3.84,5.05,7.52,339.97,286.12,175.42,0.467,0.522,0.733,1.255,245,15.3,22.3,3.6
이강준,8.42,4,0,10.13,0,0,0,21.4,-21.4,0.4,50,13.5,13.5,14.68,13.92,8.42,8.5,7.97,5.08,295.24,276.4,184.07,0.4,0.571,0.4,0.971,62,15.5,23.3,4.43
이정현,9.39,2,1.04,5.19,0.2,3.12,2.6,13.2,-10.5,0.31,61.5,9.35,9.35,9.35,8.87,9.39,5.37,6.66,-0.04,204.4,176.2,205.27,0.364,0.447,0.727,1.174,132,66,15.2,3.47
한차현,13.15,3,7.36,4.91,1.5,7.36,13,8.7,4.3,0.467,50,19.64,19.64,19.64,18.61,13.15,3.6,4.88,6.49,429.44,369.55,287.56,0.476,0.522,0.905,1.427,90,30,24.5,3.91
