Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
지명성,2.82,3,9,2.25,4,0,25,6.3,18.8,0.1,66.7,0,2.25,2.25,2.26,2.82,2.87,3.15,-2.82,0,44.82,61.6,0.077,0.188,0.077,0.265,60,20,15,3.75
이창재,2.92,32,6.41,3.38,1.9,0,17.6,9.3,8.3,0.279,75,2.7,2.7,3.34,3.23,2.92,3.01,4.4,-0.22,59.05,64.2,63.76,0.227,0.296,0.278,0.574,442,13.8,16.6,4.09
유원상,2.96,11,8.78,4.73,1.86,0,21,11.3,9.7,0.357,54.5,6.08,6.75,6.18,5.92,2.96,3.03,4.24,3.12,132.86,117.64,64.66,0.273,0.355,0.309,0.664,238,21.6,17.9,3.84
박시영,3.02,48,10.2,3,3.4,0.8,28.3,8.3,20,0.241,75,2.4,3.2,3.42,3.37,3.02,2.02,3,-0.62,52.49,66.82,66.15,0.189,0.257,0.277,0.534,683,14.2,15.2,3.79
김민수,3.2,56,8.53,3.72,2.29,0.31,21.7,9.5,12.3,0.327,72.5,2.95,3.88,4.22,4.14,3.2,2.86,3.93,-0.25,64.48,82.15,69.9,0.256,0.333,0.329,0.662,924,16.5,15.9,3.65
고영표,3.22,26,7.02,1.46,4.81,0.49,19.6,4.1,15.5,0.286,73.7,2.92,3.19,3.17,3.15,3.22,2.64,3.54,-0.31,63.77,62.5,70.46,0.238,0.284,0.321,0.605,2411,92.7,14.5,3.63
안영명,3.23,35,8.15,2.8,2.91,0.51,22.1,7.6,14.5,0.232,57.6,4.08,4.33,3.8,3.66,3.23,2.63,3.66,0.85,89.13,72.6,70.62,0.192,0.255,0.264,0.519,557,15.9,15.8,3.84
김재윤,3.24,65,8.6,3.22,2.67,0.67,23.3,8.7,14.5,0.287,83.8,2.42,2.55,3.22,3.08,3.24,2.45,3.65,-0.82,52.88,61.23,70.82,0.232,0.296,0.325,0.621,1071,16.5,16,3.89
이상동,3.26,6,7.11,4.26,1.67,0,17.2,10.3,6.9,0.333,40,8.53,8.53,8.74,8.44,3.26,3.34,4.57,5.26,186.47,167.59,71.33,0.28,0.345,0.28,0.625,118,19.7,18.6,4.07
쿠에바스,3.44,23,9.25,3.44,2.69,0.74,23.6,8.8,14.8,0.323,68.8,4.12,4.59,4.56,4.55,3.44,2.55,3.62,0.68,90.05,90.39,75.13,0.254,0.322,0.37,0.692,2191,95.3,16.4,3.78
