Name,FIP,G,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,ERA,RA9,rRA9,rRA9pf,FIP,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA
박진형,2.66,22,12.94,5.63,2.3,0.56,28.4,12.3,16,0.511,61.8,7.88,7.88,9.53,8.9,2.66,1.99,3.47,5.21,167.02,171.29,56.43,0.352,0.432,0.535,0.967,331,15,20.7,4.09
스트레일리,3.54,31,8.91,3.64,2.45,0.65,23,9.4,13.6,0.328,68.9,4.07,4.62,4.43,4.24,3.54,2.77,3.77,0.54,86.41,81.65,75.05,0.259,0.333,0.363,0.696,2968,95.7,17.9,4.16
오윤석,3.77,1,0,0,,0,0,0,0,0,,0,0,0,0,3.77,3.94,5.4,-3.77,0,0,79.89,0,0,0,0,8,8,12,4
강태율,3.77,1,0,0,,0,0,0,0,0.667,100,0,0,18.9,17,3.77,3.77,5.4,-3.77,0,327.28,79.89,0.667,0.667,1,1.667,9,9,27,3
김원중,3.79,61,9.19,4.02,2.29,0.86,23.9,10.4,13.4,0.273,75.3,3.59,3.73,4.01,3.78,3.79,2.73,3.79,-0.2,76.15,72.83,80.33,0.217,0.309,0.33,0.639,1028,16.9,16.4,3.84
이인복,3.81,25,6.6,2.05,3.21,0.73,16.6,5.2,11.4,0.348,72.4,4.11,4.55,5,4.87,3.81,2.92,4.03,0.3,87.14,93.73,80.86,0.299,0.348,0.45,0.798,950,38,15.5,3.51
구승민,3.86,68,9.39,4.48,2.1,0.72,24.8,11.8,13,0.276,69.3,4.33,4.33,4.33,4.09,3.86,2.99,3.84,0.48,91.87,78.74,81.76,0.213,0.319,0.33,0.649,1043,15.3,16.7,3.98
김도규,3.92,43,8.36,4.71,1.77,0.64,21.4,12.1,9.3,0.328,59.3,5.79,6,5.65,5.49,3.92,3.16,4.28,1.87,122.71,105.68,83.12,0.263,0.35,0.365,0.715,742,17.3,17.7,4.08
최준용,3.95,44,8.56,3.04,2.81,1.14,23.1,8.2,14.9,0.282,84,2.85,3.04,2.81,2.69,3.95,2.53,3.62,-1.09,60.49,51.88,83.7,0.234,0.302,0.377,0.679,764,17.4,16.1,3.92
배성근,4.07,2,4.5,4.5,1,0,11.1,11.1,0,0.286,100,0,0,0,0,4.07,4.24,5.4,-4.07,0,0,86.25,0.25,0.333,0.25,0.583,28,14,14,3.11
김민수,4.37,1,9,9,1,0,25,25,0,0,100,0,0,0,0,4.37,4.42,5.4,-4.37,0,0,92.62,0,0.25,0,0.25,17,17,17,4.25
박세웅,4.51,28,6.9,2.93,2.36,1.1,18.2,7.7,10.5,0.256,73.3,3.98,4.14,4,3.8,4.51,3.13,4.14,-0.53,84.31,73.15,95.61,0.229,0.3,0.365,0.665,2609,93.2,16,3.81
나원탁,4.67,2,13.5,13.5,1,0,30,30,0,0.25,25,13.5,13.5,13.5,15.48,4.67,4.72,5.4,8.83,286.32,298.06,98.98,0.143,0.4,0.429,0.829,40,20,20,4
김유영,4.78,26,8.2,6.75,1.21,0.48,18.5,15.2,3.3,0.345,58.3,7.23,7.71,8.73,8.35,4.78,4.23,5.01,2.45,153.39,160.84,101.48,0.276,0.402,0.368,0.77,351,13.5,18.8,3.82
진명호,4.81,33,8.88,5.18,1.71,1.11,22.4,13.1,9.3,0.266,68.8,4.81,5.18,5.73,5.45,4.81,3.44,4.28,0,101.98,104.97,101.94,0.225,0.336,0.382,0.718,471,14.3,19.4,4.4
서준원,4.82,26,6.17,4.83,1.28,0.83,14.4,11.3,3.1,0.374,59.4,7.33,7.67,7.82,7.6,4.82,3.82,5.03,2.51,155.53,146.33,102.24,0.332,0.409,0.479,0.888,978,37.6,18.1,3.81
나균안,4.94,23,5.25,4.66,1.13,0.78,12.1,10.8,1.3,0.347,62.5,6.41,6.99,6.89,6.53,4.94,4.03,5.24,1.47,135.95,125.65,104.84,0.315,0.387,0.442,0.829,861,37.4,18.6,3.86
최영환,5.2,20,6.2,5.31,1.17,0.89,15.5,13.3,2.2,0.336,63.1,6.2,6.64,6.34,6.17,5.2,4.11,5.13,1,131.43,118.72,110.24,0.294,0.394,0.438,0.832,767,38.4,18.9,4.24
프랑코,5.25,37,7.44,4.5,1.65,1.2,18.3,11.1,7.2,0.291,67.8,5.4,5.82,5.76,5.37,5.25,3.76,4.53,0.15,114.53,103.36,111.35,0.257,0.359,0.422,0.781,2728,73.7,18.2,4.03
오현택,5.33,20,4.41,4.41,1,1.1,9.2,9.2,0,0.382,70.6,6.61,7.16,7.71,7.09,5.33,4.02,5.4,1.28,140.24,136.44,113,0.368,0.425,0.539,0.964,311,15.6,19,3.57
김대우,5.38,39,7.9,6.11,1.29,1.02,19.4,15,4.4,0.304,70.4,5.09,5.6,5.91,5.61,5.38,4.1,4.88,-0.28,108.05,107.96,114.05,0.26,0.387,0.415,0.802,671,17.2,19,4.19
김건국,5.43,13,6.96,5.73,1.21,1.23,16.3,13.5,2.9,0.343,67.6,6.55,6.55,6.26,6.12,5.43,3.9,5.05,1.11,138.82,117.86,115.17,0.3,0.394,0.489,0.883,420,32.3,19.1,4.04
이승헌,5.52,16,4.84,6.71,0.72,0.31,11.2,15.5,-4.3,0.33,67.9,5.77,6.09,5.66,5.3,5.52,5.19,5.92,0.25,122.47,102.12,117.15,0.291,0.42,0.363,0.783,1051,65.7,18.2,3.78
김진욱,5.62,39,8.87,9.66,0.92,0.59,19.8,21.6,-1.8,0.315,68.9,6.31,6.31,6.57,6.1,5.62,4.91,5.61,0.69,133.76,117.42,119.09,0.247,0.42,0.353,0.773,994,25.5,21.8,4.38
박선우,5.62,1,4.5,0,,0,11.1,0,11.1,0.167,100,0,0,0,0,5.62,5.67,4.07,-5.62,0,0,119.13,0.143,0.333,0.143,0.476,37,37,18.5,4.11
김창훈,5.7,6,6.75,6.75,1,1.13,14.6,14.6,0,0.429,50,11.25,11.25,12.04,11.72,5.7,4.35,5.4,5.55,238.6,225.73,120.98,0.371,0.463,0.571,1.034,152,25.3,19,3.71
강윤구,5.98,21,7.71,7.71,1,1.29,17.9,17.9,0,0.35,69.2,7.07,7.07,8.26,7.48,5.98,4.38,5.4,1.09,149.98,143.97,126.85,0.296,0.433,0.463,0.896,270,12.9,19.3,4.03
노경은,6.08,14,5.59,3.83,1.46,1.76,13,8.9,4.1,0.352,62,7.35,7.99,8.12,7.85,6.08,3.88,4.91,1.27,155.87,151.19,128.91,0.333,0.401,0.549,0.95,1049,74.9,18.6,3.9
강동호,6.54,1,6.75,6.75,1,0,14.3,14.3,0,0.25,66.7,6.75,6.75,6.75,6.07,6.54,6.59,5.4,0.21,143.16,116.89,138.75,0.2,0.429,0.4,0.829,24,24,18,3.43
송재영,6.73,19,7.98,7.36,1.08,1.84,16.5,15.2,1.3,0.429,42.4,13.5,14.11,12.03,11.04,6.73,4.42,5.25,6.77,286.32,212.5,142.79,0.369,0.474,0.6,1.074,326,17.2,22.2,4.13
윤성빈,6.87,1,0,9,0,0,0,20,-20,0,100,0,0,0,0,6.87,6.98,7.8,-6.87,0,0,145.64,0,0.2,0,0.2,23,23,23,4.6
정성종,7.24,12,3,6,0.5,1.5,6.2,12.3,-6.2,0.34,64,8.25,9,9.64,9.3,7.24,5.34,6.14,1.01,174.97,179.01,153.59,0.345,0.431,0.473,0.904,224,18.7,18.7,3.45
김동우,7.75,5,5.4,9,0.6,1.8,10,16.7,-6.7,0.45,57.1,10.8,12.6,13.23,13.1,7.75,5.46,6.2,3.05,229.06,252.24,164.3,0.417,0.517,0.542,1.059,133,26.6,26.6,4.43
정우준,7.93,6,6.35,7.94,0.8,1.59,13.8,17.2,-3.4,0.294,58.3,9.53,9.53,7.07,6.91,7.93,5.94,5.81,1.6,202.11,133.09,168.22,0.273,0.448,0.5,0.948,119,19.8,21,4.1
한승혁,8.27,7,11.25,11.25,1,2.25,20,20,0,0.385,54.5,13.5,13.5,17.33,15.76,8.27,5.44,5.4,5.23,286.32,303.53,175.33,0.316,0.48,0.526,1.006,102,14.6,25.5,4.08
박재민,8.68,5,6.75,6.75,1,3.38,15.4,15.4,0,0.25,0,16.88,16.88,12.32,11.13,8.68,4.32,5.4,8.2,357.9,214.37,184.08,0.273,0.385,0.636,1.021,56,11.2,21,4.31
