Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,BABIP,LOB,xFIP,kwERA,ERA-FIP,ERA-,rRA9-,FIP-,AVG,OBP,SLG,OPS,NP,P/G,P/IP,P/PA,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,strat BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war,2time,3time,plus 1,SV,HD_1,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war,BABIP_2,BIP,GB%,ifFB%,ofFB%,FB%,LD%,GB/FB,HR/FB%,if1B%,PFR,PF1,PF2,PF3,PFH,PFslg
박세웅,5.06,28,28,0,1,1,1,10,9,0,0,163,72,75,72.4,685,141,24,0,20,53,10,0,125,7,0,17,3.98,4.14,4,3.8,4.51,1.19,6.9,2.93,2.36,1.1,18.2,7.7,10.5,0.256,73.3,3.13,4.14,-0.53,84.31,73.15,95.61,0.229,0.3,0.365,0.665,2609,93.2,16,3.81,18,64.3,7,25,3,0,0,100,5.5,14,13,51.9,0,0,12,5,41.7,5.82,93.18,53.18,2.16,5.06,0,0,0,0,0,0,0,0,,0,0,0,0,10,12,0,0,,12,5,41.7,,,,,0.256,472,52.5,4.6,39.4,44.1,3.4,1.2,9.1,8.5,,,,,,
스트레일리,4.31,31,31,0,0,0,0,10,12,0,0,165.2,75,85,81.6,714,162,25,2,12,67,7,0,164,8,1,8,4.07,4.62,4.43,4.24,3.54,1.38,8.91,3.64,2.45,0.65,23,9.4,13.6,0.328,68.9,2.77,3.77,0.54,86.41,81.65,75.05,0.259,0.333,0.363,0.696,2968,95.7,17.9,4.16,14,45.2,1,3.2,7,0,0,88,4.8,12,16,42.9,0,0,16,7,43.8,5.34,95.74,51.1,1.36,4.31,0,0,0,0,0,0,0,0,,0,0,0,0,15,14,0,0,,16,7,43.8,,,,,0.328,458,41.6,7.1,48.5,55.7,2.7,0.7,4.5,9.9,,,,,,
최준용,2.16,44,0,44,6,0,0,4,2,1,20,47.1,15,16,14.8,195,41,7,0,6,16,1,3,45,1,0,1,2.85,3.04,2.81,2.69,3.95,1.2,8.56,3.04,2.81,1.14,23.1,8.2,14.9,0.282,84,2.53,3.62,-1.09,60.49,51.88,83.7,0.234,0.302,0.377,0.679,764,17.4,16.1,3.92,0,,0,,0,0,0,35,,0,0,,0,0,8,3,37.5,,,,,,12,1,7,1,20,2,0,2,91.3,0,2,0,0,25,4,5,1,20,8,3,37.5,1.08,17.36,1.54,2.16,0.282,124,36.1,9,50.4,59.4,4.5,0.6,7.6,19.5,,,,,,
프랑코,2.11,37,27,10,1,0,0,9,8,0,1,150,90,97,95.95,677,147,31,2,20,75,20,0,124,6,1,6,5.4,5.82,5.76,5.37,5.25,1.48,7.44,4.5,1.65,1.2,18.3,11.1,7.2,0.291,67.8,3.76,4.53,0.15,114.53,103.36,111.35,0.257,0.359,0.422,0.781,2728,73.7,18.2,4.03,9,33.3,2,7.4,8,0,0,103,6.8,13,13,50,0,0,12,3,25,5.05,92.26,45.52,-0.73,1.69,3,0,3,0,1,0,0,0,100,0,0,0,0,12,13,2,1,50,12,3,25,1.37,23.7,0.94,0.42,0.291,436,42.4,7.2,48.9,56.1,1.5,0.8,7.8,10.2,,,,,,
김원중,2.07,61,0,61,55,0,0,4,4,35,0,62.2,25,26,27.9,268,50,8,0,6,28,3,4,64,2,0,8,3.59,3.73,4.01,3.78,3.79,1.24,9.19,4.02,2.29,0.86,23.9,10.4,13.4,0.273,75.3,2.73,3.79,-0.2,76.15,72.83,80.33,0.217,0.309,0.33,0.639,1028,16.9,16.4,3.84,0,,0,,0,0,0,6,,0,0,,0,0,0,0,,,,,,,18,1,6,35,0,5,0,5,87.5,2,0,1,0,34,8,14,4,28.6,0,0,,1.03,16.85,1.91,2.07,0.273,161,45.7,4.6,48,52.6,1.7,0.9,6.6,12,,,,,,
구승민,1.55,68,0,68,7,0,0,6,5,0,20,62.1,30,30,30,262,47,7,2,5,31,4,0,65,1,1,4,4.33,4.33,4.33,4.09,3.86,1.25,9.39,4.48,2.1,0.72,24.8,11.8,13,0.276,69.3,2.99,3.84,0.48,91.87,78.74,81.76,0.213,0.319,0.33,0.649,1043,15.3,16.7,3.98,0,,0,,0,0,0,53,,0,0,,0,0,17,5,29.4,,,,,,19,4,6,0,20,3,1,4,83.3,0,4,0,0,26,11,23,5,21.7,17,5,29.4,0.92,15.34,1.3,1.55,0.276,152,38.3,8,48.8,56.8,4.9,0.7,5.4,12.8,,,,,,
이인복,1.27,25,8,17,9,0,0,3,0,0,1,61.1,28,31,34.05,271,75,17,3,5,14,5,1,45,3,0,0,4.11,4.55,5,4.87,3.81,1.45,6.6,2.05,3.21,0.73,16.6,5.2,11.4,0.348,72.4,2.92,4.03,0.3,87.14,93.73,80.86,0.299,0.348,0.45,0.798,950,38,15.5,3.51,1,12.5,0,0,6,0,0,23,5,7,1,87.5,0,0,8,0,0,5.21,78.75,52.25,0.87,1.61,3,0,4,0,1,0,0,0,100,0,0,0,0,4,4,10,5,50,8,0,0,1.16,18.82,0.46,-0.33,0.348,201,57,1.9,36.7,38.6,4.3,1.5,6.3,9.3,,,,,,
이승헌,0.78,16,12,4,2,0,0,0,3,0,0,57.2,37,39,36.25,278,65,10,0,2,43,7,0,31,3,1,11,5.77,6.09,5.66,5.3,5.52,1.87,4.84,6.71,0.72,0.31,11.2,15.5,-4.3,0.33,67.9,5.19,5.92,0.25,122.47,102.12,117.15,0.291,0.42,0.363,0.783,1051,65.7,18.2,3.78,1,8.3,0,0,7,0,0,30,5.3,5,6,45.5,0,0,14,7,50,4.22,79.33,40.25,-0.38,0.53,0,0,1,0,0,0,0,0,,0,0,0,0,2,4,1,1,100,14,7,50,1.75,24.75,0.28,0.25,0.33,191,55.3,5.6,37.1,42.6,2,1.3,2.4,15.4,,,,,,
김도규,0.36,43,0,43,7,0,0,2,1,0,5,42,27,28,26.35,182,41,5,1,3,22,0,1,39,1,0,2,5.79,6,5.65,5.49,3.92,1.5,8.36,4.71,1.77,0.64,21.4,12.1,9.3,0.328,59.3,3.16,4.28,1.87,122.71,105.68,83.12,0.263,0.35,0.365,0.715,742,17.3,17.7,4.08,0,,0,,0,0,0,23,,0,0,,0,0,19,9,47.4,,,,,,11,2,11,0,5,0,0,0,100,0,2,0,0,11,7,29,6,20.7,19,9,47.4,0.98,17.26,0.85,0.36,0.328,116,38.8,9.9,43,52.9,8.3,0.7,4.7,7.3,,,,,,
김진욱,0.27,39,5,34,2,0,0,4,6,0,8,45.2,32,32,33.35,227,42,9,0,3,49,3,3,45,0,0,15,6.31,6.31,6.57,6.1,5.62,1.99,8.87,9.66,0.92,0.59,19.8,21.6,-1.8,0.315,68.9,4.91,5.61,0.69,133.76,117.42,119.09,0.247,0.42,0.353,0.773,994,25.5,21.8,4.38,0,0,0,0,1,0,0,35,17.2,2,3,40,0,0,24,5,20.8,3.67,77.2,36.8,-0.76,-0.43,7,0,4,0,8,0,0,0,100,0,0,0,0,8,9,19,7,36.8,24,5,20.8,0.8,17.88,1.01,0.7,0.315,124,46.2,6.9,42.3,49.2,4.6,0.9,4.7,2.4,,,,,,
