name,G,GS,IP,ERA,W,L,QS,QS%,QS+,QS+%,QH,TL,CW,RS,RS9,start W,start L,W%,start BW,start BL,start BQ,start BQS,start BQS%,IP/GS,P/GS,AGS,starter waa,starter war
박세웅,28,28,163,3.98,10,9,18,64.3,7,25,3,0,0,100,5.5,14,13,51.9,0,0,12,5,41.7,5.82,93.18,53.18,2.16,5.06
스트레일리,31,31,165.2,4.07,10,12,14,45.2,1,3.2,7,0,0,88,4.8,12,16,42.9,0,0,16,7,43.8,5.34,95.74,51.1,1.36,4.31
프랑코,37,27,136.1,5.61,9,8,9,33.3,2,7.4,8,0,0,103,6.8,13,13,50,0,0,12,3,25,5.05,92.26,45.52,-0.73,1.69
이인복,25,8,41.2,2.59,3,0,1,12.5,0,0,6,0,0,23,5,7,1,87.5,0,0,8,0,0,5.21,78.75,52.25,0.87,1.61
이승헌,16,12,50.2,6.39,0,3,1,8.3,0,0,7,0,0,30,5.3,5,6,45.5,0,0,14,7,50,4.22,79.33,40.25,-0.38,0.53
최영환,20,7,28.1,5.72,1,2,1,14.3,0,0,3,0,0,28,8.9,4,3,57.1,0,0,11,5,45.5,4.05,72.71,44,-0.14,0.37
나균안,23,7,29,6.21,1,2,1,14.3,0,0,3,0,0,26,8.1,2,5,28.6,0,0,11,4,36.4,4.14,76.57,40.43,-0.18,0.33
노경은,14,11,50.2,7.28,3,5,1,9.1,0,0,5,0,0,42,7.5,3,8,27.3,0,0,7,2,28.6,4.61,86.27,37.73,-1.08,-0.18
서준원,26,8,31,8.13,1,3,0,0,0,0,3,0,0,22,6.4,3,3,50,0,0,12,5,41.7,3.88,74.13,36.88,-0.87,-0.32
김진욱,39,5,18.1,10.8,0,3,0,0,0,0,1,0,0,35,17.2,2,3,40,0,0,24,5,20.8,3.67,77.2,36.8,-0.76,-0.43
오현택,20,0,0,,0,0,0,,0,,0,0,0,6,,0,0,,0,0,15,5,33.3,,,,,
정우준,6,0,0,,0,0,0,,0,,0,0,0,3,,0,0,,0,0,3,3,100,,,,,
김유영,26,0,0,,0,0,0,,0,,0,0,0,15,,0,0,,0,0,9,5,55.6,,,,,
강태율,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
강동호,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
김건국,13,0,0,,0,0,0,,0,,0,0,0,11,,0,0,,0,0,3,1,33.3,,,,,
김동우,5,0,0,,0,0,0,,0,,0,0,0,4,,0,0,,0,0,2,1,50,,,,,
최준용,44,0,0,,0,0,0,,0,,0,0,0,35,,0,0,,0,0,8,3,37.5,,,,,
김창훈,6,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,0,0,,,,,,
강윤구,21,0,0,,0,0,0,,0,,0,0,0,8,,0,0,,0,0,10,3,30,,,,,
구승민,68,0,0,,0,0,0,,0,,0,0,0,53,,0,0,,0,0,17,5,29.4,,,,,
박선우,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
김민수,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
정성종,12,0,0,,0,0,0,,0,,0,0,0,6,,0,0,,0,0,7,0,0,,,,,
이강준,11,0,0,,0,0,0,,0,,0,0,0,2,,0,0,,0,0,9,6,66.7,,,,,
김대우,39,0,0,,0,0,0,,0,,0,0,0,18,,0,0,,0,0,18,9,50,,,,,
오윤석,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
윤성빈,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,0,0,,,,,,
추재현,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,2,0,0,,,,,
배성근,2,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,2,0,0,,,,,
홍민기,1,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,2,1,50,,,,,
송재영,19,0,0,,0,0,0,,0,,0,0,0,6,,0,0,,0,0,16,9,56.3,,,,,
김원중,61,0,0,,0,0,0,,0,,0,0,0,6,,0,0,,0,0,0,0,,,,,,
한승혁,7,0,0,,0,0,0,,0,,0,0,0,1,,0,0,,0,0,3,0,0,,,,,
나원탁,2,0,0,,0,0,0,,0,,0,0,0,5,,0,0,,0,0,0,0,,,,,,
김도규,43,0,0,,0,0,0,,0,,0,0,0,23,,0,0,,0,0,19,9,47.4,,,,,
박재민,5,0,0,,0,0,0,,0,,0,0,0,0,,0,0,,0,0,3,3,100,,,,,
진명호,33,0,0,,0,0,0,,0,,0,0,0,15,,0,0,,0,0,16,4,25,,,,,
박진형,22,0,0,,0,0,0,,0,,0,0,0,8,,0,0,,0,0,12,3,25,,,,,
