Name,War,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,Rra,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,wild pitch,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
박세웅,5.06,28,28,0,1,1,1,10,9,0,0,163,72,75,72.4,685,141,24,0,20,53,10,0,125,7,0,17,3.98,4.14,4,3.8,4.51,1.19
스트레일리,4.31,31,31,0,0,0,0,10,12,0,0,165.2,75,85,81.6,714,162,25,2,12,67,7,0,164,8,1,8,4.07,4.62,4.43,4.24,3.54,1.38
최준용,2.16,44,0,44,6,0,0,4,2,1,20,47.1,15,16,14.8,195,41,7,0,6,16,1,3,45,1,0,1,2.85,3.04,2.81,2.69,3.95,1.2
프랑코,2.11,37,27,10,1,0,0,9,8,0,1,150,90,97,95.95,677,147,31,2,20,75,20,0,124,6,1,6,5.4,5.82,5.76,5.37,5.25,1.48
김원중,2.07,61,0,61,55,0,0,4,4,35,0,62.2,25,26,27.9,268,50,8,0,6,28,3,4,64,2,0,8,3.59,3.73,4.01,3.78,3.79,1.24
구승민,1.55,68,0,68,7,0,0,6,5,0,20,62.1,30,30,30,262,47,7,2,5,31,4,0,65,1,1,4,4.33,4.33,4.33,4.09,3.86,1.25
이인복,1.27,25,8,17,9,0,0,3,0,0,1,61.1,28,31,34.05,271,75,17,3,5,14,5,1,45,3,0,0,4.11,4.55,5,4.87,3.81,1.45
이승헌,0.78,16,12,4,2,0,0,0,3,0,0,57.2,37,39,36.25,278,65,10,0,2,43,7,0,31,3,1,11,5.77,6.09,5.66,5.3,5.52,1.87
김도규,0.36,43,0,43,7,0,0,2,1,0,5,42,27,28,26.35,182,41,5,1,3,22,0,1,39,1,0,2,5.79,6,5.65,5.49,3.92,1.5
김진욱,0.27,39,5,34,2,0,0,4,6,0,8,45.2,32,32,33.35,227,42,9,0,3,49,3,3,45,0,0,15,6.31,6.31,6.57,6.1,5.62,1.99
최영환,0.26,20,7,13,3,0,0,1,2,0,0,40.2,28,30,28.65,181,45,10,0,4,24,2,0,28,0,0,4,6.2,6.64,6.34,6.17,5.2,1.7
진명호,0.22,33,0,33,3,0,0,2,2,0,3,24.1,13,14,15.5,107,20,5,0,3,14,2,0,24,1,0,1,4.81,5.18,5.73,5.45,4.81,1.4
