name,GR,IP,ERA,W,L,2time,3time,plus 1,SV,HD,BLSV,BLHD,BL+,save%,TS,TH,TBS,TBH,SD,MD,IR,IRS,IRS%,BQ,BQS,BQS%,IP/GR,P/GR,gmLI,closer war
오승환,64,62,2.03,0,2,18,3,9,44,0,1,0,1,97.8,4,0,1,0,37,3,33,8,24.2,3,0,0,0.97,15.67,1.75,2.7
우규민,60,49,3.31,3,3,15,1,3,2,24,4,0,4,86.7,0,3,1,0,14,12,26,8,30.8,16,1,6.3,0.82,13.1,1.28,0.9
최채흥,6,10.2,1.69,1,0,2,0,3,0,2,0,0,0,100,0,0,0,0,6,10,6,0,0,7,3,42.9,1.78,28.67,0.99,0.6
이승현,41,39.1,5.26,1,4,8,0,6,0,7,1,1,2,77.8,0,0,0,1,11,8,17,4,23.5,13,6,46.2,0.96,18.15,1.1,0.54
최지광,60,51.1,4.91,7,1,15,2,3,0,14,2,1,3,82.4,0,5,1,1,14,14,32,14,43.8,25,13,52,0.86,14.88,1.17,0.52
심창민,59,51.1,5.08,3,2,11,1,8,0,16,2,0,2,88.9,0,0,1,0,12,12,39,11,28.2,31,11,35.5,0.87,17.25,1.1,0.42
노성호,16,19,4.74,0,2,2,0,4,0,1,0,0,0,100,0,0,0,0,3,3,2,1,50,8,3,37.5,1.19,22,0.55,0.42
김대우,27,36,5.25,0,1,2,0,10,0,1,0,0,0,100,0,1,0,0,3,6,11,3,27.3,11,6,54.5,1.33,20.96,0.47,0.36
문용익,22,22,4.5,2,0,3,0,4,0,2,1,0,1,66.7,0,1,0,0,4,2,9,3,33.3,5,1,20,1,18.73,0.72,0.32
홍정우,15,15.2,3.45,2,0,2,0,4,0,0,1,0,1,0,0,0,0,0,0,2,13,5,38.5,0,0,,1.04,17.07,0.57,0.2
이상민,30,24.2,4.74,1,1,8,3,4,0,3,0,0,0,100,0,1,0,0,3,1,18,7,38.9,14,4,28.6,0.82,14.9,0.51,0.12
양창섭,9,15,6.6,1,1,1,0,3,0,1,0,2,2,33.3,0,0,0,0,2,3,5,0,0,6,2,33.3,1.67,31.44,1.03,0.03
이재익,11,10,4.5,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,3,60,4,1,25,0.91,20.18,0.56,-0.01
임현준,27,11,6.55,1,2,2,0,0,0,5,0,0,0,100,0,0,0,0,2,4,25,7,28,12,6,50,0.41,7.74,0.85,-0.08
김윤수,19,17.2,6.62,0,0,4,1,1,0,1,0,0,0,100,0,0,0,0,0,4,2,2,100,12,5,41.7,0.93,18.79,0.34,-0.13
박세웅,4,3,9,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2,100,1,0,0,0.75,17,0.3,-0.17
이승현,21,17,9.53,1,1,3,0,2,0,1,0,0,0,100,0,0,0,0,3,4,5,3,60,15,7,46.7,0.81,16.48,0.55,-0.28
장필준,41,34.2,7.27,0,0,8,0,6,0,2,1,0,1,66.7,0,1,1,0,3,7,22,12,54.5,16,4,25,0.85,17.63,0.81,-0.75
몽고메리,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,7,0,0,,5,3,60,,,,
구준범,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0,0,,,,,
허윤동,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,2,0,0,,,,
백정현,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,14,10,0,0,,13,2,15.4,,,,
원태인,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,16,7,0,0,,5,2,40,,,,
이승민,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,9,0,0,,12,6,50,,,,
이재희,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,0,0,,3,3,100,,,,
라이블리,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,0,0,,3,2,66.7,,,,
뷰캐넌,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,16,6,0,0,,12,2,16.7,,,,
